Current Population,Population Growth Rate,Internal Migration,Overseas Migration,Population Density,Dwellings Approved 2022-23,Dwellings Approved 2023-24,Approval Value 2022-23,Approval Value 2023-24,Approval Growth Rate,20yr Population Growth,10yr Population Growth,5yr Population Growth,Growth Acceleration,Consecutive Growth Years,2025-26 Approvals FYTD,SEIFA Disadvantage Index,SEIFA Advantage Index,SEIFA Economic Index,SEIFA Education Index,sa2_name
0.5953587,-0.15351817,-0.024892446,0.32948795,-1.1975769,0.52705055,1.4995271,0.24599472,0.082672805,0.07651177,-0.2574917,0.052978996,-0.12608428,-0.13920157,-0.02329094,0.51396364,-0.23717053,-0.08741315,-0.33876196,-0.21370912,Batemans Bay
0.5005166,-0.014026801,0.6720572,0.29632762,-1.1486707,0.5803889,1.5128865,0.1512685,0.0820971,0.13462345,-0.22733739,-0.03184288,-0.08145376,-0.20162565,-0.04132467,0.64459294,-0.23121113,-0.18194726,-0.29655662,-0.28062224,Batemans Bay - South
0.5490105,0.08414811,0.7503385,0.31910247,-1.0409608,0.5901256,1.5227765,0.15959907,0.08265274,-0.13355646,-0.17752703,-0.022763424,-0.065090925,-0.17531636,-0.049187023,0.85545814,-0.18276122,-0.19525748,-0.35572055,-0.28051108,Bega - Tathra
0.52836436,0.28756028,0.7349253,0.2796548,-0.95503205,0.6013081,1.6097622,0.21715657,0.043546584,0.12459425,-0.21837616,-0.064101726,-0.03863608,-0.17854188,-0.041852456,0.8696345,-0.18449454,-0.19307573,-0.26461414,-0.26763573,Bega-Eden Hinterland
0.55302674,0.2543041,0.66984725,0.29750955,-1.0387771,0.5904798,1.697205,0.2077337,0.044340577,0.14000463,-0.21712737,-0.022426317,0.09668769,-0.20502982,-0.071694784,0.8942832,-0.19838311,-0.21497677,-0.29094097,-0.27430564,Broulee - Tomakin
0.59722656,0.017382156,-0.020082854,-0.05862763,0.15165913,0.5022015,0.2272448,0.19065636,-0.0026869075,-0.2587235,-0.49133977,-0.12817657,0.07189012,0.07102211,-0.071830235,0.014726305,-0.40550607,-0.006748195,-0.5850348,-0.18211247,Deua - Wadbilliga
0.51963764,0.06277315,0.59344864,0.25230363,-1.2811204,0.6196534,1.4771522,0.069435015,0.08595072,-0.51893085,-0.21423243,-0.112802364,-0.049965195,-0.21889634,-0.050179806,0.8949982,-0.19432145,-0.25150034,-0.29573882,-0.32953712,Eden
0.5784791,0.24600035,0.6398572,0.3041477,-0.94172406,0.6002822,1.6140364,0.21189092,0.015990818,0.2029569,-0.19025287,-0.06503722,0.0894403,-0.08473023,-0.052533474,0.83952194,-0.20817693,-0.22501202,-0.3505026,-0.28386062,Eurobodalla Hinterland
0.48054457,-0.022949904,0.6140939,0.29547888,-1.454371,0.5226311,1.3882359,0.18154839,0.10054238,-0.50447774,-0.19395724,-0.07198479,-0.076592796,-0.2818494,-0.08797264,0.47575888,-0.2114062,-0.15968014,-0.26354516,-0.29332688,Merimbula - Tura Beach
0.473885,-0.14797114,0.69468635,0.29666615,-1.1466777,0.5307896,1.5815519,0.23457627,-0.0021327203,-0.62290347,-0.18068634,-0.017017454,-0.086931095,-0.28273854,-0.03984041,0.7787553,-0.17511985,-0.1717912,-0.3868696,-0.27435535,Moruya - Tuross Head
0.48186174,-0.12295233,0.72106344,0.31776693,-1.1519172,0.5814647,1.5547856,0.24729447,0.009891165,-0.30242985,-0.17640859,-0.035093617,-0.082767226,-0.2623535,-0.044030044,0.7797663,-0.180498,-0.18392113,-0.3488706,-0.26868945,Narooma - Bermagui
0.5032442,0.30591723,0.6755783,0.31440267,-0.9612586,0.56124514,1.4703072,0.29183403,0.12291542,-0.15156016,-0.18333974,-0.03675935,-0.13173519,-0.2221519,-0.03955559,0.87917894,-0.1868772,-0.1622674,-0.39257956,-0.2844093,Goulburn
0.54211944,0.08002451,0.69814175,0.29463804,-0.8156176,0.5870838,1.5776044,0.13525446,0.079516366,0.10942691,-0.18945202,-0.06633722,0.055518918,-0.18444496,-0.059372354,0.87980604,-0.1955105,-0.24649952,-0.262241,-0.23688677,Goulburn Surrounds
0.5129478,-0.04600562,0.018731209,0.30663857,-1.4915254,0.5526207,1.3180103,0.20815149,0.081954345,-0.49143174,-0.21094073,-0.05600498,-0.12174332,-0.1825577,-0.039032355,0.41063148,-0.21159934,-0.13433316,-0.31685427,-0.24676366,Yass
0.54924196,0.24117415,0.7286454,0.32565337,-0.9278595,0.6086605,1.5634085,0.20986654,0.07722143,0.1014804,-0.20367067,-0.06761302,0.03806615,-0.16717036,-0.04917841,0.86158407,-0.17281897,-0.18103486,-0.26864564,-0.28139985,Yass Surrounds
0.5247649,-0.045991153,-0.0073924474,0.31091473,-1.3790958,0.5779944,1.4720201,0.20814827,0.10161543,-0.16698235,-0.21631072,-0.030523207,-0.1015076,-0.16727683,-0.035855077,0.4414552,-0.22520864,-0.12399658,-0.31646362,-0.24472739,Young
0.4396278,-0.15298915,0.6423978,0.23139337,-1.1835786,0.5767094,1.4237355,0.1261586,0.053328533,-0.51019,-0.20173313,-0.12092253,-0.06259556,-0.29510656,-0.07341144,0.7225151,-0.14050743,-0.27502444,-0.22613898,-0.29425457,Young Surrounds
0.56133014,0.07853974,-0.002246115,0.35107115,-1.0154817,0.55563384,1.4330281,0.27891448,0.11470963,-0.23133413,-0.21970956,-0.032613594,-0.17354216,-0.17592974,-0.030624796,0.74614245,-0.19366124,-0.112989955,-0.47114173,-0.22672856,Avoca Beach - Copacabana
0.51675177,-0.16404809,-0.04132504,0.3115594,-1.1839046,0.5704922,1.544618,0.23783588,0.04088808,0.08840262,-0.22223893,-0.023171164,-0.14063603,-0.15489148,-0.030231422,0.59700686,-0.17588587,-0.17460299,-0.3561847,-0.2266269,Box Head - MacMasters Beach
0.5323099,0.0025862786,-0.0537323,0.32325673,-1.1637948,0.6071955,1.4966683,0.23835422,0.0036422252,0.2929462,-0.20058267,0.029749483,-0.09638608,-0.13754459,-0.025225986,0.518392,-0.20498002,-0.082375236,-0.34229484,-0.24134943,Calga - Kulnura
0.49484497,-0.1815995,0.5855356,0.2906458,-1.4457791,0.5560324,1.4314514,0.1801186,0.12089447,-0.46168056,-0.2491152,-0.111250944,-0.050333045,-0.29809874,-0.08966761,0.44421956,-0.20878106,-0.118415624,-0.25666854,-0.30314323,Erina - Green Point
0.52214694,0.2706531,0.60713273,0.36079377,-0.9193688,0.5473602,1.5128862,0.2991239,0.11325501,-0.12887456,-0.1753347,-0.0090674125,0.055003487,-0.244009,-0.0324695,0.91595197,-0.19183557,-0.1573154,-0.3892872,-0.23407546,Gosford - Springfield
0.5030774,-0.030294213,0.018256852,0.3392396,-1.1467248,0.5684411,1.4325882,0.13569434,-0.005420792,-0.2593831,-0.18348098,0.0072358428,-0.19765425,-0.21060126,0.015502672,0.5860989,-0.22889405,-0.07912898,-0.45643985,-0.23160644,Kariong
0.5626839,-0.18096684,0.016591925,0.34878135,-1.1492001,0.56100464,1.4897504,0.15395686,0.0002098984,-0.25680596,-0.21547765,0.01256263,-0.17745762,-0.23917703,-0.0071592517,0.58283454,-0.22990021,-0.036613084,-0.45590883,-0.20859396,Kincumber - Picketts Valley
0.5190575,-0.17140125,-0.036462255,0.30674255,-1.1638359,0.5975419,1.5270774,0.18408099,-0.013437681,0.24604775,-0.18224835,0.11110524,-0.12624298,-0.12185092,-0.016799452,0.5984887,-0.15728801,-0.14787611,-0.3516533,-0.22827014,Narara
0.545378,-0.049166407,0.002059544,0.35613284,-1.1661081,0.5719175,1.5214951,0.18758176,-0.001114101,-0.16306745,-0.23133785,-0.018536456,-0.1330592,-0.16961512,-0.023481589,0.517079,-0.24467547,-0.067574225,-0.3841021,-0.25953302,Niagara Park - Lisarow
0.5013351,-0.15129682,0.6894838,0.29787263,-1.1017215,0.6411859,1.6679598,0.11808696,-0.005553717,0.0937347,-0.24078603,-0.047115937,-0.083077796,-0.21722633,-0.043683935,0.8804932,-0.17130235,-0.15898184,-0.30551663,-0.29612857,Point Clare - Koolewong
0.5606012,0.07085286,0.55300665,0.29763326,-1.0399864,0.6188833,1.6090263,0.21291374,0.042173583,0.08702231,-0.21216579,-0.07467969,-0.074617706,-0.20068318,-0.043837447,0.8588898,-0.17201307,-0.19535536,-0.31024978,-0.25616825,Saratoga - Davistown
0.5408092,0.25764942,-0.00029212574,0.3523394,-1.0151914,0.5276085,1.4449339,0.258747,0.03956245,-0.219846,-0.1702293,0.03900729,-0.16466665,-0.21075433,-0.0165033,0.79200673,-0.18474017,-0.15286577,-0.45324406,-0.21778375,Terrigal - North Avoca
0.523288,-0.006534617,-0.060648307,0.3328976,-1.2201108,0.5851793,1.4328156,0.2909559,0.113937005,0.23910743,-0.23185243,-0.009041566,-0.14503789,-0.12915322,-0.043450277,0.45533696,-0.22492482,-0.1309978,-0.4074783,-0.23752071,Umina - Booker Bay - Patonga
0.51337206,-0.15803912,-0.042854507,0.30637333,-1.2007957,0.5505642,1.5712037,0.22617736,0.035590082,0.11795993,-0.20589116,0.044093993,-0.13589713,-0.15910475,-0.034955744,0.6250517,-0.17345847,-0.18509626,-0.36189237,-0.20935917,Wamberal - Forresters Beach
0.50199646,0.04129949,0.6757875,0.31730995,-1.0312986,0.57157236,1.5429521,0.2431843,0.011631075,-0.30020732,-0.19587624,-0.09372769,-0.1478437,-0.26618502,-0.038550925,0.8624598,-0.19310105,-0.18016653,-0.41246596,-0.27587712,Woy Woy - Blackwall
0.5103418,-0.03886578,0.6853013,0.28829136,-1.2058579,0.6131281,1.6979406,0.10017396,0.03564402,0.25957385,-0.2852698,-0.10915766,-0.07613235,-0.23998058,-0.07606882,0.68279284,-0.2532856,-0.08534649,-0.3320922,-0.29520187,Wyoming
0.5089341,-0.030429319,0.66403127,0.31603098,-1.1486012,0.61768866,1.6153047,0.23052305,0.038854163,0.10172513,-0.322854,-0.07485033,-0.08643268,-0.23202278,-0.044370737,0.65062493,-0.21761139,-0.0926577,-0.29000857,-0.28235906,Bateau Bay - Killarney Vale
0.5027828,-0.150632,0.02046013,0.3469097,-1.1004181,0.5409502,1.4085459,0.23413466,-0.027362645,-0.15752272,-0.17816316,-0.0059548393,-0.22288033,-0.23217522,0.0077253054,0.7362807,-0.18809849,-0.14439438,-0.4794557,-0.2335758,Blue Haven - San Remo
0.51130503,-0.15515144,0.06106531,0.35317394,-1.1654902,0.56951255,1.489422,0.24656834,-0.024939101,-0.27038658,-0.20579311,-0.0003136826,-0.14324212,-0.19199196,-0.025597498,0.6519006,-0.18386856,-0.15868573,-0.40143085,-0.22857183,Budgewoi - Buff Point - Halekulani
0.5052175,0.009465493,0.6513501,0.28123462,-1.3919108,0.588572,1.3988614,0.19249262,0.062908225,-0.52801645,-0.22470632,-0.11726356,-0.060351796,-0.24046728,-0.06786387,0.6966625,-0.1490485,-0.25875735,-0.28816366,-0.28644767,Chittaway Bay - Tumbi Umbi
0.5096547,-0.12605457,0.7118046,0.28801712,-1.1860771,0.60855025,1.6764643,0.20477834,0.099625245,0.116315715,-0.23548682,-0.07551942,-0.05010952,-0.21559055,-0.06710433,0.73621505,-0.18004456,-0.18419369,-0.31692013,-0.2828348,Gorokan - Kanwal - Charmhaven
0.52625924,0.23925203,0.6789599,0.25980923,-1.0674293,0.608447,1.6897668,0.12279902,-0.003912232,0.048695505,-0.17250557,-0.040112186,-0.069675334,-0.20729943,-0.07522984,1.0367466,-0.1889898,-0.23325245,-0.26090378,-0.31596327,Jilliby - Yarramalong
0.5455862,-0.22230695,-0.05129773,0.29084292,-1.2546054,0.5633093,1.5371059,0.1897451,0.011933042,0.14061008,-0.25928542,-0.010717727,-0.1371202,-0.14225344,-0.0398619,0.50795686,-0.24181168,-0.09923686,-0.3398135,-0.22392485,Lake Munmorah - Mannering Park
0.5529861,-0.0031395957,0.00046034844,0.34597948,-1.0830997,0.5887751,1.5998107,0.12052974,0.015680961,0.09257551,-0.28940225,-0.0064584026,-0.06949554,-0.1664654,-0.0032736221,0.7876708,-0.28279507,-0.049830727,-0.38872308,-0.29458508,Ourimbah - Fountaindale
0.5552768,0.24928306,0.65683705,0.31228682,-1.0511154,0.57891643,1.6042548,0.12452792,0.07035118,0.10119454,-0.20810443,-0.021460345,0.097894,-0.18542227,-0.06357175,0.8601779,-0.201171,-0.22878458,-0.3005058,-0.27519563,Summerland Point - Gwandalan
0.5156875,0.29470882,0.6942834,0.28686666,-1.10332,0.59811926,1.6243652,0.30795285,0.12671085,0.20409892,-0.19695053,-0.021917194,-0.09529944,-0.19422935,-0.076607816,0.76667297,-0.17978199,-0.18776046,-0.36663252,-0.2969941,The Entrance
0.5536631,-0.29041287,0.6787592,0.2853904,-1.1965468,0.584123,1.6827965,0.20813045,0.09627294,0.120831385,-0.29147604,-0.05901015,-0.0536742,-0.20573871,-0.064524926,0.6100374,-0.25039476,-0.059149057,-0.28578994,-0.28635877,Toukley - Norah Head
0.49872452,0.010377692,-0.017710589,0.2711645,-1.4161631,0.5561729,1.4162549,0.029724212,0.030491443,-0.48422998,-0.22704838,-0.05378427,-0.06422102,-0.17834042,-0.019749155,0.70677274,-0.25346696,-0.13351807,-0.322249,-0.28496087,Tuggerah - Kangy Angy
0.5035038,0.2448492,0.60632294,0.29483294,-1.309946,0.57243645,1.4054157,0.19827056,0.08104327,-0.56313586,0.037781928,-0.033095136,0.09894737,-0.15809321,-0.09744049,0.7260779,-0.17518108,-0.2398275,-0.29078215,-0.29611614,Warnervale - Wadalba
0.53079003,-0.18903333,0.008486765,0.34611985,-1.1668621,0.57566977,1.5219569,0.24273956,-0.017852038,0.04226519,-0.18104798,0.07466109,-0.12960057,-0.15789688,-0.038748857,0.605727,-0.17639837,-0.17030488,-0.41336006,-0.22029303,Wyong
0.56876135,0.21089695,0.6744592,0.3304536,-1.006385,0.5944088,1.6159405,0.24601805,0.024955599,0.10279399,-0.18700786,-0.014191866,0.11968427,-0.18915783,-0.06218304,0.87647235,-0.17461209,-0.18469414,-0.32116598,-0.28634638,Bathurst - East
0.50351536,-0.1771911,-0.00761264,0.27527934,-1.0283303,0.5836143,1.549428,0.2279398,0.04682172,0.2826233,-0.1822048,-0.048278324,-0.1332177,-0.1515522,-0.055073705,0.54806226,-0.1079281,-0.15714361,-0.28482983,-0.24987492,Bathurst Surrounds
0.5941733,-0.15016767,-0.03639522,0.31873178,-1.0009323,0.5744607,1.5149791,0.23705205,0.04913277,0.094357915,-0.2554895,0.026333947,-0.11811121,-0.1683458,-0.0245638,0.5627555,-0.23759629,-0.07846521,-0.27700704,-0.22549394,Oberon
0.48973286,-0.4227774,-0.00066348875,0.37837332,-1.1771153,0.5506805,1.4492993,0.25132373,0.0346137,-0.27301013,-0.22637327,-0.11315987,-0.099168256,-0.23439375,-0.009879204,0.68969494,-0.1948191,-0.009529725,-0.46587083,-0.20069656,Bathurst - South
0.51033473,0.02032205,-0.019572569,0.27195728,-1.3337206,0.53694415,1.3822635,0.14642228,0.04125788,-0.38536847,-0.16537717,0.019408334,-0.11413454,-0.13773796,-0.034284417,0.6531276,-0.16249065,-0.2290365,-0.34437728,-0.22065477,Bathurst - West
0.49282807,-0.13686945,-0.024106443,0.27653664,0.16650666,0.42661384,1.5132263,0.17935158,0.0755879,0.08902995,-0.037353028,-0.012925133,0.009221448,-0.2104676,-0.0007514598,1.0766008,-0.28848076,-0.05586995,-0.28059986,-0.22236447,Condobolin
0.56633294,-0.16370186,-0.244709,0.33165804,-1.2351445,0.5851876,1.553844,0.22155985,0.05229485,0.07983531,-0.26107842,0.029328331,-0.10489532,-0.19114155,-0.059101943,0.46528035,-0.18711184,-0.03646233,-0.3756046,-0.22568005,Cowra
0.50181454,-0.13963646,0.7359163,0.31382996,-1.0674083,0.6266245,1.5975889,0.24114181,0.0037401193,0.084106594,-0.22607605,-0.09439698,-0.07180313,-0.22420289,-0.04676644,0.7626685,-0.16931665,-0.1923821,-0.2559937,-0.2854862,Cowra Surrounds
0.58126986,-0.28398427,-0.068970814,0.31194752,-1.156927,0.5703884,1.4938998,0.23498385,0.0701682,0.0846611,-0.27205166,-0.13511108,-0.10325109,-0.1676178,-0.045187335,0.51564807,-0.24069546,-0.040951975,-0.30250305,-0.21686158,Forbes
0.51181906,-0.20172675,0.059242155,0.29987186,-1.001603,0.545232,1.537076,0.18543123,0.0065508243,-0.50016385,-0.23935191,-0.12817806,-0.102850474,-0.20012638,-0.02405702,0.68373686,-0.24642034,-0.03897103,-0.3647715,-0.24750915,Grenfell
0.53978336,-0.009384049,-0.037270904,0.33804664,-1.2127578,0.5699305,1.5174546,0.22988094,0.062328875,0.07754692,-0.2557581,-0.11251248,-0.106920175,-0.15659873,-0.018765075,0.49292478,-0.2446466,-0.04955519,-0.34726506,-0.23282439,Parkes (NSW)
0.50963354,-0.2570866,-0.036141537,0.24391897,0.17196548,0.43491197,1.5068363,0.1283321,0.06068626,0.097678885,-0.0325804,0.032217592,0.09466186,-0.16779254,-0.057623368,1.1746305,-0.23680569,-0.046644874,-0.27391776,-0.24929869,Parkes Surrounds
0.4876051,-0.15488331,0.017871827,0.22190614,0.0895697,0.42713162,1.475672,0.13588278,0.082271144,-0.24599013,-0.08894889,0.0270467,0.06596006,-0.22057755,-0.07496804,0.9940803,-0.2609952,-0.10418615,-0.2320949,-0.24688862,West Wyalong
0.53690094,-0.18085723,0.025220843,0.37567276,-1.1522915,0.5592031,1.4768395,0.23056197,0.0037309597,-0.25288114,-0.23485038,-0.16697836,-0.08790753,-0.25612423,-0.0025744156,0.54118615,-0.23268226,-0.04286898,-0.4622422,-0.20628102,Lithgow
0.53711575,-0.0010422133,0.008675217,0.35315603,-1.273737,0.58016056,1.4362644,0.25717857,0.025637498,0.08535253,-0.20774665,-0.014739677,-0.12826505,-0.1807829,-0.017557476,0.52739006,-0.22259912,-0.1253498,-0.3866151,-0.25016758,Lithgow Surrounds
0.5192036,0.2536172,0.6900978,0.27977273,-1.0982093,0.6050803,1.6241082,0.21159855,0.07923915,0.023106363,-0.16468686,-0.048841927,-0.07407687,-0.21438663,-0.0793577,0.8746269,-0.18992595,-0.24278791,-0.26958907,-0.31477824,Mudgee
0.48968259,0.038678307,0.7634263,0.25498098,-0.85723853,0.62149066,1.663836,0.15420036,0.04392763,0.112578444,-0.25810274,-0.12505306,-0.03778313,-0.22583517,-0.055061083,0.88759875,-0.22190543,-0.19367589,-0.25157586,-0.27179205,Mudgee Surrounds - East
0.5191546,0.0011554942,0.7327383,0.27450565,-0.83594847,0.62539387,1.6543174,0.23805428,0.03927457,0.07596692,-0.19466044,-0.040059537,-0.051306725,-0.18134615,-0.04671334,0.8669982,-0.17650712,-0.20382532,-0.2467235,-0.2696346,Mudgee Surrounds - West
-0.5421566,-0.14007004,0.020566726,-0.06750767,0.15715794,0.06034819,0.4541649,0.10262247,0.10766976,0.44249982,-0.32639098,-0.13971575,-0.13543335,-0.37254366,-0.006652965,-0.1303133,-0.11893727,0.05178472,0.2589442,-0.71589625,Wollangambe - Wollemi
0.5140284,0.24688973,0.6547213,0.27951878,-1.2382668,0.6024478,1.6181374,0.20606557,0.02844658,-0.13310371,-0.17361651,-0.055872288,-0.07188835,-0.22545591,-0.051472057,0.80014676,-0.1761034,-0.23803373,-0.2583765,-0.31775126,Blayney
0.55046463,-0.08462351,-0.019955663,0.3186256,-1.2644274,0.56829,1.5337936,0.22624323,0.073070996,0.22832595,-0.113466255,-0.09183822,-0.11080886,-0.168195,-0.02454089,0.39721364,-0.23118447,-0.055575266,-0.37279817,-0.21514,Orange
0.53863823,0.2150828,0.7021253,0.29084897,-1.0178056,0.59713346,1.6396197,0.31443372,0.07520007,0.20917574,-0.17243801,-0.04026688,0.05030881,-0.12795238,-0.05332687,0.81626415,-0.15926571,-0.17319739,-0.33038396,-0.27054995,Orange - North
0.48328906,-0.12795657,0.70603925,0.29132637,-1.0138716,0.5897409,1.5526153,0.17408668,0.10342312,0.122071646,-0.20209849,-0.09447519,-0.090519086,-0.1935453,-0.058945287,0.70207965,-0.17925742,-0.2271839,-0.30749574,-0.28330302,Orange Surrounds
0.44278958,-0.13390313,0.65854776,0.33156192,-1.0625775,0.5719035,1.4370401,0.18679324,-0.02058003,-0.15721965,-0.2596499,-0.088439524,-0.14282724,-0.28992906,-0.029390503,0.8611467,-0.19249502,-0.1753264,-0.41958714,-0.27516553,Grafton
0.64268744,0.1894776,0.6955221,0.31730315,-0.9070473,0.61873037,1.5292412,0.25862774,0.059661966,0.25163347,-0.18159941,-0.0598157,0.116491474,0.06820971,-0.032968003,0.87631893,-0.18621667,-0.18132335,-0.27642477,-0.29226297,Grafton Surrounds
0.5021632,0.24475,0.6529982,0.31321183,-1.3341297,0.5545392,1.3393277,0.09382762,0.07593377,-0.5569251,-0.16308148,-0.1010524,0.039590456,-0.2458545,-0.07869173,0.69950175,-0.1452608,-0.22380383,-0.27175125,-0.28934458,Maclean - Yamba - Iluka
0.5334195,-0.16484797,0.019571656,0.31536505,-1.4814093,0.581384,1.3107481,0.21576916,0.08900275,-0.4619065,-0.24390012,-0.03545956,-0.11140687,-0.1509806,-0.0405373,0.36678013,-0.21549979,-0.1141029,-0.314385,-0.23960097,Bellingen
0.50646085,0.08991635,0.49118376,0.31056952,-0.9680848,0.55543965,1.4392756,0.29039428,0.06588076,-0.16442868,-0.17305768,-0.022365592,-0.14910811,-0.26205638,-0.02491131,0.9063084,-0.19473743,-0.16342078,-0.40932718,-0.23407511,Coffs Harbour - North
0.48782012,0.0012253828,0.004529015,0.2966432,-1.5044045,0.5364995,1.3616955,0.20347911,0.03656578,-0.41677868,-0.1891579,0.04608574,-0.117767565,-0.13498627,-0.048897956,0.43603817,-0.21102096,-0.14957759,-0.32753807,-0.23491965,Coffs Harbour - South
0.54664016,0.002498543,0.6524451,0.26031485,-0.9594424,0.61925256,1.7239668,0.10000234,-0.006702376,0.20784685,-0.23067965,-0.026377857,-0.046336412,-0.17544967,-0.03520788,1.0802987,-0.21702504,-0.20097007,-0.3249131,-0.31933698,Coramba - Nana Glen - Bucca
0.54856676,-0.1551589,0.44948786,0.2952782,-0.94782585,0.59460163,1.6333104,0.106034756,0.03792892,0.15946576,-0.28113085,-0.019085236,-0.043488994,-0.26381677,-0.062339436,0.7277591,-0.26323438,-0.068925455,-0.21208358,-0.2715275,Dorrigo
0.5802136,0.24530244,0.6833153,0.31625473,-1.0273713,0.60644805,1.6698247,0.23956919,0.07157688,0.09526676,-0.21179006,-0.016495898,0.09731177,-0.13872732,-0.061998982,0.88089573,-0.18432479,-0.18607157,-0.3020602,-0.27537912,Korora - Emerald Beach
0.50636566,-0.013662122,-0.02351389,0.2952236,-1.3846719,0.5882735,1.409552,0.21041696,0.07051557,-0.17781958,-0.18990488,-0.04138704,-0.13564733,-0.1393245,-0.017524222,0.46768114,-0.21414277,-0.18553299,-0.3180417,-0.24712612,Sawtell - Boambee
0.50004756,-0.028694954,0.41546234,0.28008217,-1.4587444,0.55993783,1.3803842,0.07933507,0.019619582,-0.4956704,-0.28719825,-0.10860739,-0.07823176,-0.27998164,-0.07119351,0.5617262,-0.19483179,-0.167892,-0.2570522,-0.27813134,Urunga
0.55728483,0.041781776,-0.0358442,0.31156284,-1.2472185,0.5638584,1.4827528,0.21516088,0.07433978,-0.19773315,-0.16011596,0.062475782,0.05872397,-0.13589366,-0.024717899,0.6496686,-0.19577579,-0.23689215,-0.35859743,-0.18243094,Woolgoolga - Arrawarra
0.47838804,-0.10444078,0.123384066,0.2878283,0.25617588,0.4124084,0.31880936,0.19456767,0.009479508,-0.30639973,-0.0018431831,-0.029041322,-0.009274871,-0.24214564,-0.021684078,1.1748228,-0.30080637,-0.07259754,-0.501806,-0.2851401,Bourke - Brewarrina
0.44313678,-0.23836347,-0.03516204,0.24679329,0.3895065,0.03796179,1.3277661,0.05306495,0.0484161,-0.094155714,-0.072283335,-0.10737619,0.10378823,-0.19869031,-0.038834866,1.1684432,-0.21872297,-0.08834304,-0.2520077,-0.21027571,Cobar
0.48401225,-0.19103318,-0.04598508,0.21766211,0.13246755,0.50049174,1.5734091,0.122212104,0.08898852,0.2729374,-0.05109941,-0.12039779,-0.12471652,-0.19304332,-0.032728378,1.0806442,-0.22064832,-0.113594845,-0.30251724,-0.2405548,Coonamble
0.49581468,-0.20000115,0.032839295,0.27876815,0.1468193,0.4341095,1.4289241,0.19949055,0.04351706,-0.35385418,-0.016613739,0.014164421,0.0002513663,-0.25758648,-0.025320329,1.1097988,-0.29711315,-0.06718903,-0.37202302,-0.2561627,Nyngan - Warren
