sa2_name,state,pressure_score,erp_change_pct,growth_20yr,years_of_growth,dwellings_2526_fytd,seifa_disadvantage_score,total_dwellings_2023-24,lat,lon
Renmark,SA,0.2,-0.5,0.0490783921829891,10,17.0,863.0,134.0,-34.1743516,140.7468863
Majura,ACT,0.2,-1.4,0.0927419354838709,11,0.0,1099.0,0.0,-35.2751243,149.2101716
Daly,NT,0.2,0.1,0.0059825126553152,15,0.0,629.0,0.0,-12.7434975,131.2477169
Thamarrurr,NT,0.2,0.0,0.4269859813084112,15,0.0,452.0,0.0,-14.1427474,129.6796968
Tiwi Islands,NT,0.2,-0.1,0.0875594294770206,12,0.0,564.0,0.0,-11.5521995,130.9722455
Anindilyakwa,NT,0.2,0.4,0.0737073707370737,12,0.0,682.0,0.0,-13.9285771,136.5531216
Singleton Surrounds,NSW,0.2,0.6,0.1699039487726787,21,3.0,1012.0,80.0,,
Collinsville,QLD,0.2,0.2,-0.0279669260700389,12,1.0,945.0,32.0,-20.557065,147.82533
East Mackay,QLD,0.2,1.0,0.1783536585365853,15,14.0,992.0,16.0,-21.154184,149.1977231
Mackay Harbour,QLD,0.2,2.5,6.870588235294117,19,16.0,1031.0,40.0,-21.1163955,149.212349
Ashburton (WA),WA,0.2,1.2,0.3701842546063651,17,8.0,1024.0,56.0,-21.4566583,115.0207589
Roebourne,WA,0.2,1.0,0.2425438596491228,13,2.0,994.0,16.0,-20.7723709,117.145828
Sheidow Park - Trott Park,SA,0.2,0.5,0.3537882719252724,19,6.0,1058.0,32.0,-35.0792116,138.5273915
Wangaratta Surrounds,VIC,0.2,0.7,0.1036931818181818,17,21.0,1037.0,128.0,,
Yackandandah,VIC,0.2,0.6,0.3721860930465233,20,6.0,1068.0,56.0,-36.329865,146.8516785
Alexandra,VIC,0.2,0.3,0.0951468710089399,18,21.0,989.0,116.0,-37.192428,145.710775
Nagambie,VIC,0.2,2.6,0.4619565217391304,22,21.0,988.0,204.0,-36.791516,145.2139895
Yallourn North - Glengarry,VIC,0.2,2.4,0.0781659388646288,14,18.0,1003.0,112.0,-38.128933,146.3794975
Alps - West,VIC,0.2,0.0,-0.1111111111111111,4,0.0,0.0,0.0,-31.8862045,116.2105858
Artarmon,NSW,0.2,1.8,0.1487478159580663,15,0.0,1062.0,4.0,-33.8084051,151.184511
Berowra - Brooklyn - Cowan,NSW,0.2,-0.3,0.0018790570550051,12,10.0,1100.0,108.0,-33.6235384,151.1531676
Rockingham Lakes,WA,0.2,0.0,-0.2506365360394543,0,5.0,0.0,72.0,-32.4440972,115.7884098
Scone,NSW,0.2,-0.1,0.1191315642976433,14,16.0,975.0,72.0,-32.0468773,150.866996
Bray Park,QLD,0.2,1.2,0.1975033437360677,16,4.0,986.0,24.0,-27.2925612,152.9620596
Tarneit - South,VIC,0.2,0.7,20.0,21,16.0,988.0,40.0,-37.8325597,144.6930208
Tuncurry,NSW,0.2,-0.6,0.0813594232749742,15,5.0,908.0,24.0,-32.1755506,152.4982615
Weipa,QLD,0.2,0.7,1.0084427767354596,22,6.0,1058.0,48.0,-12.6386641,141.8710861
Carpentaria,QLD,0.2,0.9,0.0678760701182225,11,0.0,719.0,4.0,-17.321832,141.5997982
French Island,VIC,0.2,0.7,0.5604395604395604,15,0.0,997.0,0.0,-38.350499,145.3886686
Hughesdale,VIC,0.2,1.9,0.2672724424251919,18,8.0,1051.0,72.0,-37.8938651,145.0755107
Aspendale Gardens - Waterways,VIC,0.2,1.0,0.6361021215390148,16,1.0,1080.0,28.0,-38.0221438,145.11984
Croydon,NSW,0.2,1.2,0.1247514910536779,17,15.0,1015.0,220.0,-18.5136366,141.9670155
Renmark Surrounds,SA,0.2,1.6,0.0300453514739229,15,23.0,978.0,36.0,,
Davenport,WA,0.2,0.0,0.3333333333333333,4,0.0,0.0,0.0,-33.379246,115.688002
Hallett Cove,SA,0.2,0.4,0.0269923908690428,12,11.0,1057.0,8.0,-35.0726467,138.5110652
Hillside,VIC,0.2,-0.1,0.973919431859924,16,7.0,1035.0,8.0,-37.6904862,144.7417358
Albury - South,NSW,0.2,-1.4,-0.0608591885441527,5,13.0,991.0,116.0,-36.0890689,146.9082875
Hay,NSW,0.2,1.1,-0.2043634355150511,1,3.0,957.0,24.0,-34.1573005,144.890393
Corowa Surrounds,NSW,0.2,1.6,0.1881626839689824,21,15.0,990.0,112.0,,
Tocumwal - Finley - Jerilderie,NSW,0.2,0.2,0.0217661691542288,14,34.0,969.0,168.0,-35.8114914,145.5653797
Deakin,ACT,0.2,-0.2,0.1803950801341781,20,7.0,1118.0,60.0,-35.3192746,149.1030764
Far Central West,QLD,0.2,0.1,-0.2450444292549555,9,3.0,962.0,74.0,,
Far South West,QLD,0.2,0.2,-0.2488541385818279,7,0.0,915.0,32.0,-32.0765936,140.9982175
Cairnlea,VIC,0.2,-0.5,20.0,19,8.0,951.0,28.0,-37.7593157,144.7878098
Kings Park (Vic.),VIC,0.2,0.4,-0.1052023121387283,10,5.0,827.0,50.0,-37.7337122,144.7719526
Dingley Village,VIC,0.2,0.8,0.0350303146954094,15,4.0,1066.0,60.0,-37.9755762,145.1256478
Moree,NSW,0.2,-0.5,-0.2110146071851559,3,5.0,926.0,16.0,-29.4617202,149.8407153
Wiley Park,NSW,0.2,1.0,0.1841604122325529,17,8.0,846.0,156.0,-33.9229545,151.067336
Campsie - South,NSW,0.2,1.5,0.1675722400592739,16,3.0,843.0,80.0,-33.9167703,151.1085257
Chidlow,WA,0.2,4.1,0.695823742190069,19,4.0,1033.0,36.0,-31.859595,116.2687417
Trafalgar (Vic.),VIC,0.2,1.2,0.4052020284639293,20,11.0,1005.0,128.0,-38.208231,146.1539711
Bathurst - South,NSW,0.2,-1.0,-0.0617063137184761,7,22.0,939.0,104.0,-33.4019239,149.5645871
Lawson,ACT,0.2,0.7,20.0,9,0.0,1098.0,0.0,-33.7196881,150.4295575
Beresfield - Hexham,NSW,0.2,0.5,-0.0153130671506352,7,10.0,891.0,48.0,-32.7989679,151.6579012
Perth Airport,WA,0.2,0.0,-0.2506365360394543,5,0.0,0.0,0.0,-31.9415213,115.9655769
Belmont South - Blacksmiths,NSW,0.2,1.3,0.027127659574468,11,4.0,951.0,80.0,-33.0803217,151.6569037
Valentine - Eleebana,NSW,0.2,0.2,-0.0041260017456161,10,4.0,1084.0,80.0,-33.0037089,151.6454523
Canning Vale - West,WA,0.2,1.8,0.4036973908483021,14,1.0,1069.0,28.0,-32.0859114,115.9162667
Gayndah - Mundubbera,QLD,0.2,1.2,0.0030079711234772,12,12.0,902.0,76.0,-25.6191167,151.4430464
Magnetic Island,QLD,0.2,1.9,0.2620755619320899,20,9.0,980.0,120.0,-19.1421421,146.8335486
Northern Beaches,QLD,0.2,2.2,0.3148769574944071,21,12.0,975.0,128.0,-33.6978586,151.2438809
Kingsford,NSW,0.2,5.0,0.2006889980209631,15,19.0,1032.0,64.0,-33.9215922,151.2272307
Research - North Warrandyte,VIC,0.2,0.8,0.0112117291936179,10,1.0,1107.0,32.0,-37.73392,145.2177062
Wulguru - Roseneath,QLD,0.2,2.0,0.0399868895444116,9,2.0,952.0,0.0,-19.328235,146.8175194
Throsby,ACT,0.2,8.2,20.0,7,0.0,1095.0,32.0,-35.1889539,149.1617493
Ainslie,ACT,0.2,0.3,0.1306182738974467,15,9.0,1058.0,64.0,-35.2621952,149.14788
Marangaroo,WA,0.2,0.8,-0.0204467663484056,11,6.0,942.0,48.0,-31.8291339,115.8375096
Ettrema - Sassafras - Budawang,NSW,0.2,0.0,0.9090909090909092,14,0.0,1087.0,0.0,-34.8813889,150.3044444
Tumut,NSW,0.2,-0.2,0.035301468291159,11,19.0,930.0,120.0,-35.3015747,148.2226744
Currambine - Kinross,WA,0.2,1.3,0.1638440330838912,14,7.0,1064.0,44.0,-31.7354623,115.7456718
Endeavour Hills - North,VIC,0.2,0.8,-0.0262061227760859,11,13.0,996.0,64.0,-37.9702665,145.2563443
Endeavour Hills - South,VIC,0.2,0.7,-0.0897221292266488,3,7.0,998.0,48.0,-33.5093572,151.0209388
Healesville - Yarra Glen,VIC,0.2,-0.6,0.1856949839554129,18,20.0,1027.0,144.0,-37.6583179,145.393122
Hillarys,WA,0.2,1.7,0.2077211470260411,17,17.0,1095.0,44.0,-31.8097006,115.7487831
Kingsley,WA,0.2,0.7,-0.034865846841811,8,9.0,1069.0,64.0,-31.8087122,115.7975502
Ocean Reef,WA,0.2,1.4,0.0286717378583967,14,6.0,1086.0,56.0,-31.7569941,115.7380757
Hill Top - Colo Vale,NSW,0.2,0.3,0.2135060129509713,22,17.0,1027.0,88.0,-34.355574,150.4936923
Gulliver - Currajong - Vincent,QLD,0.2,1.1,-0.0647002854424357,7,4.0,922.0,20.0,-19.285695,146.7765125
Hyde Park - Pimlico,QLD,0.2,0.1,0.0031612223393045,9,2.0,930.0,36.0,-33.8716231,151.2115097
Cambooya - Wyreema,QLD,0.2,3.1,1.1953242835595776,22,31.0,1042.0,100.0,-27.6863505,151.8574376
Warrandyte - Wonga Park,VIC,0.2,1.0,0.0370707991491947,16,10.0,1100.0,60.0,-37.7377865,145.2237227
Stanhope Gardens - Parklea,NSW,0.2,0.3,2.604702022963368,17,1.0,1082.0,8.0,-33.7224796,150.9260144
Malmalling - Reservoir,WA,0.2,0.0,-0.2506365360394543,1,0.0,0.0,0.0,-31.9655705,116.3577209
Sunbury - West,VIC,0.2,0.2,0.1424421516578183,18,9.0,1036.0,88.0,-37.5753943,144.712283
Annandale (Qld),QLD,0.2,0.5,0.1104676104676104,15,0.0,1055.0,0.0,-19.31014,146.784217
Wulagi,NT,0.2,-0.7,-0.005181347150259,12,0.0,1011.0,0.0,-12.3845598,130.8950847
Humpty Doo,NT,0.2,1.7,0.5149583128984796,18,23.0,1043.0,100.0,-12.5743657,131.1018215
Virginia,NT,0.2,3.3,0.369482496194825,18,17.0,1037.0,68.0,-34.666952,138.560977
Bakewell,NT,0.2,0.7,0.1719789842381786,13,1.0,1011.0,8.0,-12.4990159,130.9933354
Moulden,NT,0.2,-0.8,-0.1045679691799669,10,0.0,863.0,0.0,-12.507182,130.9725805
Palmerston - North,NT,0.2,-0.4,2.428158844765343,21,5.0,1048.0,20.0,-40.3544727,175.6094469
Southern Downs - West,QLD,0.2,1.3,0.3744769874476987,22,16.0,954.0,80.0,-35.142316,138.5055223
Chifley,ACT,0.2,1.5,0.1504688832054561,17,1.0,1067.0,64.0,-33.9702813,151.2394867
Curtin,ACT,0.2,0.1,0.005126327352618,10,13.0,1096.0,116.0,-35.3246324,149.0773776
Fisher,ACT,0.2,0.8,0.0666881443298969,15,1.0,1076.0,40.0,-34.5174658,139.5042331
The Range - Allenstown,QLD,0.2,0.7,-0.0530963169513186,8,4.0,1003.0,12.0,-23.3800095,150.5021145
Biloela,QLD,0.2,0.5,0.0315752337272887,15,13.0,982.0,8.0,-24.3997711,150.5141867
Queanbeyan West - Jerrabomberra,NSW,0.1,0.0,0.3662210906004668,13,2.0,1098.0,36.0,-35.3719059,149.1928557
Chisholm,ACT,0.1,0.2,-0.1230898404701931,4,5.0,1038.0,40.0,-35.4219655,149.1248452
Bonython,ACT,0.1,-1.4,0.0249031543995572,8,0.0,1055.0,4.0,-35.4333083,149.078276
Shoalwater Bay,QLD,0.1,0.0,0.9166666666666666,10,0.0,1118.0,0.0,-32.28783,115.69828
Rockhampton Surrounds - North,QLD,0.1,2.1,0.2788362512873326,17,13.0,1015.0,60.0,,
Waramanga,ACT,0.1,-0.6,0.0193885160328113,11,3.0,1054.0,0.0,-35.3528151,149.0622152
Stirling,ACT,0.1,0.2,-0.011090573012939,12,4.0,1049.0,0.0,-31.8902485,115.8232254
Rivett,ACT,0.1,1.1,0.0038541357841683,14,4.0,1052.0,12.0,-35.3470708,149.0379828
Duffy,ACT,0.1,-0.2,0.0586419753086419,16,6.0,1083.0,20.0,-35.3345516,149.0318996
Tuggeranong - West,ACT,0.1,0.0,-0.2506365360394543,4,0.0,0.0,0.0,-35.4209771,149.0921341
Isaacs,ACT,0.1,0.1,-0.1116578349735049,5,0.0,1087.0,0.0,-35.3684711,149.1130988
Hughes,ACT,0.1,-0.7,0.0489347536617842,15,8.0,1088.0,32.0,-35.3326252,149.0949433
Bouldercombe,QLD,0.1,0.3,-0.0837187789084181,12,4.0,955.0,12.0,-23.53295,150.4853506
Dry Creek - South,SA,0.1,0.0,0.0,0,0.0,0.0,0.0,-34.837314,138.5974123
Happy Valley Reservoir,SA,0.1,0.0,0.0,0,0.0,0.0,28.0,-35.0718024,138.5719911
Lonsdale,SA,0.1,0.0,0.0384615384615384,5,0.0,0.0,0.0,-35.1066033,138.4924173
Willunga,SA,0.1,1.5,0.1808443604284814,20,10.0,1056.0,40.0,-35.2711681,138.5554231
Eurobodalla Hinterland,NSW,0.1,2.5,0.2094771241830065,18,7.0,995.0,72.0,,
Smithton,TAS,0.1,-1.0,0.0059110768439989,12,0.0,914.0,16.0,-40.8415455,145.1282245
West Coast (Tas.),TAS,0.1,-0.5,-0.2212452897900592,5,3.0,861.0,24.0,-42.0802049,145.55649
Wilderness - West,TAS,0.1,0.0,0.0,0,0.0,0.0,0.0,-30.84389,152.07667
East Point,NT,0.1,0.0,0.0,5,0.0,0.0,0.0,-12.407912,130.825538
Woolner - Bayview - Winnellie,NT,0.1,-1.4,1.5173025732031944,15,0.0,1099.0,0.0,-12.437778,130.8475
Alawa,NT,0.1,0.5,-0.0116435288849081,9,0.0,973.0,0.0,-12.3799071,130.8746623
Anula,NT,0.1,0.9,-0.0539527913076058,8,0.0,996.0,4.0,-12.3922305,130.8915248
Parkes (NSW),NSW,0.1,0.2,0.0223027599665458,9,5.0,946.0,170.0,-33.1336162,148.1752254
Balonne,QLD,0.1,0.3,-0.2040555352575813,8,6.0,943.0,8.0,-28.285835,147.9436644
Inglewood - Waggamba,QLD,0.1,0.7,-0.0346500346500346,11,5.0,928.0,12.0,-28.392676,151.0733548
Mitchell,ACT,0.1,0.0,1.25,8,0.0,0.0,0.0,-26.4626,147.9685574
Tomerong - Wandandian - Woollamia,NSW,0.1,1.2,0.3801893663510561,21,7.0,1036.0,92.0,-35.0587865,150.5778602
Herdsman,WA,0.1,0.0,0.0,0,0.0,0.0,0.0,-31.92128,115.804
Griffith Surrounds,NSW,0.1,0.9,-0.0948275862068965,6,12.0,1001.0,56.0,,
Leeton,NSW,0.1,0.2,-0.0273805043281896,11,12.0,949.0,72.0,-34.5297534,146.293258
Narrandera,NSW,0.1,0.2,-0.1528634993540979,3,12.0,928.0,40.0,-34.5926463,146.7000438
Toowoomba - East,QLD,0.1,0.8,0.0181732580037664,10,7.0,1035.0,60.0,-27.5712095,151.976847
Narre Warren South - East,VIC,0.1,-1.0,1.190452176836443,15,3.0,1030.0,0.0,-38.05439,145.3028513
Narre Warren - North East,VIC,0.1,-0.1,0.0899504713212973,14,3.0,1010.0,48.0,-38.0844005,145.295461
Belgrave - Selby,VIC,0.1,0.3,-0.0699059852927487,8,5.0,1072.0,40.0,-37.9149787,145.3723184
Woodvale,WA,0.1,1.7,-0.0249452537370275,11,2.0,1085.0,32.0,-31.7864026,115.7936906
Robertson - Fitzroy Falls,NSW,0.1,0.4,0.1842586943258084,19,4.0,1074.0,40.0,-27.5647285,153.0576815
Castle Hill - East,NSW,0.1,-0.2,-0.0344271113501882,10,0.0,1059.0,8.0,-21.28029,122.23903
Castle Hill - West,NSW,0.1,0.1,1.2422279792746114,16,0.0,1118.0,28.0,-43.15099,145.87664
Sydney Airport,NSW,0.1,0.0,20.0,6,0.0,0.0,0.0,-33.9498935,151.1819682
Hermit Park - Rosslea,QLD,0.1,1.0,0.1224852071005917,13,5.0,957.0,28.0,-19.283764,146.8059682
Upwey - Tecoma,VIC,0.1,0.9,-0.0477891484842633,6,6.0,1071.0,28.0,-37.9023608,145.3363894
Palmerston,ACT,0.1,0.1,-0.0705703164664071,8,1.0,1051.0,4.0,-17.62404,145.6654086
Gungahlin - East,ACT,0.1,0.0,0.0,0,0.0,0.0,0.0,-35.1887538,149.1344409
Gungahlin - West,ACT,0.1,0.0,0.0,0,0.0,0.0,0.0,-35.1887117,149.1340339
Kenny,ACT,0.1,0.0,-0.2506365360394543,5,0.0,0.0,0.0,-35.2154133,149.1648361
Hackett,ACT,0.1,1.0,0.1199456337071016,16,3.0,1095.0,28.0,-35.2495093,149.1635441
Black Mountain,ACT,0.1,0.0,0.0,0,0.0,0.0,0.0,-30.3079672,151.6571942
Canning Vale Commercial,WA,0.1,0.0,5.0,4,0.0,0.0,0.0,,
Welshpool,WA,0.1,0.0,-0.238095238095238,5,0.0,0.0,2.0,-38.6664635,146.4362393
Junee,NSW,0.1,-0.9,0.0951399622187875,16,7.0,932.0,84.0,-34.8150257,147.672675
Temora,NSW,0.1,-0.3,-0.0515300230946882,8,29.0,963.0,128.0,-34.3830356,147.468586
Neerabup National Park,WA,0.1,0.0,4.0,4,0.0,0.0,0.0,-31.707983,115.7519184
Ashendon - Lesley,WA,0.1,0.0,3.0,5,0.0,0.0,0.0,-32.19139,116.1792
Casino Surrounds,NSW,0.1,1.3,0.0944540727902946,15,7.0,943.0,48.0,,
Murwillumbah,NSW,0.1,-0.3,0.2001775973614106,19,2.0,934.0,48.0,-28.3267617,153.3971541
Callala Bay - Currarong,NSW,0.1,-0.4,0.1005844355582897,11,19.0,1001.0,208.0,-34.9950846,150.7178837
Culburra Beach,NSW,0.1,0.2,-0.0839875844440387,10,18.0,987.0,120.0,-34.9287373,150.7628684
Latham,ACT,0.1,-0.1,-0.0355670103092783,6,4.0,1040.0,44.0,-29.7567707,116.4460505
McKellar,ACT,0.1,-1.0,-0.0722085241282141,6,0.0,1063.0,4.0,-35.2174626,149.0770321
Kewdale Commercial,WA,0.1,0.0,0.0,4,0.0,0.0,0.0,,
Monbulk - Silvan,VIC,0.1,0.5,0.0140771637122002,13,2.0,1051.0,52.0,-37.8303727,145.4250296
Macedon,VIC,0.1,1.6,0.0366789877736707,13,2.0,1103.0,0.0,-37.4214267,144.5636447
Gowanbrae,VIC,0.1,0.0,5.053130929791271,19,5.0,1069.0,28.0,-37.7027183,144.8975976
Epping - South,VIC,0.1,1.3,-0.0167114642982353,10,3.0,927.0,32.0,-33.7739328,151.0820386
Port Botany Industrial,NSW,0.1,0.0,9.0,6,0.0,0.0,0.0,,
Hurstbridge,VIC,0.1,0.3,-0.0478623285829524,7,3.0,1068.0,8.0,-37.639423,145.1921491
Kinglake,VIC,0.1,1.1,0.1963023382272974,20,1.0,1039.0,24.0,-37.5327424,145.341131
Moorabbin Airport,VIC,0.1,0.0,20.0,5,0.0,0.0,0.0,-37.9784574,145.0983553
Essendon Airport,VIC,0.1,0.0,14.0,5,0.0,0.0,0.0,-37.7266099,144.901318
Adelaide Hills,SA,0.1,0.7,0.0620934358367829,13,10.0,1062.0,44.0,-34.9013511,138.8293202
Hahndorf - Echunga,SA,0.1,-0.4,0.1548640039206077,20,8.0,1066.0,44.0,-35.0288458,138.8096715
Montrose,VIC,0.1,-0.1,0.0100685831022909,13,6.0,1068.0,24.0,-28.158186,151.7836073
Mount Dandenong - Olinda,VIC,0.1,-0.2,-0.018185533306089,12,5.0,1079.0,32.0,-37.8480961,145.3609924
Royal Botanic Gardens Victoria,VIC,0.1,0.0,0.0,0,0.0,0.0,0.0,-37.8294561,144.9813155
Kingaroy Surrounds - North,QLD,0.1,1.4,0.1194600674915635,16,15.0,848.0,122.0,,
Monto - Eidsvold,QLD,0.1,1.4,0.0031554036287141,11,4.0,904.0,24.0,-25.3599869,151.1200292
North Burnett,QLD,0.1,0.0,0.75,6,0.0,0.0,0.0,-25.2446655,151.1731591
South Coogee,NSW,0.1,0.4,0.0956372642408077,14,6.0,993.0,60.0,-33.9322056,151.2539567
Glen Forrest - Darlington,WA,0.1,1.6,0.0510649918077553,14,4.0,1090.0,12.0,-31.9077456,116.1027118
Manjimup,WA,0.1,0.6,-0.1233068659504904,9,8.0,938.0,54.0,-34.626374,116.2826039
Pemberton,WA,0.1,1.7,0.0813118571705802,14,12.0,987.0,128.0,-34.4441275,116.0346584
Yarram,VIC,0.1,0.6,-0.0124846140320028,14,8.0,945.0,96.0,-38.5616717,146.675887
Nailsworth - Broadview,SA,0.1,0.5,0.166015625,20,8.0,1053.0,36.0,-34.884366,138.6061811
Alps - East,VIC,0.1,0.0,0.0,1,0.0,0.0,0.0,-36.8259505,147.5220944
Tuggerah - Kangy Angy,NSW,0.1,0.3,0.2107428571428571,16,1.0,1013.0,20.0,-33.3128121,151.4187416
Oberon,NSW,0.1,-0.1,0.0284440670770537,14,17.0,965.0,100.0,-33.8455931,149.8326162
Condobolin,NSW,0.1,-0.6,-0.2066941426252029,1,6.0,947.0,52.0,-33.0880805,147.1479606
Cowra,NSW,0.1,-0.1,-0.0795649108671568,8,11.0,914.0,82.0,-33.8111285,148.6935649
Kaleen,ACT,0.1,0.2,-0.074867597496389,8,18.0,1054.0,22.0,-35.2277875,149.1091388
Corowa,NSW,0.1,-0.1,-0.0078711985688729,9,8.0,948.0,28.0,-35.9995747,146.3906094
Deniliquin,NSW,0.1,0.1,-0.1467279545179629,8,16.0,951.0,44.0,-35.5302183,144.9597178
Deniliquin Surrounds,NSW,0.1,0.5,-0.1607642691980041,4,8.0,987.0,88.0,,
Lord Howe Island,NSW,0.1,-0.9,0.2335164835164835,17,0.0,1053.0,4.0,-31.5540166,159.0856256
Gloucester,NSW,0.1,0.4,0.0977705052157905,18,7.0,943.0,64.0,-32.0067278,151.9595082
Wingham,NSW,0.1,-0.4,-0.0298346513299784,9,7.0,904.0,40.0,-31.865,152.3677778
Russell,ACT,0.1,0.0,0.0,1,0.0,0.0,0.0,-35.2979599,149.1502795
Aroona - Currimundi,QLD,0.1,0.5,0.1516577060931899,14,16.0,1016.0,56.0,-26.7826045,153.1159508
Delahey,VIC,0.1,-0.1,-0.005957552438873,9,0.0,899.0,4.0,-37.7198138,144.7773228
Tenterfield,NSW,0.1,1.6,0.0349262019582054,13,27.0,920.0,100.0,-28.83843,152.2813166
Quirindi,NSW,0.1,0.1,-0.0384808222612183,12,9.0,926.0,76.0,-31.5021772,150.6804062
Lesmurdie - Bickley - Carmel,WA,0.1,0.6,0.041744284504657,13,30.0,1069.0,48.0,-32.0023411,116.0498493
Bibra Industrial,WA,0.1,0.0,0.1578947368421052,5,0.0,0.0,0.0,,
Bibra Lake,WA,0.1,0.0,0.0,0,0.0,0.0,0.0,-32.0992868,115.8185072
Henderson,WA,0.1,0.0,-0.2307692307692307,5,0.0,0.0,0.0,-32.1625849,115.7779342
West Melbourne - Industrial,VIC,0.1,0.0,0.0,1,0.0,0.0,0.0,-37.8083671,144.8130623
Mount Isa Surrounds,QLD,0.1,0.9,0.0174693106704438,13,0.0,953.0,30.0,,
Northern Highlands,QLD,0.1,0.6,-0.2440814393939394,11,0.0,991.0,28.0,-33.206735,138.601781
Lake King,VIC,0.1,0.0,0.0,0,0.0,0.0,0.0,-33.0870239,119.6887676
Orbost,VIC,0.1,0.5,-0.0466799091940976,7,21.0,932.0,146.0,-37.7037061,148.4554712
Wilsons Promontory,VIC,0.1,0.0,0.1428571428571428,3,0.0,0.0,0.0,-38.9567021,146.3514784
Braeside,VIC,0.1,0.0,0.9333333333333332,10,0.0,0.0,0.0,-38.0005245,145.1229578
Chelsea Heights,VIC,0.1,1.4,0.002940635912516,14,2.0,1048.0,32.0,-38.0395381,145.132786
Strathfield South,NSW,0.1,1.4,0.1923570969813744,18,7.0,1036.0,20.0,-33.8966667,151.0788889
The Coorong,SA,0.1,0.0,-0.0484335309060118,7,19.0,939.0,88.0,-35.9108404,139.4449524
Waikerie,SA,0.1,0.3,-0.0243445692883895,9,31.0,926.0,148.0,-34.1815175,139.9855992
Dardanup,WA,0.1,2.8,0.4250392464678179,18,24.0,1032.0,68.0,-33.4166045,115.8649538
Barcaldine - Blackall,QLD,0.1,0.8,-0.1673198159822797,10,4.0,986.0,52.0,-23.8237397,145.9315174
Charleville,QLD,0.1,0.7,-0.1912092363783674,7,2.0,948.0,22.0,-26.406265,146.2420417
Burnside Heights,VIC,0.1,0.0,20.0,18,1.0,1006.0,64.0,-37.7324225,144.7555804
Melton,VIC,0.1,0.4,0.0038672654690618,14,4.0,849.0,44.0,-37.6835714,144.5828446
Wentworth-Balranald Region,NSW,0.1,0.8,-0.1490050902360018,4,3.0,965.0,22.0,,
Evatt,ACT,0.1,-0.2,-0.105624591236102,8,3.0,1071.0,16.0,-35.211832,149.068948
Flynn (ACT),ACT,0.1,0.5,-0.0389848246991104,11,2.0,1077.0,64.0,-35.2058369,149.0440634
Merbein,VIC,0.1,0.6,0.0283350568769389,13,23.0,958.0,100.0,-34.167621,142.0581482
Moreton Island,QLD,0.1,2.8,0.7305699481865285,17,6.0,1055.0,4.0,-27.1926497,153.394318
Eatons Hill,QLD,0.1,0.3,0.4887734273520133,14,4.0,1101.0,0.0,-27.3408195,152.9384424
Petrie,QLD,0.1,1.3,0.1568875934609048,13,6.0,1007.0,40.0,-27.2647744,152.9659901
Aurukun,QLD,0.1,0.9,0.0827906976744186,9,0.0,501.0,0.0,-13.6020675,141.7706849
Croydon - Etheridge,QLD,0.1,0.1,-0.2203125,7,10.0,954.0,6.0,-18.5136366,141.9670155
Northern Peninsula,QLD,0.1,0.7,0.4246108949416342,15,0.0,702.0,36.0,-10.9437738,142.4525373
Fraser,ACT,0.1,-1.4,-0.0683760683760683,7,0.0,1069.0,0.0,-35.1917124,149.0453179
Gooromon,ACT,0.1,0.0,4.0,4,0.0,0.0,0.0,-35.149055,149.0364382
Hawker,ACT,0.1,0.4,0.0,10,1.0,1078.0,4.0,-31.8876169,138.4227131
O`Connor (WA),WA,0.1,0.0,7.0,6,0.0,0.0,0.0,-32.0595853,115.7923713
Bulahdelah - Stroud,NSW,0.1,0.6,0.2564042850489054,16,12.0,946.0,76.0,-32.4063488,152.2089092
Kempsey Surrounds,NSW,0.1,0.4,0.0273165506159614,10,12.0,943.0,116.0,,
Torres Strait Islands,QLD,0.1,0.1,0.0106007067137809,13,5.0,649.0,0.0,-10.2851069,142.2409061
York - Beverley,WA,0.1,1.4,0.1282635723166183,17,32.0,964.0,72.0,-31.9191794,116.8026084
Kiama Downs - Minnamurra,NSW,0.1,0.4,-0.0557667934093789,10,7.0,1077.0,52.0,-34.6338779,150.8590902
Bateman,WA,0.1,2.2,0.0863517060367454,12,2.0,1076.0,20.0,-32.055541,115.8472485
Winthrop,WA,0.1,2.0,-0.0624820453892559,8,1.0,1095.0,16.0,-32.0522147,115.8296471
Tablelands,QLD,0.1,0.3,0.1469262664503335,20,4.0,944.0,36.0,-17.833448,145.2706678
Robinvale,VIC,0.1,-0.4,0.0075471698113207,8,10.0,823.0,76.0,-34.5840409,142.7739356
Swan Hill,VIC,0.1,-1.0,0.0756102401270093,16,57.0,961.0,64.0,-35.3390784,143.5588436
Rushworth,VIC,0.1,0.5,-0.0494356659142212,7,3.0,941.0,48.0,-36.5860102,145.01557
Ararat Surrounds,VIC,0.1,0.5,-0.0015703517587939,9,6.0,1020.0,48.0,,
Nhill Region,VIC,0.1,-1.0,-0.1591448931116389,2,7.0,953.0,56.0,,
Lake Burley Griffin,ACT,0.1,0.0,0.0,0,0.0,0.0,0.0,-35.2990951,149.0796659
Young Surrounds,NSW,0.1,0.7,0.0142279075838663,12,11.0,970.0,112.0,,
Seaham - Woodville,NSW,0.1,0.8,0.3154815481548155,19,2.0,1061.0,40.0,-32.6615292,151.7267675
Charnwood,ACT,0.1,-0.5,-0.0481283422459893,8,0.0,985.0,30.0,-35.2001777,149.0341356
Cook,ACT,0.1,-0.4,-0.0268726906281491,9,10.0,1079.0,20.0,-13.6808281,142.9956572
