sa2_name,lat,lon
Paradise Point - Hollywell,-27.8903073,153.3892371
Matraville - Chifley,-33.9653292,151.2443668
Pendle Hill - Girraween,-33.8079624,150.9434561
Rooty Hill - Minchinbury,-33.788834,150.8543367
Karratha,-20.7370067,116.8478592
Balgowlah - Clontarf - Seaforth,-33.7943622,151.2644605
Petersham - Stanmore,-33.8962721,151.1592421
St Georges Basin - Erowal Bay,-35.118678,150.6052521
Hawthorn East,-37.8313785,145.0499797
Northcote - West,-34.90124,138.60911
Taylor,-35.1468038,149.1071989
Morningside - Seven Hills,-27.4615955,153.0754455
Berwick - North,-33.8846288,151.2794788
Phillip Island,-38.5071781,145.1888103
Carseldine,-27.3481021,153.0226204
Everton Park,-27.4064443,152.9869559
Rokeby,-42.8958386,147.4336189
Corinda,-27.5430769,152.9813705
Batemans Bay - South,-35.7068297,150.1781933
Pymble,-33.7450185,151.1424708
Noble Park - West,-37.7962836,144.7932796
Marcoola - Mudjimba,-26.604241,153.0970215
Mooloolaba - Alexandra Headland,-26.674879,153.0972335
Wallsend - Elermore Vale,-32.9193517,151.6493564
Tamworth - North,-31.0780137,150.9258909
Riverton - Shelley - Rossmoyne,-32.0320357,115.8779168
Shortland - Jesmond,-32.8816613,151.6871202
Wynnum,-27.4377187,153.1659743
Lambton - New Lambton,-32.9344353,151.7076323
Kingaroy,-26.5412563,151.8394231
Highbury - Dernancourt,-33.0561723,117.2396552
Essendon (West) - Aberfeldie,-37.7498293,144.9109062
Flagstone (East) - Riverbend,-27.8160216,152.9652865
Redlynch,-16.920676,145.698255
Currumbin - Tugun,-28.1421345,153.4922221
Peakhurst - Lugarno,-33.9616444,151.0590667
Surfers Paradise - South,-27.9989899,153.42398
Guildford - South Granville,-33.8573915,151.007066
Currans Hill,-34.0463519,150.7712456
Alderley,-27.4258161,153.002316
Shepparton Surrounds - West,,
Taree,-31.912864,152.4608481
Craigmore - Blakeview,-34.6892151,138.7186505
Wentworth Point - Sydney Olympic Park,-33.8268958,151.0774351
Ascot Vale,-37.7753252,144.921825
Adamstown - Kotara,-32.9337786,151.7200237
Largs Bay - Semaphore,-34.8243551,138.4839532
Bracken Ridge,-27.317662,153.0339358
South Yarra - North,-37.7890566,144.9786383
Willetton,-32.0524594,115.8878267
Alphington - Fairfield,-37.7770644,145.0175517
Melbourne CBD - North,-37.804272,144.958148
Redcliffe,-27.2268785,153.1129973
Wickham - Carrington - Tighes Hill,-32.9233333,151.7594444
Point Vernon,-25.2566045,152.8128281
Charlestown - Dudley,-26.3683625,151.9188662
Coffs Harbour - North,-30.3178121,153.0858034
Schofields (West) - Colebee,-33.6971603,150.8711915
Williamstown,-37.8611788,144.8898569
Bribie Island,-26.9644799,153.120238
Buderim - South,-26.6890011,153.086912
Malvern East,-37.876835,145.0658739
Bowral,-34.4816626,150.4177868
Falcon - Wannanup,-32.5928744,115.6427914
St Lucia,-27.4989435,153.0064984
Mount Gambier - West,-37.8279928,140.7801404
Loganholme - Tanah Merah,-27.683054,153.1894379
South Perth - Kensington,-31.9835362,115.8756212
Toowong,-27.478974,152.9853241
Chatswood (West) - Lane Cove North,-33.8055115,151.1634856
West Footscray - Tottenham,-37.8017381,144.8840566
Moe - Newborough,-38.171286,146.2884537
Currumbin Valley - Tallebudgera,-28.2393442,153.343978
Mitchelton,-27.4103837,152.9733826
Carina,-27.4872985,153.1000363
Wynnum West - Hemmant,-27.4539766,153.1562022
Aveley,-31.787069,115.9862261
Blacktown - West,-33.7706391,150.8930545
Reynella,-35.0965682,138.5216167
Mount Martha,-38.2754676,145.0307737
Kogarah Bay - Carlton - Allawah,-33.9816792,151.1239702
Carlingford - West,-33.7819312,151.0370219
Kensington (Vic.),-37.7944926,144.9295903
Ballarat East - Warrenheip,-37.564603,143.8970466
Chittaway Bay - Tumbi Umbi,-33.326936,151.4367385
Newstead - Bowen Hills,-27.4483345,153.0461534
Wheelers Hill,-37.9103266,145.1895175
Seaford Rise - Moana,-35.2009601,138.4866672
Tenambit - East Maitland,-32.7434353,151.6032018
Wembley Downs - Churchlands - Woodlands,-31.9192137,115.7798863
Valley View - Gilles Plains,-34.8443635,138.6674038
Torquay,-38.3266551,144.3134076
Cottesloe,-31.9955715,115.7558367
Wollongong - West,-34.4242537,150.8673533
Salisbury East,-34.7764785,138.6721978
Zetland,-33.9076623,151.2082183
Helensvale,-27.9053051,153.3324585
Montmorency - Briar Hill,-37.7099863,145.1229613
Caloundra Hinterland,,
Arncliffe - Bardwell Valley,-33.9358416,151.1476683
Kiama,-34.6958202,150.7959123
Booragoon,-32.0395384,115.8336757
Wantirna South,-37.8737902,145.2217475
East Perth,-31.9439495,115.8770742
Tamworth - East,-31.0894444,150.9436111
Coombs,-35.3167344,149.0425254
Clinton - New Auckland,-34.221686,138.0231826
Templestowe Lower,-37.7638749,145.1122762
Clayton South,-37.9320359,145.1245064
Mansfield (Vic.),-37.0519596,146.0890787
Brunswick West,-37.7633334,144.9425563
Mount Druitt - Whalan,-33.7705556,150.8205556
Freshwater - Brookvale,-33.7680245,151.279795
Rosebery - Beaconsfield,-33.9103632,151.2025107
Armadale,-32.1791895,116.1066784
Bassendean - Eden Hill - Ashfield,-31.9059155,115.9442686
Carrum Downs,-38.1003312,145.1788657
Strathfield - East,-38.1292475,145.2954609
Golden Plains - South,-29.3837369,147.5710838
Hamilton - Broadmeadow,-32.9249315,151.7463643
Highton,-38.1709191,144.3190212
North Melbourne,-37.8076092,144.9423514
Loganlea,-27.6731622,153.137161
Oak Park,-37.7180181,144.9215041
Auburn - Central,-33.849979,151.0317195
Mentone,-37.9835633,145.0663498
Colonel Light Gardens,-34.9835849,138.5946908
Nundah,-27.4012298,153.0603789
Carnegie,-37.8862295,145.0585695
Greenacre - South,-33.892985,151.061599
Woolloongabba,-27.4853896,153.0364488
Swan View - Greenmount - Midvale,-31.8800199,116.0471182
Croydon Park - Enfield,-34.8815367,138.5763373
Dee Why - North,-33.7656245,151.302272
Dural - Kenthurst - Wisemans Ferry,-33.6876398,151.0267199
Harrisdale,-32.1186965,115.9314593
Castle Cove - Northbridge,-33.7865285,151.2143187
Lane Cove,-33.8232026,151.1697148
Springfield,-27.6540497,152.908847
Norwood (SA),-34.9212947,138.6362477
Oyster Bay - Como - Jannali,-34.0032775,151.0812354
Croydon - West,-33.8756016,151.1242908
Carlingford - East,-34.7616588,138.6689965
Potts Point - Woolloomooloo,-33.867522,151.2243115
Dubbo - West,-32.2483174,148.5844392
North Geelong - Bell Park,-38.109646,144.3416502
Perth (North) - Highgate,-31.9558967,115.8605784
Fortitude Valley,-27.4572735,153.0362663
Hadfield,-37.7101582,144.9502764
Browns Plains,-27.662885,153.0516055
North Narrabeen - Warriewood (South),-33.6960676,151.2962535
Burnside - Wattle Park,-34.944479,138.6472958
Brunswick East,-37.7688802,144.9776825
Hastings - Somers,-38.3056058,145.1859934
Gordon - Killara,-33.7608128,151.1836757
Moonee Ponds,-37.765935,144.9192614
Civic,-35.2812678,149.1291868
Varsity Lakes,-28.0971316,153.3992325
Marsden,-27.6755473,153.103837
Essendon - East,-37.7415139,144.871904
Caloundra - Kings Beach,-26.8016505,153.1374485
Bankstown - South,-33.919114,151.0351971
Gorokan - Kanwal - Charmhaven,-33.2562494,151.5140288
Underwood,-27.6070295,153.1123282
Caringbah,-34.0354477,151.1248018
East Victoria Park - Carlisle,-31.9842427,115.9028513
Colyton - Oxley Park,-33.7822222,150.7958333
Lockridge - Kiara,-31.881459,115.9499826
Brisbane City,-27.470301,153.0258187
Mernda - North,-37.5880064,145.0949611
Kingston - Huntingfield,-29.0563564,167.9595733
Norman Gardens,-23.3261245,150.5388877
Irymple,-34.235623,142.1704328
Springvale South,-37.9708611,145.1478692
Stockton - Fullerton Cove,-32.8479228,151.8344202
Mascot,-33.9289562,151.1951782
Edmonton,-17.018813,145.7449116
Athelstone,-34.8714792,138.7054458
Manning - Waterford,-32.0123261,115.8848604
Mareeba,-16.9932257,145.4224301
Upper Kedron - Ferny Grove,-27.4111205,152.9232658
Thirroul - Austinmer - Coalcliff,-34.3164691,150.918932
Clifton Springs,-38.15307,144.5726575
Rivervale,-31.9628542,115.9147434
Forrestfield - Wattle Grove,-31.954628,115.9921995
Preston - West,-37.7378429,144.9956343
Parrearra - Warana,-26.7108685,153.1221273
Seven Hills - Prospect,-33.7762649,150.9332791
California Gully - Eaglehawk,-36.7314172,144.2572707
Blackwood,-35.0223835,138.6128068
Tuart Hill - Joondanna,-31.9041865,115.8383579
Melville,-11.5521795,130.9727399
Dulwich Hill - Lewisham,-33.9045849,151.1386091
Port Macquarie - East,-31.4299499,152.9103525
Tarragindi,-27.52633,153.0441075
Spring Farm,-34.0694444,150.7272284
Craigieburn - South,-37.6144517,144.9394789
Dapto - Avondale,-34.493037,150.791789
Carina Heights,-27.5014508,153.0966984
Manly Vale - Allambie Heights,-33.7814257,151.2556766
Butler - Merriwa - Ridgewood,-31.6356944,115.7003262
Beaumaris,-37.9822122,145.0389098
Leumeah - Minto Heights,-34.0543113,150.8371354
The Hills District,-32.73342,134.49748
Cairns City,-16.9233322,145.7733307
Mona Vale - Warriewood (North),-33.6769931,151.3029577
Lyneham,-35.239801,149.1307354
Maffra,-37.9652474,146.9764384
Woolooware - Burraneer,-34.0530694,151.140779
Bangalow,-28.6816667,153.5177778
Concord West - North Strathfield,-33.8563326,151.0919395
Southbank (West) - South Wharf,-37.8275306,144.9538221
Collingwood,-37.802104,144.9881387
Condell Park,-33.9227893,151.0113353
Drayton - Harristown,-27.5876212,151.9299413
Doreen - South,-33.8054611,150.5501117
Eight Mile Plains,-27.5804725,153.0884044
Wembley - West Leederville - Glendalough,-31.9336484,115.8148091
Howrah - Tranmere,-42.8787603,147.4062497
Belmore - Belfield,-33.9171961,151.0887104
Smithfield - Elizabeth North,-33.8478215,150.9408736
Figtree - Keiraville,-34.4307377,150.8487279
Newnham - Mayfield,-41.3889704,147.124029
Peregian Beach - Marcus Beach,-26.4596723,153.0973585
Mermaid Waters,-28.052458,153.4218922
Lynbrook - Lyndhurst,-38.0571593,145.2493085
Ashgrove,-27.44306,152.9827649
Toowoomba - Central,-27.5579762,151.9578129
Kilcoy,-26.9417175,152.561157
Merimbula - Tura Beach,-36.8756666,149.9288124
Stafford,-27.4108007,153.0103865
Eimeo - Rural View,-21.0634654,149.1585156
Five Dock - Abbotsford,-33.8690024,151.1290231
Bellbird Park,-27.6367635,152.8886859
Tully,-17.9429225,145.9285816
Burnside,-34.944479,138.6472958
Greenacre - North,-33.9022902,151.058546
New Farm,-27.466589,153.0469363
Salisbury North,-34.745959,138.6276437
Point Cook - East,-37.9064862,144.7533059
Hobart,-42.8825088,147.3281233
Bondi Junction - Waverly,-33.8930034,151.2501228
Fawkner,-37.7146535,144.9605402
Murrumbeena,-37.890315,145.0675972
Aspley,-27.3656925,153.0169605
West Beach,-34.9451586,138.5091364
Castlemaine,-37.0664778,144.2200032
Greenway,-35.4158082,149.0648149
Goulburn Surrounds,,
Dianella - South,-36.4010328,148.4094897
Algester,-27.6109526,153.0315999
Werribee - East,-37.8995007,144.6609036
Madeley - Darch,-31.8120053,115.8252784
Wattle Glen - Diamond Creek,-37.6659556,145.1813531
Willagee,-32.0520262,115.8052683
Jindabyne - Berridale,-36.3656611,148.8279507
Horsham,-36.7148099,142.2018105
St Leonards - Naremburn,-33.8177927,151.1938
Canning Vale - East,-32.0813818,115.916882
Kedron - Gordon Park,-27.4170877,153.0325162
Woolgoolga - Arrawarra,-30.1108288,153.2000074
Wilsonton,-27.5417175,151.9177494
South Hedland,-20.4087731,118.5986644
Taree Surrounds,,
South Lake - Cockburn Central,-32.1100323,115.8455255
Avalon - Palm Beach,-33.6365039,151.3290299
Swanbourne - Mount Claremont,-31.9658855,115.7751096
Goodna,-27.608852,152.8927727
Randwick - South,-33.9620684,151.2279311
Trigg - North Beach - Watermans Bay,-31.875679,115.755874
Middle Swan - Herne Hill,-31.8599389,116.0180672
Truganina - South West,-37.8089015,144.721139
Sunnybank,-27.5752834,153.0557235
Samford Valley,-27.3708125,152.8558073
Parkwood - Ferndale - Lynwood,-32.0327324,115.9285949
Runcorn,-27.5981125,153.0794092
Kenmore,-27.515645,152.937661
Auburn - South,-33.8568221,151.0312131
Leichhardt - One Mile,-27.6269868,152.7457468
Manly - Lota,-27.4624342,153.1875468
Point Cook - North West,-37.9064862,144.7533059
Kew East,-37.7904215,145.0527906
Beaumont - Glen Osmond,-34.9499756,138.6593163
Parmelia - Orelia,-32.2365084,115.8357982
Castle Hill - South,-33.7252055,150.9780442
Hillcrest,-34.8625153,138.643046
Bicton - Palmyra,-32.0382088,115.777386
Scrivener,-35.2996744,149.0722735
Wagga Wagga - East,-35.120802,147.3772724
Downer,-35.2438315,149.1435455
Mornington - West,-38.2235773,145.1716184
Noosa Heads,-26.40014,153.091049
Castle Hill - North,-19.2587634,146.8015729
Albury Surrounds,,
Hampton Park - East,-38.0367368,145.2590312
Emu Plains - Leonay,-33.7483333,150.6677778
Collaroy - Collaroy Plateau,-33.7275,151.286992
Pottsville,-28.3869444,153.5608333
Toorak,-37.850751,145.0136989
Ascot,-27.429703,153.0638907
Truganina - South East,-37.8089015,144.721139
Bulleen,-37.7688992,145.0871992
Melbourne CBD - East,-37.8132115,144.9700591
Enoggera,-27.4263185,152.9743221
Craigieburn - North West,-37.6022613,144.9430882
Panorama,-34.9998042,138.5972359
Northam,-31.6535192,116.6726927
Carramar,-31.7007986,115.7834881
Epping (Vic.) - West,-37.6523847,145.0315487
Noble Park - East,-37.9664597,145.1761147
Jamisontown - South Penrith,-33.7679769,150.674815
Applecross - Ardross,-32.0103523,115.8345592
Sherwood,-27.530861,152.9826097
Manly - Fairlight,-33.7954093,151.2816049
Oxley (Qld),-27.553433,152.9735986
Pemulwuy - Greystanes (North),-33.8164641,150.9284441
Strathnairn,-35.2323902,148.985554
Camp Hill,-27.4942385,153.0771926
Bathurst - West,-33.4066704,149.5622182
Mittagong,-34.4500664,150.4473469
Wauchope,-31.4557879,152.734664
Rouse Hill - Beaumont Hills,-33.6865643,150.9315345
Arundel,-27.9360655,153.3653514
Coogee - Clovelly,-33.911446,151.254856
Canadian - Mount Clear,-37.5942397,143.8715272
Hocking - Pearsall,-31.7808346,115.817715
Bankstown - North,-33.9061286,151.0383886
Vermont,-37.8379913,145.19836
Coopers Plains,-27.566855,153.0367212
Carrara,-28.02077,153.3683962
Bentley Park,-17.0087133,145.7256869
Meadow Heights,-37.6511668,144.9185521
Forest Lake - Ellen Grove,-27.6019248,152.9493376
Fairfield - East,-33.8747423,150.9721298
Cremorne - Cammeray,-33.8260081,151.2254326
Carindale,-27.5032764,153.1040678
Orange - North,-33.2535491,149.1011116
St Kilda - West,-37.8579958,144.9712452
Mullumbimby,-28.5483333,153.5011111
South Brisbane,-27.479264,153.0200774
Port Adelaide,-34.8342755,138.5123548
Point Lonsdale - Queenscliff,-38.2725073,144.6136725
Parkhurst - Kawana,-23.303836,150.5018543
Elizabeth,-34.7202612,138.6693371
Malabar - La Perouse,-33.9629779,151.2480171
Elderslie - Narellan,-34.0590289,150.715403
Erina - Green Point,-33.4352707,151.3827122
Earlwood,-33.9247222,151.1313889
Crestmead,-27.689416,153.0914486
Donvale - Park Orchards,-37.7727895,145.1937127
Bundaberg North - Gooburrum,-24.8294584,152.3077966
Ryde - South,-33.7822552,151.1091798
Orange,-33.2820463,149.0971567
Baulkham Hills (West) - Bella Vista,-33.7611198,150.9914041
Taringa,-27.4952415,152.9854035
Auburn - North,-33.841647,151.0385819
Maryland - Fletcher - Minmi,-32.8788889,151.6636111
Eltham,-37.7137359,145.147673
Annerley,-27.5126515,153.0325838
Bellevue Hill,-33.8797123,151.2561988
Lethbridge Park - Tregear,-33.7386041,150.8014499
Oxenford - Maudsland,-27.9015337,153.2997577
Robina - West,-32.0873972,116.0001057
Nudgee - Banyo,-27.3740642,153.0935561
Kew - South,-31.6336388,152.7241492
Chittering,-31.360234,116.0673752
Bateau Bay - Killarney Vale,-33.3772839,151.4649339
Keysborough - South,-38.0118152,145.1606525
Scarborough,-31.8959841,115.7592114
Marino - Seaview Downs,-35.0499168,138.5153326
Templestowe,-37.7540588,145.1486152
Canterbury (North) - Ashbury,-37.8247469,145.0807636
Neutral Bay - Kirribilli,-33.8342887,151.2182049
Paddington - Milton,-27.4648896,153.0078872
Traralgon - West,-38.1879783,146.5178183
Perth (West) - Northbridge,-31.948815,115.8575082
Port Kennedy,-32.3704685,115.7527396
Oatley - Hurstville Grove,-33.9768745,151.0976003
Elwood,-37.8788568,144.9855487
Doonside - Woodcroft,-33.7623581,150.8833988
Botany,-33.947829,151.1990644
Sydney (North) - Millers Point,-33.8523817,151.2107399
Lakes Entrance,-37.877796,148.0023918
Dee Why (South) - North Curl Curl,-33.7656245,151.302272
Canterbury - South,-33.9167703,151.1085257
Mosman - North,-33.8429708,151.2437273
Albion,-27.4302232,153.0420578
Woree,-16.960466,145.7448849
Benalla,-36.5517611,145.9833562
McDowall,-27.3886299,152.9967591
North Parramatta,-33.7952747,151.0116649
Hallam,-38.0179565,145.2703131
Strathpine - Brendale,-27.3085748,152.9855437
Bridgeman Downs,-27.3562082,152.9944728
New Norfolk,-42.7801998,147.0615332
Werribee - South,-37.939627,144.697546
Greensborough,-37.7037383,145.1079105
Taylors Lakes,-37.698633,144.7863077
Waratah - North Lambton,-32.9023676,151.7312067
Pimpama - South,-27.8161679,153.2924022
Floreat,-31.9392096,115.7939626
Gatton,-27.5615314,152.2791353
City Beach,-31.9364674,115.7599058
Goonellabah,-28.815,153.3177777
Wodonga,-36.1205539,146.8880837
Fulham,-27.0335324,152.4710369
Iluka - Burns Beach,-31.741832,115.7244454
Glenfield,-33.9722422,150.8930882
Edens Landing - Holmview,-27.7111283,153.1747572
Coolbellup,-32.0812445,115.8060784
Eden,-37.0640494,149.9035118
Somerville,-38.22542,145.1763347
Mill Park - South,-33.9350957,150.9209348
Bulimba,-27.4491865,153.0604866
Frankston North,-38.1228524,145.1609788
Dover Heights,-33.8739831,151.2810366
Griffith (ACT),-35.3207083,149.1322739
Mulgoa - Luddenham - Orchard Hills,-33.8371562,150.6504013
Highgate Hill,-27.4878705,153.0179822
Cranbourne East - North,-38.1177554,145.3194587
Wagga Wagga - North,-35.0782237,147.4151016
Denistone,-33.7989066,151.0887
Gladstone Park - Westmeadows,-37.6880979,144.882367
Belmont,-27.5147784,153.1268563
Craigieburn - West,-37.5955765,144.9792512
Jacka,-35.1495163,149.1304298
Reedy Creek - Andrews,-37.240673,145.1494819
Ormeau (East) - Stapylton,-27.774813,153.2520815
Craigie - Beldon,-31.7774894,115.7710332
Hunters Hill - Woolwich,-33.8384887,151.1761967
Maryborough (Qld),-25.5249178,152.6995453
Mawson Lakes - Globe Derby Park,-34.8104796,138.6111791
Gowrie (Qld),-26.2299182,146.3162565
Dandenong North,-37.9558319,145.2143234
Winchelsea,-38.2419077,143.9859604
Langwarrin,-38.1545829,145.1973931
Katoomba - Leura,-33.7130643,150.320161
Lyons (NT),-12.3581929,130.8879253
Viewbank - Yallambie,-37.7399103,145.0932329
Benowa,-28.0041744,153.3834595
Biggera Waters,-27.9271595,153.3983923
Bardon,-27.4595395,152.9776502
Claremont (WA),-31.9712347,115.7878219
Windsor,-33.6055342,150.821953
Corio - Lovely Banks,-38.0908362,144.3366178
Hoppers Crossing - North,-37.8832314,144.7010882
Richmond - North,-33.5803842,150.7203276
Parafield Gardens,-34.7825552,138.6107321
North Sydney - Lavender Bay,-33.8417752,151.208883
St Peters - Marden,-34.8925054,138.6350847
Albany,-35.0247822,117.883608
Bayonet Head - Lower King,-34.9781992,117.9318503
Kelvin Grove - Herston,-27.4456817,153.0090361
Forest Hill,-27.582465,152.3627515
Kingston (Qld),-27.660526,153.117401
Buddina - Minyama,-26.693918,153.1325953
Dickson,-35.2527861,149.1417216
Leopold,-38.1891547,144.4644962
Bellevue Heights,-35.0301985,138.5831094
Morphett Vale - West,-35.1207525,138.5239735
Kensington (NSW),-33.9177544,151.233704
Ballarat North - Invermay,-37.5325691,143.8841671
Mount Louisa,-19.276349,146.7383639
Bonnells Bay - Silverwater,-33.1078506,151.5291695
The Gap,-27.4436425,152.9453605
Wahroonga (West) - Waitara,-33.7183413,151.1174435
Kellyville - West,-33.7123586,150.9340181
Bayswater North,-37.8260474,145.2819271
Mount Gambier - East,-37.8342795,140.7983751
Elsternwick,-37.8849937,145.0010231
Seddon - Kingsville,-37.8090118,144.8956264
Mildura - North,-34.1858749,142.1653083
Mount Pleasant - Glenella,-34.7755477,139.0479358
Shoal Point - Bucasia,-21.0336012,149.1577012
White Rock,-27.6943743,152.8481144
North Perth,-31.9308627,115.8567044
Kellyville - East,-33.7158272,150.954993
Yankalilla,-35.4941343,138.3631776
Redfern,-33.8931044,151.2040292
Parkinson - Drewvale,-27.6357372,153.0300028
Clayfield,-27.418713,153.0555768
Berkeley - Lake Heights - Cringila,-34.4774294,150.8448548
Melton West,-37.6798651,144.5528895
West Melbourne - Residential,-37.808747,144.9238207
Roselands,-33.9339943,151.0765121
Berrimah,-12.433883,130.9229031
Bull Creek,-32.047092,115.8541087
Lalor - West,-33.8379515,121.904923
New Town,-42.8588009,147.3058753
Sawtell - Boambee,-30.3358104,153.079639
High Wycombe,-31.954628,115.9921995
Modbury Heights,-34.8120502,138.6823423
Kempsey,-30.9056457,152.5228021
Bidwill - Hebersham - Emerton,-25.6023175,152.7196717
Regents Park - Heritage Park,-33.8820048,151.02569
Deeragun - Jensen,-19.248923,146.6683715
Lobethal - Woodside,-34.9155237,138.8795913
Royal Park - Hendon - Albert Park,-37.7861631,144.9495088
Spring Hill,-27.4614416,153.0257338
Croydon Hills - Warranwood,-37.7743527,145.2661042
Runaway Bay,-27.9122419,153.4029513
Marrickville - North,-33.7969622,151.1812994
Emerald,-23.5263118,148.1618622
Burwood East,-37.8535935,145.150423
Bondi - Tamarama - Bronte,-33.8930556,151.2633333
Holland Park,-27.520083,153.0729783
Maroubra - West,-32.404593,115.7676715
Brassall,-27.5917295,152.7365879
Burleigh Waters,-28.0848122,153.4353217
Moorooka,-27.5354776,153.020739
Ashburton (Vic.),-37.8635845,145.0801085
Box Head - MacMasters Beach,-33.5355173,151.3455457
Bannockburn,-38.0443362,144.1738367
Surrey Hills (East) - Mont Albert,-37.8271881,145.0978326
Agnes Water - Miriam Vale,-24.223913,151.9063163
Braddon,-35.2708149,149.135735
Bundaberg Surrounds - North,,
Toongabbie - West,-33.7927838,150.9571806
Salisbury - Nathan,-27.5431104,153.0286564
Batemans Bay,-35.7072183,150.178289
Glebe - Forest Lodge,-33.8853583,151.1821561
Frankston South,-38.1765027,145.1295641
Ivanhoe East - Eaglemont,-37.7733903,145.0617815
Strathfield - West,-33.8523154,151.0798088
Kalamunda - Maida Vale - Gooseberry Hill,-31.9578563,116.0337271
Pooraka - Cavan,-34.8257023,138.6228595
Bundaberg,-24.8653253,152.3516785
Broadbeach Waters,-28.027218,153.4168032
Mount Lawley - Inglewood,-31.9216996,115.8851373
Kewdale,-31.9760687,115.9423314
Wyong,-33.2825132,151.4256691
East Maitland - Metford,-32.7575206,151.5854642
Bossley Park - Abbotsbury,-33.8622222,150.8844444
Clayton (North) - Notting Hill,-37.9158025,145.1313859
Bendigo,-36.7590183,144.2826718
East Melbourne,-37.812498,144.9858851
Foster,-38.6509683,146.20186
Carrum - Patterson Lakes,-38.0716798,145.1484738
Kyneton,-37.247494,144.4552171
Girrawheen,-31.8418128,115.8402759
St Kilda - Central,-37.8508465,144.9803185
Northgate - Virginia,-27.3878824,153.0692555
Wacol,-27.589173,152.9243501
Helena Valley - Koongamia,-31.9204975,116.0385035
Main Beach,-27.9787768,153.4271228
Moonta,-34.0675469,137.5894365
Woodcroft,-35.1032023,138.5624215
West Wodonga,-36.101468,146.8275134
Doreen - North,-37.5963874,145.1428928
Coogee,-33.9217004,151.2557975
Camden - Ellis Lane,-34.016087,150.7198849
Colac,-38.3399766,143.5858537
Landsdale,-31.809048,115.8662569
Albion Park Rail,-34.5625775,150.7978168
Sunshine,-37.7893319,144.8342699
Craignish - Dundowran Beach,-25.2827859,152.7477328
Zillmere,-27.3587634,153.0376968
Sunshine West,-37.7983442,144.8110919
Aldgate - Stirling,-35.0089981,138.7248921
Willoughby,-33.8015995,151.1836478
Mayfield - Warabrook,-32.8983333,151.7344444
Karalee - Barellan Point,-27.55908,152.8252856
Tinana,-25.5448585,152.6594348
Upper Coomera (South) - Wongawallan,-27.8529809,153.2982761
Geraldton - North,-30.2824688,116.0974504
Bruce,-35.2453517,149.0916334
Cambridge Park,-33.7501365,150.7269025
St Kilda East,-37.8668218,145.0021657
Maroochy Hinterland,,
Birkdale,-27.4943324,153.2151619
Pyrmont,-33.8692145,151.1923633
South Bunbury - Bunbury,-33.3622175,115.6302422
Paynesville,-28.0583546,118.3361339
Stratton - Jane Brook,-31.8680117,116.0524145
Emu Park,-23.2493245,150.8129435
Unanderra - Mount Kembla,-34.4546772,150.8460733
Bli Bli,-26.610295,153.02183
Townsville - South,-19.260186,146.8305983
Longford,-41.5936936,147.1215353
Ferntree Gully (South) - Upper Ferntree Gully,-37.8815825,145.2951466
Narrabundah,-35.3356919,149.1492215
Hassall Grove - Plumpton,-33.7316667,150.8344444
Coburg - West,-37.7534207,144.9460571
Morwell,-38.2363218,146.3977575
Mosman - South,-33.8429708,151.2437273
Romsey,-37.3518801,144.7374475
Newport - Bilgola,-33.642654,151.3109247
Maylands,-31.9345383,115.8985445
Glass House Mountains,-26.9043015,152.9302177
Deer Park,-37.7686602,144.7713077
Woodridge,-31.3371056,115.5988756
Port Macquarie - South,-31.4460332,152.8945592
Moffat Beach - Battery Hill,-26.793456,153.1359714
Walkervale - Avenell Heights,-24.8820498,152.3596125
Leichhardt,-33.8819328,151.155867
Exmouth,-21.9324401,114.1258094
Tarneit - Central,-37.8369098,144.6929194
Wamberal - Forresters Beach,-33.430832,151.4474949
Ballarat,-37.5623013,143.8605645
College Grove - Carey Park,-33.3740061,115.6608494
Grafton Surrounds,,
Mount Isa,-20.7289898,139.4931522
Brookfield,-27.488929,152.907882
Ormeau (West) - Yatala,-27.774813,153.2520815
Warrnambool - South,-38.3953833,142.4710656
Rosehill - Harris Park,-33.8209038,151.0165104
Manly West,-27.4619537,153.1692817
East Bunbury - Glen Iris,-33.3385365,115.6582483
Geraldton - South,-30.6337611,116.1858313
Albury - North,-36.062814,146.931309
Lorne - Anglesea,-38.3595131,144.2955457
Middle Ridge,-27.608132,151.9663446
Nambucca Heads,-30.6449458,152.9924524
Hamilton (Qld),-27.4388665,153.0645188
Hornsby - East,-38.1276685,145.2969678
Manoora,-34.0005536,138.8174677
Hurstville - North,-33.972953,151.0964604
Malanda - Yungaburra,-17.2860638,145.6137472
Turner,-35.2688704,149.1245771
Bald Hills,-27.3107173,153.0124269
Dayboro,-27.1959179,152.8245404
Bathurst - East,-41.4336994,147.1334266
South Wentworthville,-33.82134,150.9687481
Bellingen,-30.3739913,152.71921
Murdoch - Kardinya,-32.0664255,115.8504737
Maiden Gully,-36.7558305,144.2075729
Riverside,-41.4153427,147.1028942
Geraldton - East,-28.77035,114.6147159
Flemington Racecourse,-37.7892513,144.9127713
Darwin City,-12.463508,130.8435555
Warragamba - Silverdale,-33.874656,150.618371
Wellington Point,-27.4840595,153.2407425
Jordan Springs - Llandilo,-33.7250215,150.7271271
Duncraig,-31.8314627,115.7788108
Tweed Heads South,-28.2003,153.5349368
Tapping - Ashby - Sinagra,-31.7182317,115.7939809
Wishart,-27.5514355,153.1031592
Mornington - East,-27.1218036,152.9870487
Normanhurst - Thornleigh - Westleigh,-33.7238649,151.0977351
Ararat,-37.2834165,142.9319447
