sa2_code,sa2_name,state,sa4_name,erp_change_pct,years_of_growth,growth_20yr,dwellings_2526_fytd,high_pressure,urban_renewal_score,pressure_score,national_rank,signal
118011346,Rose Bay - Vaucluse - Watsons Bay,NSW,Sydney - Eastern Suburbs,0.1,12,-0.0063683593095357,22.0,0,0.12850779656342282,18.9,1833,Moderate
118011347,Woollahra,NSW,Sydney - Eastern Suburbs,1.6,14,0.0323865144677462,1.0,0,0.036421747427811374,20.7,1730,Moderate
118011649,Bellevue Hill,NSW,Sydney - Eastern Suburbs,1.1,13,0.0682545325275506,72.0,0,0.1864242437599844,33.0,978,Moderate
118011650,Double Bay - Darling Point,NSW,Sydney - Eastern Suburbs,0.0,14,0.0649418121363258,70.0,0,0.11552318515195702,21.8,1662,Moderate
118021564,Kensington (NSW),NSW,Sydney - Eastern Suburbs,3.7,16,0.2805401538186371,1.0,0,0.40983159865891344,42.6,606,Moderate
118021565,Kingsford,NSW,Sydney - Eastern Suburbs,5.0,15,0.2006889980209631,19.0,0,0.025972838322868445,38.0,747,Moderate
118021566,Maroubra - North,NSW,Sydney - Eastern Suburbs,1.1,14,0.1261881350376925,20.0,0,0.07265155771938966,24.3,1515,Moderate
118021567,Maroubra - South,NSW,Sydney - Eastern Suburbs,1.1,11,0.0867764705882352,32.0,0,0.10132314836246994,24.4,1509,Moderate
118021568,Maroubra - West,NSW,Sydney - Eastern Suburbs,2.4,17,0.3054611650485437,14.0,0,0.043707154992563724,30.4,1096,Moderate
118021569,Randwick - North,NSW,Sydney - Eastern Suburbs,1.0,14,0.0536955148452305,44.0,0,0.019722255599309478,21.7,1669,Moderate
118021570,Randwick - South,NSW,Sydney - Eastern Suburbs,1.7,14,0.1813028691026423,155.0,0,0.32999841942440306,31.6,1041,Moderate
118021651,Coogee - Clovelly,NSW,Sydney - Eastern Suburbs,1.3,13,0.0946894593001446,4.0,0,0.11163738326637279,26.4,1371,Moderate
118021652,Malabar - La Perouse,NSW,Sydney - Eastern Suburbs,1.1,14,0.3672344689378757,13.0,0,0.23875136567106378,29.8,1137,Moderate
118021653,Matraville - Chifley,NSW,Sydney - Eastern Suburbs,1.6,17,0.123381323896083,33.0,0,0.19596919797478224,35.9,828,Moderate
118021654,South Coogee,NSW,Sydney - Eastern Suburbs,0.4,14,0.0956372642408077,6.0,0,0.05707335939351119,19.3,1803,Moderate
119011354,Bass Hill - Georges Hall,NSW,Sydney - Inner South West,1.5,19,0.2357027788964961,87.0,1,0.2522031394960186,50.6,419,Moderate
119011355,Chullora,NSW,Sydney - Inner South West,1.0,11,20.0,1.0,0,0.005821367205045919,12.7,2133,Moderate
119011356,Condell Park,NSW,Sydney - Inner South West,1.5,21,0.3915349417637271,33.0,0,0.1671014148003832,37.4,769,Moderate
119011358,Padstow,NSW,Sydney - Inner South West,0.6,16,0.1444386217738766,79.0,1,0.2683327979544659,47.1,499,Moderate
119011360,Revesby,NSW,Sydney - Inner South West,1.6,20,0.3495223510537446,101.0,1,0.23695536516108237,52.6,388,Moderate
119011361,Yagoona - Birrong,NSW,Sydney - Inner South West,1.6,20,0.3170896404254122,163.0,1,0.20370905761399857,48.2,468,Moderate
119011571,Bankstown - North,NSW,Sydney - Inner South West,4.0,20,0.4798679336447093,4.0,0,0.0570323466522157,41.3,651,Moderate
119011572,Bankstown - South,NSW,Sydney - Inner South West,1.2,22,0.5178047426441431,21.0,0,0.2617731844264188,35.6,842,Moderate
119011655,Greenacre - North,NSW,Sydney - Inner South West,1.4,21,0.2490358578813489,23.0,0,0.10189659638065901,33.8,929,Moderate
119011656,Greenacre - South,NSW,Sydney - Inner South West,0.8,19,0.2269490761604326,32.0,0,0.12847762437894045,32.4,1010,Moderate
119011657,Panania (North) - Milperra,NSW,Sydney - Inner South West,1.4,17,0.1489613074726789,75.0,1,0.6207769245025961,63.5,252,Moderate
119011658,Panania (South) - Picnic Point,NSW,Sydney - Inner South West,1.1,19,0.1861825007219174,66.0,1,0.21426668261258885,44.9,549,Moderate
119021362,Belmore - Belfield,NSW,Sydney - Inner South West,0.4,18,0.1176031559867789,61.0,0,0.14332866501339514,32.3,1017,Moderate
119021366,Punchbowl,NSW,Sydney - Inner South West,1.4,18,0.2018368333422847,37.0,0,0.19369584637805737,39.3,705,Moderate
119021367,Roselands,NSW,Sydney - Inner South West,1.0,19,0.2168180721922984,27.0,0,0.13675942926443851,34.1,904,Moderate
119021573,Lakemba,NSW,Sydney - Inner South West,1.6,16,0.1609543896651727,19.0,0,0.021971326124819057,26.1,1389,Moderate
119021574,Wiley Park,NSW,Sydney - Inner South West,1.0,17,0.1841604122325529,8.0,0,0.0524195251344158,23.8,1535,Moderate
119021659,Campsie - North,NSW,Sydney - Inner South West,1.1,16,0.2232517312006242,7.0,0,0.011210884353741495,22.9,1591,Moderate
119021660,Campsie - South,NSW,Sydney - Inner South West,1.5,16,0.1675722400592739,3.0,0,0.025682598144189116,23.4,1553,Moderate
119021661,Canterbury - South,NSW,Sydney - Inner South West,1.8,20,0.6868518755601075,25.0,0,0.06260890688257767,30.8,1081,Moderate
119021662,Earlwood,NSW,Sydney - Inner South West,0.2,13,0.0182124789207419,21.0,0,0.15980548890853488,27.8,1269,Moderate
119021663,Kingsgrove - North,NSW,Sydney - Inner South West,1.2,14,0.1205427030787963,26.0,0,0.09718601541212217,24.4,1513,Moderate
119031370,Narwee - Beverly Hills,NSW,Sydney - Inner South West,1.1,15,0.1761339729024657,21.0,0,0.1177777822181861,26.3,1375,Moderate
119031371,Oatley - Hurstville Grove,NSW,Sydney - Inner South West,1.2,15,0.0749267475931352,13.0,0,0.08533726119046539,26.8,1345,Moderate
119031372,Peakhurst - Lugarno,NSW,Sydney - Inner South West,0.7,22,0.1982416824685399,120.0,0,0.10892262092910865,35.0,868,Moderate
119031373,Riverwood,NSW,Sydney - Inner South West,2.1,17,0.3220412595005429,43.0,0,0.07265433135113371,30.3,1107,Moderate
119031374,South Hurstville - Blakehurst,NSW,Sydney - Inner South West,1.7,21,0.2722933698785502,34.0,1,0.4451406735358128,55.8,343,Moderate
119031664,Hurstville - Central,NSW,Sydney - Inner South West,5.9,21,1.172250267706899,6.0,1,2.0230977459284296,96.0,24,Critical
119031665,Hurstville - North,NSW,Sydney - Inner South West,2.4,17,0.2149210903873744,31.0,0,0.09102060824169475,34.0,907,Moderate
119031666,Mortdale - Oatley,NSW,Sydney - Inner South West,1.4,19,0.1517444940588814,24.0,0,0.1251313474341629,34.2,898,Moderate
119031667,Penshurst,NSW,Sydney - Inner South West,2.1,17,0.2072289156626506,13.0,0,0.05166211929044133,28.4,1236,Moderate
119041377,Kingsgrove (South) - Bardwell Park,NSW,Sydney - Inner South West,1.1,14,0.1006517614058246,23.0,0,0.10795918340188426,28.1,1249,Moderate
119041378,Kogarah,NSW,Sydney - Inner South West,5.1,22,0.9020801623541348,61.0,1,0.6850657630882933,78.1,161,High
119041379,Kogarah Bay - Carlton - Allawah,NSW,Sydney - Inner South West,2.4,18,0.2119641356122163,42.0,0,0.4676305359075679,41.2,655,Moderate
119041380,Monterey - Brighton-le-Sands - Kyeemagh,NSW,Sydney - Inner South West,-0.5,10,0.0280072082895329,18.0,0,0.09903081216008548,14.8,2041,Moderate
119041381,Rockdale - Banksia,NSW,Sydney - Inner South West,4.5,17,0.4193649795661741,24.0,1,0.40155465666849166,62.6,259,Moderate
119041382,Sans Souci - Ramsgate,NSW,Sydney - Inner South West,1.2,16,0.1545864045864045,58.0,0,0.22510623585406547,33.8,924,Moderate
119041668,Arncliffe - Bardwell Valley,NSW,Sydney - Inner South West,2.5,21,0.5426771381720894,127.0,1,0.7731505506873415,54.3,363,Moderate
119041669,Bexley - North,NSW,Sydney - Inner South West,0.7,17,0.1170903488500055,11.0,0,0.13130254208223982,27.7,1283,Moderate
119041670,Bexley - South,NSW,Sydney - Inner South West,1.6,15,0.0818361955085865,13.0,0,0.08129693219377629,29.8,1139,Moderate
119041671,Wolli Creek,NSW,Sydney - Inner South West,4.1,21,8.995145631067961,0.0,1,2.281975944378,92.0,72,High
120011383,Concord - Mortlake - Cabarita,NSW,Sydney - Inner West,1.0,20,0.5373230789116525,30.0,1,0.496844029725339,58.5,302,Moderate
120011385,Drummoyne - Rodd Point,NSW,Sydney - Inner West,1.8,13,0.1140289037715897,28.0,1,0.5808804409139904,54.7,357,Moderate
120011386,Five Dock - Abbotsford,NSW,Sydney - Inner West,1.0,17,0.2248754509534444,1243.0,1,0.20600844189970835,45.4,537,Moderate
120011672,Concord West - North Strathfield,NSW,Sydney - Inner West,1.4,17,0.2697745510126098,24.0,1,0.7850091647529288,54.7,358,Moderate
120011673,Rhodes,NSW,Sydney - Inner West,2.0,17,14.474660074165635,0.0,1,2.8009874364281018,84.6,127,High
120021387,Balmain,NSW,Sydney - Inner West,1.4,16,0.0864096811475967,13.0,0,0.01176863734998445,23.2,1570,Moderate
120021389,Lilyfield - Rozelle,NSW,Sydney - Inner West,1.7,18,0.1995084329180439,16.0,0,0.052127117198563784,28.4,1239,Moderate
120021674,Annandale (NSW),NSW,Sydney - Inner West,1.3,21,0.1659624413145539,9.0,0,0.10362360165244795,27.1,1325,Moderate
120021675,Leichhardt,NSW,Sydney - Inner West,1.5,16,0.204205792884539,20.0,0,0.06350762108077267,26.8,1348,Moderate
120031392,Canterbury (North) - Ashbury,NSW,Sydney - Inner West,1.4,18,0.2598790322580645,4.0,0,0.3322658690874909,29.5,1162,Moderate
120031393,Croydon Park - Enfield,NSW,Sydney - Inner West,1.7,17,0.1021809124597533,39.0,0,0.29533798442066145,36.1,821,Moderate
120031394,Dulwich Hill - Lewisham,NSW,Sydney - Inner West,1.1,16,0.1559212968691993,146.0,0,0.1745334888243704,27.0,1330,Moderate
120031395,Haberfield - Summer Hill,NSW,Sydney - Inner West,0.9,11,0.0251006220270764,5.0,0,0.10040047980859101,18.9,1830,Moderate
120031396,Homebush,NSW,Sydney - Inner West,3.4,22,2.1223382612233825,0.0,1,1.1318956229880464,79.5,157,High
120031576,Strathfield South,NSW,Sydney - Inner West,1.4,18,0.1923570969813744,7.0,0,0.020444953620480863,22.7,1604,Moderate
120031676,Ashfield - North,NSW,Sydney - Inner West,2.8,17,0.0598122866894198,2.0,0,0.022829111943036634,30.3,1104,Moderate
120031677,Ashfield - South,NSW,Sydney - Inner West,2.4,19,0.316359918200409,3.0,1,0.32832482569547544,49.0,453,Moderate
120031678,Burwood (NSW),NSW,Sydney - Inner West,3.9,22,0.9784431137724552,11.0,0,0.2591611335110731,44.6,551,Moderate
120031679,Croydon,NSW,Sydney - Inner West,1.2,17,0.1247514910536779,15.0,0,0.08145622082326193,25.8,1408,Moderate
120031680,Strathfield - East,NSW,Sydney - Inner West,3.9,19,0.4769465159169272,13.0,0,0.05195516144320546,40.2,682,Moderate
120031681,Strathfield - West,NSW,Sydney - Inner West,-1.5,15,0.0627070515854235,28.0,0,0.044336864495460135,14.8,2042,Moderate
121011399,Chatswood (West) - Lane Cove North,NSW,Sydney - North Sydney and Hornsby,2.8,18,0.3295897318358927,30.0,1,0.666159862782261,49.0,452,Moderate
121011401,St Leonards - Naremburn,NSW,Sydney - North Sydney and Hornsby,4.4,21,0.9257355041416738,10.0,0,0.14423650832208876,40.3,681,Moderate
121011682,Artarmon,NSW,Sydney - North Sydney and Hornsby,1.8,15,0.1487478159580663,0.0,0,0.10455543607061056,26.6,1359,Moderate
121011683,Castle Cove - Northbridge,NSW,Sydney - North Sydney and Hornsby,0.3,15,0.0751426759670259,75.0,0,0.06115083140004492,23.7,1542,Moderate
121011684,Chatswood - East,NSW,Sydney - North Sydney and Hornsby,3.2,20,0.797068676716918,4.0,1,0.3997636997066093,58.7,299,Moderate
121011685,Greenwich - Riverview,NSW,Sydney - North Sydney and Hornsby,0.9,10,0.0493856709749481,319.0,1,0.9973009446788128,61.7,265,Moderate
121011686,Lane Cove,NSW,Sydney - North Sydney and Hornsby,1.6,19,0.3785933228398641,50.0,0,0.23196126103484307,31.8,1036,Moderate
121011687,Willoughby,NSW,Sydney - North Sydney and Hornsby,2.8,18,0.1882707834264927,16.0,1,0.8618045057132036,51.3,412,Moderate
121021403,Asquith - Mount Colah,NSW,Sydney - North Sydney and Hornsby,1.9,18,0.2823211727102391,14.0,0,0.19222318927713009,40.6,667,Moderate
121021404,Berowra - Brooklyn - Cowan,NSW,Sydney - North Sydney and Hornsby,-0.3,12,0.0018790570550051,10.0,0,0.036273935937712824,15.3,2022,Moderate
121021406,Normanhurst - Thornleigh - Westleigh,NSW,Sydney - North Sydney and Hornsby,1.1,20,0.1269850304513632,8.0,0,0.06248923054414651,28.7,1214,Moderate
121021577,Hornsby - East,NSW,Sydney - North Sydney and Hornsby,2.1,19,0.4237650500731405,2.0,0,0.005624865761037948,27.7,1275,Moderate
121021578,Hornsby - West,NSW,Sydney - North Sydney and Hornsby,0.5,17,0.123309053069719,12.0,1,0.619651424455881,47.5,485,Moderate
121021579,Wahroonga (West) - Waitara,NSW,Sydney - North Sydney and Hornsby,1.5,21,1.1398768809849522,178.0,0,0.07778319658846429,30.5,1094,Moderate
121031407,Gordon - Killara,NSW,Sydney - North Sydney and Hornsby,2.2,14,0.2923277548359052,32.0,0,0.14026872679352298,31.6,1046,Moderate
121031408,Lindfield - Roseville,NSW,Sydney - North Sydney and Hornsby,1.3,16,0.2228855246191317,58.0,1,0.44513268931596256,47.8,475,Moderate
121031409,Pymble,NSW,Sydney - North Sydney and Hornsby,1.6,17,0.1512626586335085,39.0,0,0.093797172126052,30.7,1087,Moderate
121031410,St Ives,NSW,Sydney - North Sydney and Hornsby,1.4,17,0.2505502971604667,32.0,1,0.5570271756351235,55.9,339,Moderate
121031411,Turramurra,NSW,Sydney - North Sydney and Hornsby,1.1,16,0.1608795647052224,23.0,1,0.27976781518856914,45.1,545,Moderate
121031412,Wahroonga (East) - Warrawee,NSW,Sydney - North Sydney and Hornsby,0.1,14,0.1157849620377173,139.0,1,0.8062998273698482,56.7,328,Moderate
121041413,Cremorne - Cammeray,NSW,Sydney - North Sydney and Hornsby,0.6,17,0.1469387755102041,251.0,0,0.17595591181276907,35.3,853,Moderate
121041414,Crows Nest - Waverton,NSW,Sydney - North Sydney and Hornsby,1.6,17,0.1652800887409872,17.0,1,1.251438195557077,83.6,134,High
121041416,Neutral Bay - Kirribilli,NSW,Sydney - North Sydney and Hornsby,1.0,15,0.0869096785778416,29.0,0,0.11172422075303452,25.1,1458,Moderate
121041417,North Sydney - Lavender Bay,NSW,Sydney - North Sydney and Hornsby,1.9,21,0.6834908005967181,71.0,0,0.036265956388885814,30.8,1079,Moderate
121041688,Mosman - North,NSW,Sydney - North Sydney and Hornsby,0.4,16,0.0873418680402999,49.0,0,0.20110754619967328,26.2,1378,Moderate
121041689,Mosman - South,NSW,Sydney - North Sydney and Hornsby,0.9,14,0.0290035218562254,10.0,0,0.09755111481534864,24.2,1521,Moderate
122011418,Balgowlah - Clontarf - Seaforth,NSW,Sydney - Northern Beaches,0.2,16,0.1322237883551989,36.0,0,0.13972003390803633,30.4,1103,Moderate
122011419,Manly - Fairlight,NSW,Sydney - Northern Beaches,2.7,17,0.2154723779023218,47.0,0,0.17530365556220623,38.7,730,Moderate
122021420,Avalon - Palm Beach,NSW,Sydney - Northern Beaches,0.7,13,0.0108062538320049,29.0,0,0.064360907718756,20.7,1728,Moderate
122021421,Bayview - Elanora Heights,NSW,Sydney - Northern Beaches,0.3,16,0.0523725508403751,10.0,0,0.022291068211711708,18.3,1866,Moderate
122021422,Newport - Bilgola,NSW,Sydney - Northern Beaches,1.1,16,0.0749107281478031,7.0,0,0.10816758123859511,27.8,1273,Moderate
122021690,Mona Vale - Warriewood (North),NSW,Sydney - Northern Beaches,0.9,21,0.2820622801750021,16.0,0,0.17069997374066911,29.1,1184,Moderate
122021691,North Narrabeen - Warriewood (South),NSW,Sydney - Northern Beaches,-0.4,15,0.4370938393553418,7.0,0,0.04812965176432768,16.8,1941,Moderate
122031424,Beacon Hill - Narraweena,NSW,Sydney - Northern Beaches,-0.4,17,0.1206537660935934,19.0,0,0.042529721700307256,18.6,1851,Moderate
122031425,Cromer,NSW,Sydney - Northern Beaches,0.6,18,0.128320392317123,1.0,0,0.044114571102066784,22.5,1613,Moderate
122031427,Forestville - Killarney Heights,NSW,Sydney - Northern Beaches,0.4,18,0.1096784858252748,15.0,0,0.045703636146725984,22.8,1597,Moderate
122031429,Freshwater - Brookvale,NSW,Sydney - Northern Beaches,2.5,18,0.2867813865987937,69.0,0,0.16803213425591798,40.4,675,Moderate
122031430,Manly Vale - Allambie Heights,NSW,Sydney - Northern Beaches,1.5,16,0.1748870112006288,18.0,0,0.07233852398893424,27.0,1334,Moderate
122031432,Terrey Hills - Duffys Forest,NSW,Sydney - Northern Beaches,-1.6,10,-0.0422163588390501,1.0,0,0.010660597072760118,6.1,2325,Moderate
122031692,Belrose,NSW,Sydney - Northern Beaches,0.6,17,0.1383598911776137,2.0,0,0.13770415319222246,21.9,1651,Moderate
122031693,Collaroy - Collaroy Plateau,NSW,Sydney - Northern Beaches,1.1,17,0.1406929895245769,12.0,0,0.10502682358557609,27.4,1311,Moderate
122031694,Dee Why (South) - North Curl Curl,NSW,Sydney - Northern Beaches,0.4,20,0.1730121083510173,10.0,0,0.6907422195129695,35.0,866,Moderate
122031695,Dee Why - North,NSW,Sydney - Northern Beaches,2.4,21,0.6136923468954387,7.0,0,0.23818201039814826,36.2,815,Moderate
122031696,Frenchs Forest - Oxford Falls,NSW,Sydney - Northern Beaches,1.3,18,0.0709163830821584,25.0,1,0.8304054825458481,63.0,253,Moderate
122031697,Narrabeen - Wheeler Heights,NSW,Sydney - Northern Beaches,0.7,18,0.1875066172578083,5.0,0,0.07822974326598883,22.6,1610,Moderate
123011433,Camden - Ellis Lane,NSW,Sydney - Outer South West,0.4,18,0.2698322433892522,20.0,0,0.0469860289107238,21.8,1653,Moderate
123011698,Currans Hill,NSW,Sydney - Outer South West,5.8,19,0.5817049602748551,21.0,0,0.10640587825595196,41.1,658,Moderate
123011699,Elderslie - Narellan,NSW,Sydney - Outer South West,0.9,22,1.205232295895354,37.0,0,0.13994535000454691,29.2,1179,Moderate
123011700,Harrington Park,NSW,Sydney - Outer South West,0.6,21,2.470427661510464,2.0,0,0.027934037549259425,23.0,1585,Moderate
123011701,Mount Annan,NSW,Sydney - Outer South West,0.6,19,0.3653994258909193,7.0,0,0.02978152042021956,23.4,1555,Moderate
123011702,Spring Farm,NSW,Sydney - Outer South West,6.0,18,20.0,12.0,1,0.11940244939107611,44.6,553,Moderate
123021436,Bradbury - Wedderburn,NSW,Sydney - Outer South West,0.7,14,0.0551478083588175,55.0,1,0.2943603062583236,44.1,564,Moderate
123021437,Campbelltown - Woodbine,NSW,Sydney - Outer South West,2.8,22,0.942670594792579,38.0,1,0.3154716031923198,58.3,303,Moderate
123021438,Claymore - Eagle Vale - Raby,NSW,Sydney - Outer South West,0.7,7,-0.1013359114079803,151.0,0,0.35393459673678185,35.1,862,Moderate
123021439,Holsworthy Military Area,NSW,Sydney - Outer South West,0.0,1,3.0,0.0,0,0.0,1.3,2432,Moderate
123021441,Leumeah - Minto Heights,NSW,Sydney - Outer South West,0.6,13,0.03355623832761,19.0,0,0.09614058883905295,21.2,1692,Moderate
123021443,Minto - St Andrews,NSW,Sydney - Outer South West,0.9,10,0.1116005873715124,45.0,0,0.17802755869044778,30.0,1121,Moderate
123021444,Rosemeadow - Glen Alpine,NSW,Sydney - Outer South West,2.9,12,0.0381936328362395,370.0,1,1.1501570866704176,84.1,131,High
123021703,Denham Court - Bardia,NSW,Sydney - Outer South West,7.9,16,10.317233809001095,41.0,1,0.26114445155909255,44.3,559,Moderate
123021704,Glenfield,NSW,Sydney - Outer South West,0.7,18,0.5126555726471822,15.0,0,0.04100495107958516,23.7,1544,Moderate
123021705,Ingleburn,NSW,Sydney - Outer South West,0.5,18,0.1844084166954122,81.0,0,0.15418808742578136,35.0,867,Moderate
123021706,Macquarie Fields,NSW,Sydney - Outer South West,0.3,12,0.0021457742091783,26.0,0,0.07467259479604134,21.2,1691,Moderate
123031445,Bargo,NSW,Sydney - Outer South West,0.8,21,0.2357315112540192,6.0,0,0.08186918247929365,24.9,1473,Moderate
123031446,Douglas Park - Appin,NSW,Sydney - Outer South West,5.4,22,1.0187429310066247,272.0,1,0.5784391012927039,89.8,87,High
123031447,Picton - Tahmoor - Buxton,NSW,Sydney - Outer South West,5.0,22,0.5206886779084597,165.0,1,0.643444952365486,92.9,63,High
123031448,The Oaks - Oakdale,NSW,Sydney - Outer South West,1.5,22,0.3258757351061109,20.0,0,0.09374943361685782,32.9,987,Moderate
124011449,Blackheath - Megalong Valley,NSW,Sydney - Outer West and Blue Mountains,0.8,17,0.1031025349981082,12.0,0,0.022690896460099624,21.1,1703,Moderate
124011450,Blaxland - Warrimoo - Lapstone,NSW,Sydney - Outer West and Blue Mountains,0.3,12,-0.0034182722187694,14.0,0,0.04934777777777777,18.4,1861,Moderate
124011451,Blue Mountains - North,NSW,Sydney - Outer West and Blue Mountains,0.0,0,-0.6428571428571429,1.0,0,0.0,3.0,2395,Moderate
124011452,Katoomba - Leura,NSW,Sydney - Outer West and Blue Mountains,0.6,12,0.0215887495248954,14.0,0,0.0927922678655405,21.3,1687,Moderate
124011453,Lawson - Hazelbrook - Linden,NSW,Sydney - Outer West and Blue Mountains,0.0,15,0.0557593543653705,13.0,0,0.027142857142857142,17.0,1932,Moderate
124011454,Springwood - Winmalee,NSW,Sydney - Outer West and Blue Mountains,0.3,11,0.0052674598129143,5.0,0,0.04725433435523052,16.0,1985,Moderate
124011455,Wentworth Falls,NSW,Sydney - Outer West and Blue Mountains,1.0,16,0.1318333626296361,8.0,0,0.016531794609898787,19.5,1795,Moderate
124021456,Blue Mountains - South,NSW,Sydney - Outer West and Blue Mountains,0.0,3,0.0,0.0,0,0.0,4.5,2369,Moderate
124031457,Cambridge Park,NSW,Sydney - Outer West and Blue Mountains,0.4,13,-0.0159360153947922,24.0,0,0.10175359400607153,23.7,1543,Moderate
124031459,Emu Plains - Leonay,NSW,Sydney - Outer West and Blue Mountains,0.0,9,-0.0441003663510057,157.0,0,0.048143858230219355,16.2,1979,Moderate
124031460,Glenmore Park - Regentville,NSW,Sydney - Outer West and Blue Mountains,0.9,16,0.1741554427025833,13.0,0,0.01439506172839506,21.0,1705,Moderate
124031461,Jamisontown - South Penrith,NSW,Sydney - Outer West and Blue Mountains,0.5,12,0.0037089871611982,29.0,0,0.07413080628049286,22.0,1643,Moderate
124031462,Kingswood - Werrington,NSW,Sydney - Outer West and Blue Mountains,4.4,19,0.7440384615384615,101.0,1,0.3990486648627676,65.3,242,Moderate
124031463,Mulgoa - Luddenham - Orchard Hills,NSW,Sydney - Outer West and Blue Mountains,2.6,22,1.2067574382249118,25.0,1,0.4897224869489626,45.1,546,Moderate
124031464,Penrith,NSW,Sydney - Outer West and Blue Mountains,2.5,20,0.6788555950567123,362.0,1,1.2211268719679724,88.5,95,High
124031465,Warragamba - Silverdale,NSW,Sydney - Outer West and Blue Mountains,5.5,20,0.5233236151603499,33.0,1,0.1572805961622951,45.4,535,Moderate
124031707,Cranebrook - Castlereagh,NSW,Sydney - Outer West and Blue Mountains,0.4,16,0.1186648589321453,7.0,0,0.034555975229054355,20.2,1759,Moderate
124031708,Jordan Springs - Llandilo,NSW,Sydney - Outer West and Blue Mountains,3.4,21,9.872688477951636,24.0,0,0.08635359251078548,36.4,812,Moderate
124041466,Richmond - Clarendon,NSW,Sydney - Outer West and Blue Mountains,2.7,18,0.194129273113242,61.0,0,0.19748063385078157,42.3,618,Moderate
124041467,Windsor - Bligh Park,NSW,Sydney - Outer West and Blue Mountains,0.3,7,-0.0417235812740593,9.0,0,0.04463428467000824,13.1,2120,Moderate
124041468,Yarramundi - Londonderry,NSW,Sydney - Outer West and Blue Mountains,1.2,18,0.289403085177733,4.0,0,0.027131643536157747,22.9,1592,Moderate
124051469,Erskine Park,NSW,Sydney - Outer West and Blue Mountains,0.2,4,-0.1160372194854953,16.0,0,0.014788117678850436,7.9,2291,Moderate
124051470,St Clair,NSW,Sydney - Outer West and Blue Mountains,0.8,7,-0.052141960091167,45.0,0,0.06303132713772724,18.3,1867,Moderate
124051580,Colyton - Oxley Park,NSW,Sydney - Outer West and Blue Mountains,2.1,18,0.2595862068965517,41.0,0,0.1361992659918012,33.2,965,Moderate
124051581,St Marys - North St Marys,NSW,Sydney - Outer West and Blue Mountains,3.7,22,0.3886110903798791,50.0,1,0.1408149697487472,47.8,474,Moderate
125011475,Rookwood Cemetery,NSW,Sydney - Parramatta,0.0,3,-0.1428571428571428,0.0,0,0.0,6.5,2316,Moderate
125011582,Auburn - Central,NSW,Sydney - Parramatta,2.6,21,0.6859949302915083,15.0,0,0.12899238071606028,39.6,694,Moderate
125011583,Auburn - North,NSW,Sydney - Parramatta,5.4,18,0.4268582284492994,4.0,0,0.1161949941771079,40.4,674,Moderate
125011584,Auburn - South,NSW,Sydney - Parramatta,1.7,19,0.4125037844383893,27.0,0,0.07584318394726637,29.9,1127,Moderate
125011585,Berala,NSW,Sydney - Parramatta,1.5,15,0.1173430804134106,14.0,0,0.07223937827766147,26.8,1347,Moderate
125011586,Lidcombe,NSW,Sydney - Parramatta,6.2,20,0.6710856823890594,66.0,1,1.0231739004726528,74.5,176,High
125011587,Regents Park,NSW,Sydney - Parramatta,1.4,18,0.1821627647714604,17.0,0,0.055208929536854565,25.6,1420,Moderate
125011709,Silverwater - Newington,NSW,Sydney - Parramatta,3.1,14,1.1711880261927037,4.0,0,0.044949327270329006,27.0,1328,Moderate
125011710,Wentworth Point - Sydney Olympic Park,NSW,Sydney - Parramatta,3.1,22,20.0,488.0,1,0.43319925149600197,46.8,502,Moderate
125021477,Ermington - Rydalmere,NSW,Sydney - Parramatta,2.2,20,0.4763152028533214,909.0,1,0.913916324792089,78.0,162,High
125021478,Oatlands - Dundas Valley,NSW,Sydney - Parramatta,1.3,18,0.2620996790883489,274.0,1,0.24671508927625435,48.6,462,Moderate
125021711,Carlingford - East,NSW,Sydney - Parramatta,1.6,19,0.290572535514421,18.0,0,0.12931701198930956,33.6,939,Moderate
125021712,Carlingford - West,NSW,Sydney - Parramatta,2.4,19,0.3996331770939474,326.0,1,0.7100707776992798,53.6,378,Moderate
125031479,Chester Hill - Sefton,NSW,Sydney - Parramatta,1.4,20,0.3739708676377454,94.0,1,0.27073842191043,45.0,548,Moderate
125031480,Fairfield - East,NSW,Sydney - Parramatta,1.6,17,0.2374589600671909,156.0,0,0.1082257109891446,33.8,928,Moderate
125031481,Granville - Clyde,NSW,Sydney - Parramatta,2.3,20,0.5122350090854028,41.0,1,1.0117167219762735,78.0,163,High
125031483,Guildford - South Granville,NSW,Sydney - Parramatta,2.6,19,0.4529684827754703,79.0,0,0.1126436197082786,42.4,613,Moderate
125031484,Guildford West - Merrylands West,NSW,Sydney - Parramatta,2.7,21,0.3990655803088143,66.0,1,0.31116546945358853,61.9,262,Moderate
125031486,Smithfield Industrial,NSW,Sydney - Parramatta,0.0,7,0.5555555555555556,0.0,0,0.0,9.5,2251,Moderate
125031487,Yennora Industrial,NSW,Sydney - Parramatta,0.0,6,0.75,0.0,0,0.0,7.8,2294,Moderate
125031713,Greystanes - South,NSW,Sydney - Parramatta,1.0,15,0.0389243614931237,64.0,1,0.24295637944305157,41.5,646,Moderate
125031714,Merrylands - Holroyd,NSW,Sydney - Parramatta,3.8,21,0.4821961865380197,72.0,1,1.9447304541346617,96.5,17,Critical
125031715,Pemulwuy - Greystanes (North),NSW,Sydney - Parramatta,0.5,18,1.130392912172573,31.0,0,0.3041569418492498,32.3,1013,Moderate
