sa2_code,sa2_name,state,sa4_name,v9_score,v9_rank,high_pressure_v9,saturation_index,v10_score,v10_rank,top_3_drivers,sa4_rank,high_pressure_pct
308051531,Boyne Island - Tannum Sands,QLD,Central Queensland,7.049044366855184,231,1,0.015300687701679281,6.941189140402652,214,urban_renewal_score: +3.232 | total_dwellings_2024-25: +2.922 | lot_approvals_2yr: +1.480,66,11.8
213011337,Sunshine North,VIC,Melbourne - West,7.266949904087755,220,1,0.04542382151150134,6.936857268711451,215,urban_renewal_score: +3.060 | total_dwellings_2024-25: +2.667 | lot_approvals_2yr: +1.548,8,37.7
404031107,Plympton,SA,Adelaide - West,7.221564418390789,224,1,0.04221154029524597,6.916731060949172,216,total_dwellings_2024-25: +2.615 | urban_renewal_score: +1.817 | lot_approvals_2yr: +1.495,14,60.0
127021515,Fairfield,NSW,Sydney - South West,7.402146273710463,208,1,0.06663417012359539,6.908910399628303,217,urban_renewal_score: +3.063 | total_dwellings_2024-25: +2.350 | lot_approvals_2yr: +1.209,20,35.3
213041573,Eynesbury - Exford,VIC,Melbourne - West,7.185247628233443,226,1,0.039689963289522595,6.900065413642729,218,total_dwellings_2024-25: +2.295 | erp_change_pct: +1.672 | urban_renewal_score: +1.540,8,37.7
212021554,Berwick - South West,VIC,Melbourne - South East,7.131083252556646,228,1,0.040133530676254345,6.84488770408524,219,total_dwellings_2024-25: +2.119 | erp_change_pct: +1.727 | urban_renewal_score: +1.626,19,44.6
319041518,Pialba - Eli Waters,QLD,Wide Bay,7.109036030323172,229,1,0.040495360833933174,6.821153051093804,220,total_dwellings_2024-25: +2.326 | erp_change_pct: +1.371 | lot_approvals_2yr: +1.276,25,34.3
507051191,Singleton - Golden Bay - Secret Harbour,WA,Perth - South West,6.986685181714798,235,1,0.024354427688585818,6.816528462673811,221,total_dwellings_2024-25: +2.425 | urban_renewal_score: +1.513 | lot_approvals_2yr: +1.411,31,33.3
504031068,The Vines,WA,Perth - North East,7.077482640606777,230,1,0.03772473428980845,6.810486488549154,222,total_dwellings_2024-25: +2.285 | erp_change_pct: +1.854 | lot_approvals_2yr: +1.238,37,35.7
207031161,Blackburn,VIC,Melbourne - Inner East,7.028465595396194,232,1,0.03142512338188904,6.807595196875506,223,total_dwellings_2024-25: +2.772 | urban_renewal_score: +2.421 | lot_approvals_2yr: +1.452,15,44.0
502011029,Pinjarra,WA,Mandurah,6.962497065417817,237,1,0.024682556110585202,6.790644840930857,224,total_dwellings_2024-25: +2.440 | urban_renewal_score: +1.567 | lot_approvals_2yr: +1.263,1,88.9
403011057,Glenelg (SA),SA,Adelaide - South,7.026875914740135,233,1,0.0344996967187336,6.784450826801426,225,urban_renewal_score: +3.149 | total_dwellings_2024-25: +2.679 | lot_approvals_2yr: +1.416,47,22.9
313041375,Narangba,QLD,Moreton Bay - North,7.00943363668481,234,1,0.03472140153838026,6.766056276828849,226,total_dwellings_2024-25: +2.506 | lot_approvals_2yr: +1.471 | urban_renewal_score: +1.195,2,63.6
213051584,Tarneit - North,VIC,Melbourne - West,9.543352064797457,92,1,0.29408160796879346,6.736827744169515,227,urban_renewal_score: +2.154 | total_dwellings_2024-25: +2.096 | erp_change_pct: +1.518,8,37.7
314011382,Albany Creek,QLD,Moreton Bay - South,6.913113084467327,243,1,0.025755759341595543,6.735060607562551,228,urban_renewal_score: +3.178 | total_dwellings_2024-25: +2.676 | lot_approvals_2yr: +1.581,16,46.7
404011091,Flinders Park,SA,Adelaide - West,6.963599246198672,236,1,0.033163905969807866,6.732659095586315,229,total_dwellings_2024-25: +2.742 | urban_renewal_score: +2.238 | lot_approvals_2yr: +1.435,14,60.0
310041299,Collingwood Park - Redbank,QLD,Ipswich,6.941173601621462,240,1,0.03250624365971675,6.715542121242761,230,total_dwellings_2024-25: +2.333 | erp_change_pct: +1.830 | lot_approvals_2yr: +1.190,33,33.3
318021471,Condon - Rasmussen,QLD,Townsville,6.802981108652134,247,1,0.01381854505853821,6.708973807669841,231,urban_renewal_score: +3.437 | total_dwellings_2024-25: +2.873 | lot_approvals_2yr: +1.473,68,12.1
127031731,Liverpool - East,NSW,Sydney - South West,6.961310208049725,238,1,0.037769357860076055,6.698385991626894,232,urban_renewal_score: +3.056 | erp_change_pct: +2.338 | peak_year_approvals: +1.089,20,35.3
313051575,Scarborough - Newport,QLD,Moreton Bay - North,6.953703567489707,239,1,0.03719778718723585,6.695041182023102,233,urban_renewal_score: +2.157 | total_dwellings_2024-25: +1.926 | erp_change_pct: +1.679,2,63.6
309071554,Pimpama - North,QLD,Gold Coast,7.343291611746453,213,1,0.09462015064425407,6.648468253218316,234,total_dwellings_2024-25: +2.305 | erp_change_pct: +1.639 | urban_renewal_score: +1.538,9,40.7
213051466,Point Cook - South,VIC,Melbourne - West,6.828463343707285,244,1,0.03198374519703336,6.610063512034869,235,urban_renewal_score: +3.038 | total_dwellings_2024-25: +2.717 | lot_approvals_2yr: +1.433,8,37.7
212041460,Noble Park - West,VIC,Melbourne - South East,6.763328385133437,250,1,0.023323466333310217,6.605584123241656,236,urban_renewal_score: +3.273 | total_dwellings_2024-25: +2.548 | lot_approvals_2yr: +1.440,19,44.6
206071142,Fitzroy,VIC,Melbourne - Inner,6.810760684261453,245,1,0.032645328804210005,6.588421162316951,237,total_dwellings_2024-25: +2.767 | erp_change_pct: +1.634 | lot_approvals_2yr: +1.506,4,49.1
304031094,Indooroopilly,QLD,Brisbane - West,6.783837186815054,248,1,0.030571014329194842,6.576448402970007,238,urban_renewal_score: +2.575 | total_dwellings_2024-25: +2.169 | erp_change_pct: +1.284,61,4.2
122031696,Frenchs Forest - Oxford Falls,NSW,Sydney - Northern Beaches,6.668023355309327,253,1,0.017207625006711705,6.553282509875168,239,urban_renewal_score: +3.359 | total_dwellings_2024-25: +2.840 | lot_approvals_2yr: +1.592,57,5.3
106011111,Kurri Kurri - Abermain,NSW,Hunter Valley exc Newcastle,6.807689424853312,246,1,0.03861235167454523,6.544828526689794,240,total_dwellings_2024-25: +2.366 | lot_approvals_2yr: +1.416 | urban_renewal_score: +1.381,17,40.0
403041083,McLaren Vale,SA,Adelaide - South,6.658621144528554,254,1,0.01969138029738381,6.527503703315441,241,total_dwellings_2024-25: +2.409 | urban_renewal_score: +1.639 | erp_change_pct: +1.597,47,22.9
124031462,Kingswood - Werrington,NSW,Sydney - Outer West and Blue Mountains,6.913715951866217,242,1,0.0561169147790782,6.525739542988587,242,total_dwellings_2024-25: +2.160 | urban_renewal_score: +1.632 | erp_change_pct: +1.599,58,20.0
401041016,Rostrevor - Magill,SA,Adelaide - Central and Hills,6.765370833714346,249,1,0.03655134944866889,6.518087400221421,243,total_dwellings_2024-25: +2.687 | urban_renewal_score: +2.339 | lot_approvals_2yr: +1.464,13,39.1
119011657,Panania (North) - Milperra,NSW,Sydney - Inner South West,6.7142088348590585,252,1,0.030863599916773208,6.506984179622305,244,urban_renewal_score: +3.156 | total_dwellings_2024-25: +2.707 | lot_approvals_2yr: +1.634,28,29.3
504031061,Hazelmere - Guildford,WA,Perth - North East,6.651436738942172,255,1,0.025556875752569937,6.481446796628948,245,total_dwellings_2024-25: +2.386 | erp_change_pct: +1.886 | lot_approvals_2yr: +1.251,37,35.7
402011027,Lewiston - Two Wells,SA,Adelaide - North,6.63069427141612,258,1,0.025166772352950263,6.463821098145379,246,total_dwellings_2024-25: +2.428 | erp_change_pct: +1.629 | lot_approvals_2yr: +1.247,24,33.3
101021610,Googong,NSW,Capital Region,8.498441235298968,155,1,0.24084700759983135,6.451617094514197,247,total_dwellings_2024-25: +2.104 | erp_change_pct: +1.643 | urban_renewal_score: +1.580,54,18.5
119041381,Rockdale - Banksia,NSW,Sydney - Inner South West,6.621832899241609,259,1,0.028414246042981914,6.433678509987045,248,total_dwellings_2024-25: +2.457 | urban_renewal_score: +1.806 | erp_change_pct: +1.490,28,29.3
108041162,Laurieton - Bonny Hills,NSW,Mid North Coast,6.7277508811896505,251,1,0.045159508924244036,6.423928955230476,249,total_dwellings_2024-25: +2.528 | urban_renewal_score: +2.159 | lot_approvals_2yr: +1.260,50,22.7
212051326,Oakleigh - Huntingdale,VIC,Melbourne - South East,6.6070660957152,260,1,0.03307635311301638,6.388528444492286,250,total_dwellings_2024-25: +2.634 | urban_renewal_score: +2.183 | lot_approvals_2yr: +1.405,19,44.6
302041045,Taigum - Fitzgibbon,QLD,Brisbane - North,6.477852159651753,269,1,0.014496264150328468,6.383947503618665,251,urban_renewal_score: +2.905 | total_dwellings_2024-25: +2.760 | lot_approvals_2yr: +1.325,41,20.0
207021157,Doncaster,VIC,Melbourne - Inner East,6.632926027003773,257,1,0.0379248586347205,6.381373245095096,252,total_dwellings_2024-25: +2.418 | erp_change_pct: +1.464 | lot_approvals_2yr: +1.340,15,44.0
501011004,Margaret River,WA,Bunbury,6.486101330231838,267,1,0.0198564156327069,6.357310606382901,253,total_dwellings_2024-25: +2.622 | urban_renewal_score: +1.809 | lot_approvals_2yr: +1.395,43,27.3
212031556,Clyde North - South,VIC,Melbourne - South East,10.091443294957486,48,1,0.3711246107455387,6.346260330255713,254,urban_renewal_score: +2.187 | total_dwellings_2024-25: +1.851 | erp_change_pct: +1.560,19,44.6
210031538,Pascoe Vale,VIC,Melbourne - North West,6.600315426543715,261,1,0.03894399148938351,6.34327279874515,255,total_dwellings_2024-25: +2.599 | urban_renewal_score: +2.233 | lot_approvals_2yr: +1.381,26,26.3
403021064,Warradale,SA,Adelaide - South,6.645137280600813,256,1,0.045927923221551675,6.339939925780708,256,total_dwellings_2024-25: +2.611 | urban_renewal_score: +1.811 | lot_approvals_2yr: +1.525,47,22.9
309071557,Upper Coomera - North,QLD,Gold Coast,6.4561925093199966,273,1,0.01826023656910915,6.338300906764103,257,urban_renewal_score: +3.079 | total_dwellings_2024-25: +2.899 | lot_approvals_2yr: +1.473,9,40.7
309061248,Nerang - Mount Nathan,QLD,Gold Coast,6.457239677133505,272,1,0.01868752045004238,6.336569878616247,258,urban_renewal_score: +3.347 | total_dwellings_2024-25: +2.909 | lot_approvals_2yr: +1.553,9,40.7
125031484,Guildford West - Merrylands West,NSW,Sydney - Parramatta,6.541598605829983,262,1,0.03176816755044344,6.333784005272229,259,total_dwellings_2024-25: +2.980 | lot_approvals_2yr: +1.597 | urban_renewal_score: +1.398,12,41.2
309031238,Labrador,QLD,Gold Coast,6.429093298892675,277,1,0.01498533162957819,6.332751203731269,260,urban_renewal_score: +3.495 | total_dwellings_2024-25: +2.795 | lot_approvals_2yr: +1.426,9,40.7
106031125,Williamtown - Medowie - Karuah,NSW,Hunter Valley exc Newcastle,6.529544434770574,264,1,0.03126161566294738,6.325420326196639,261,total_dwellings_2024-25: +2.392 | urban_renewal_score: +1.508 | erp_change_pct: +1.335,17,40.0
504031058,Bullsbrook,WA,Perth - North East,6.449994236580382,274,1,0.02035291697395403,6.31871803940078,262,total_dwellings_2024-25: +2.388 | erp_change_pct: +1.857 | lot_approvals_2yr: +1.223,37,35.7
313021573,Caboolture - West,QLD,Moreton Bay - North,6.4766122728224325,270,1,0.02455200758409549,6.31759843918085,263,total_dwellings_2024-25: +2.377 | erp_change_pct: +2.016 | lot_approvals_2yr: +1.215,2,63.6
502011024,Halls Head - Erskine,WA,Mandurah,6.399696465524434,280,1,0.015342538664302512,6.301508875062325,264,total_dwellings_2024-25: +2.792 | urban_renewal_score: +2.268 | lot_approvals_2yr: +1.372,1,88.9
205011076,Drouin,VIC,Latrobe - Gippsland,6.51016128097458,266,1,0.032096977412931334,6.301204781384598,265,total_dwellings_2024-25: +2.586 | lot_approvals_2yr: +1.399 | urban_renewal_score: +1.114,53,16.7
104011082,Maclean - Yamba - Iluka,NSW,Coffs Harbour - Grafton,6.531363520210117,263,1,0.03546145627478793,6.29975185832344,266,total_dwellings_2024-25: +2.582 | urban_renewal_score: +2.287 | lot_approvals_2yr: +1.279,46,25.0
319031512,Gympie - North,QLD,Wide Bay,6.444604832521979,275,1,0.023215553547053607,6.294989763942965,267,urban_renewal_score: +3.187 | total_dwellings_2024-25: +2.678 | erp_change_pct: -1.633,25,34.3
213041572,Cobblebank - Strathtulloh,VIC,Melbourne - West,7.964592865057736,175,1,0.21044198854706686,6.288508104567206,268,total_dwellings_2024-25: +2.165 | urban_renewal_score: +1.720 | erp_change_pct: +1.659,8,37.7
213011334,St Albans - North,VIC,Melbourne - West,6.4250174182337165,279,1,0.024914577272102896,6.264940825292525,269,urban_renewal_score: +3.030 | total_dwellings_2024-25: +2.819 | lot_approvals_2yr: +1.554,8,37.7
319011496,Bundaberg East - Kalkie,QLD,Wide Bay,6.324886722204164,286,1,0.01224654631180842,6.247428704043749,270,urban_renewal_score: +3.272 | total_dwellings_2024-25: +2.809 | erp_change_pct: -1.680,25,34.3
213041353,Bacchus Marsh,VIC,Melbourne - West,6.483018249343838,268,1,0.044822566107448066,6.1924327352868325,271,total_dwellings_2024-25: +2.576 | lot_approvals_2yr: +1.520 | urban_renewal_score: +1.325,8,37.7
109011172,Albury - East,NSW,Murray,6.4296710341304655,276,1,0.036919975376445306,6.192287737871725,272,total_dwellings_2024-25: +2.284 | erp_change_pct: +1.640 | lot_approvals_2yr: +1.224,69,14.3
506031127,Cannington - Queens Park,WA,Perth - South East,6.3013143767849575,288,1,0.017567853363890062,6.190613809813827,273,total_dwellings_2024-25: +2.577 | erp_change_pct: +1.943 | lot_approvals_2yr: +1.295,18,36.6
505031101,Clarkson,WA,Perth - North West,6.341281025888885,283,1,0.02503428650710074,6.182531579864741,274,total_dwellings_2024-25: +2.886 | urban_renewal_score: +1.669 | lot_approvals_2yr: +1.623,22,30.4
213031347,Braybrook,VIC,Melbourne - West,6.425104080764019,278,1,0.03954288398650513,6.171036935497146,275,total_dwellings_2024-25: +2.825 | lot_approvals_2yr: +1.521 | urban_renewal_score: +1.267,8,37.7
207011148,Balwyn North,VIC,Melbourne - Inner East,6.326449605386879,285,1,0.025458147852682685,6.165389915950394,276,total_dwellings_2024-25: +2.978 | urban_renewal_score: +2.269 | lot_approvals_2yr: +1.562,15,44.0
206061515,South Yarra - North,VIC,Melbourne - Inner,6.25157443368223,292,1,0.0147096480892915,6.159615973758752,277,erp_change_pct: +2.135 | urban_renewal_score: +1.889 | total_dwellings_2024-25: +1.799,4,49.1
210051445,Mickleham - Yuroke,VIC,Melbourne - North West,10.320315962336949,20,1,0.40648712810651966,6.125240365654729,278,urban_renewal_score: +2.217 | total_dwellings_2024-25: +1.825 | erp_change_pct: +1.550,26,26.3
402031175,Northgate - Northfield,SA,Adelaide - North,6.260686719785753,291,1,0.02323676709291951,6.1152086006363575,279,total_dwellings_2024-25: +2.979 | urban_renewal_score: +2.456 | lot_approvals_2yr: +1.536,24,33.3
301021007,Cleveland,QLD,Brisbane - East,6.3357125335287225,284,1,0.03543791841819823,6.111188069644376,280,total_dwellings_2024-25: +2.730 | lot_approvals_2yr: +1.508 | urban_renewal_score: +1.442,34,42.9
407011144,Goolwa - Port Elliot,SA,South Australia - South East,6.303237202556688,287,1,0.03115496990141988,6.1068600372295245,281,total_dwellings_2024-25: +2.813 | urban_renewal_score: +1.529 | lot_approvals_2yr: +1.487,63,17.9
402011026,Gawler - South,SA,Adelaide - North,6.296558118581418,289,1,0.031534559945203246,6.097998929142555,282,total_dwellings_2024-25: +2.738 | lot_approvals_2yr: +1.555 | urban_renewal_score: +1.378,24,33.3
213021343,Altona North,VIC,Melbourne - West,6.458338595066154,271,1,0.0565020135162345,6.093429460475307,283,total_dwellings_2024-25: +2.471 | urban_renewal_score: +1.741 | lot_approvals_2yr: +1.523,8,37.7
127031732,Liverpool - West,NSW,Sydney - South West,6.264303880893483,290,1,0.029122385059833975,6.08187241114229,284,total_dwellings_2024-25: +2.832 | erp_change_pct: +1.547 | lot_approvals_2yr: +1.510,20,35.3
121011684,Chatswood - East,NSW,Sydney - North Sydney and Hornsby,6.1953685389892525,299,1,0.01834027628102973,6.08174376832139,285,total_dwellings_2024-25: +2.627 | urban_renewal_score: +2.108 | lot_approvals_2yr: +1.380,27,38.5
305031120,Alderley,QLD,Brisbane Inner City,6.223692639254499,296,1,0.024369885215104258,6.072021964021777,286,total_dwellings_2024-25: +3.045 | urban_renewal_score: +2.476 | lot_approvals_2yr: +1.458,11,39.4
317011450,Highfields,QLD,Toowoomba,6.237613597573217,295,1,0.027657820685299195,6.065094799187353,287,total_dwellings_2024-25: +2.739 | urban_renewal_score: +1.704 | lot_approvals_2yr: +1.483,44,26.7
501011003,Busselton Surrounds,WA,Bunbury,6.206282530846012,298,1,0.024079357246482497,6.056839236613168,288,total_dwellings_2024-25: +2.506 | erp_change_pct: +1.351 | lot_approvals_2yr: +1.311,43,27.3
212031304,Cranbourne West,VIC,Melbourne - South East,6.352398591979093,281,1,0.05088695430595768,6.029144375095823,289,urban_renewal_score: +2.273 | erp_change_pct: +2.149 | total_dwellings_2024-25: +1.317,19,44.6
303031065,Upper Mount Gravatt,QLD,Brisbane - South,6.19346290461025,300,1,0.027319954949205236,6.024257777076724,290,total_dwellings_2024-25: +2.415 | urban_renewal_score: +2.344 | lot_approvals_2yr: +1.300,23,29.4
123021437,Campbelltown - Woodbine,NSW,Sydney - Outer South West,6.152432681442152,303,1,0.02297377250397079,6.011088092672704,291,total_dwellings_2024-25: +2.857 | lot_approvals_2yr: +1.533 | urban_renewal_score: +1.383,29,33.3
213041359,Rockbank - Mount Cottrell,VIC,Melbourne - West,10.377620888222769,13,1,0.420922774998672,6.009443906067858,292,urban_renewal_score: +2.205 | total_dwellings_2024-25: +1.899 | erp_change_pct: +1.560,8,37.7
120011383,Concord - Mortlake - Cabarita,NSW,Sydney - Inner West,6.170662635601209,302,1,0.02614346405447303,6.009340138795089,293,total_dwellings_2024-25: +2.906 | urban_renewal_score: +2.481 | lot_approvals_2yr: +1.587,30,33.3
211051278,Lilydale - Coldstream,VIC,Melbourne - Outer East,6.238822149777459,293,1,0.03691560494068967,6.008512256001049,294,total_dwellings_2024-25: +2.692 | lot_approvals_2yr: +1.526 | urban_renewal_score: +1.296,48,27.5
212031558,Cranbourne East - South,VIC,Melbourne - South East,6.930651538128572,241,1,0.13405301956434873,6.001576771894139,295,total_dwellings_2024-25: +2.317 | erp_change_pct: +1.774 | lot_approvals_2yr: +1.240,19,44.6
507011259,Beeliar - Wattleup,WA,Perth - South West,6.150097118454327,304,1,0.025319214048014984,5.9943814930961015,296,total_dwellings_2024-25: +2.346 | erp_change_pct: +2.008 | lot_approvals_2yr: +1.230,31,33.3
402021029,Davoren Park,SA,Adelaide - North,6.238225437748064,294,1,0.039931565343153556,5.989123331055305,297,total_dwellings_2024-25: +2.515 | lot_approvals_2yr: +1.436 | urban_renewal_score: +1.260,24,33.3
121011685,Greenwich - Riverview,NSW,Sydney - North Sydney and Hornsby,6.523688919269111,265,1,0.08515438382543286,5.968168209079947,298,urban_renewal_score: +3.065 | total_dwellings_2024-25: +2.144 | lot_approvals_2yr: +1.296,27,38.5
206051511,Port Melbourne Industrial,VIC,Melbourne - Inner,9.218068999139753,109,1,0.3531333221120546,5.96286167001539,299,urban_renewal_score: +2.245 | total_dwellings_2024-25: +2.109 | erp_change_pct: +1.551,4,49.1
127011727,Gledswood Hills - Gregory Hills,NSW,Sydney - South West,7.256571461435825,222,1,0.1792140647866966,5.956091793416771,300,total_dwellings_2024-25: +2.122 | erp_change_pct: +1.646 | urban_renewal_score: +1.639,20,35.3
208041194,Malvern - Glen Iris,VIC,Melbourne - Inner South,6.182926153340563,301,1,0.037060856649641545,5.953781613496289,301,total_dwellings_2024-25: +2.915 | lot_approvals_2yr: +1.685 | urban_renewal_score: +1.430,6,55.2
212011548,Koo Wee Rup,VIC,Melbourne - South East,6.0889082018743,311,1,0.023711666469204615,5.944530041429853,302,total_dwellings_2024-25: +2.481 | erp_change_pct: +1.668 | lot_approvals_2yr: +1.239,19,44.6
115041301,Pitt Town - McGraths Hill,NSW,Sydney - Baulkham Hills and Hawkesbury,6.127949679808086,306,1,0.032919967272095556,5.926217776903756,303,total_dwellings_2024-25: +2.683 | urban_renewal_score: +2.242 | lot_approvals_2yr: +1.523,38,35.0
313041372,Burpengary,QLD,Moreton Bay - North,6.105068930158619,310,1,0.030347700289877086,5.9197941280171245,304,total_dwellings_2024-25: +2.579 | lot_approvals_2yr: +1.497 | urban_renewal_score: +1.041,2,63.6
126011720,Epping (East) - North Epping,NSW,Sydney - Ryde,6.341917389945783,282,1,0.06757662885133718,5.913351992279575,305,urban_renewal_score: +2.559 | total_dwellings_2024-25: +2.442 | lot_approvals_2yr: +1.348,3,69.2
202011022,Kangaroo Flat - Golden Square,VIC,Bendigo,6.010271296053781,323,1,0.016202093332100476,5.912892319563873,306,urban_renewal_score: +3.309 | total_dwellings_2024-25: +2.922 | lot_approvals_2yr: +1.494,42,31.2
505021092,Scarborough,WA,Perth - North West,6.084511493901271,312,1,0.031162645774004277,5.894902017508968,307,urban_renewal_score: +3.052 | erp_change_pct: +1.908 | total_dwellings_2024-25: -1.818,22,30.4
209021523,Reservoir - North East,VIC,Melbourne - North East,6.05319888481702,316,1,0.026675208091986435,5.891728544942346,308,total_dwellings_2024-25: +2.915 | lot_approvals_2yr: +1.534 | erp_change_pct: +1.205,32,31.0
501021005,Australind - Leschenault,WA,Bunbury,6.045742394115256,318,1,0.02557719144430668,5.891109283478008,309,total_dwellings_2024-25: +2.752 | lot_approvals_2yr: +1.530 | urban_renewal_score: +1.469,43,27.3
310021282,Rosewood,QLD,Ipswich,6.111566819326349,309,1,0.03615861415865973,5.89058103280146,310,total_dwellings_2024-25: +2.510 | lot_approvals_2yr: +1.554 | urban_renewal_score: +1.087,33,33.3
126021723,Eastwood,NSW,Sydney - Ryde,6.1179635032153445,307,1,0.03850448153587166,5.882394490468652,311,total_dwellings_2024-25: +2.854 | lot_approvals_2yr: +1.667 | urban_renewal_score: +1.463,3,69.2
126021724,Ryde - North,NSW,Sydney - Ryde,6.115880433881853,308,1,0.038731711243530094,5.879001918916785,312,total_dwellings_2024-25: +2.941 | lot_approvals_2yr: +1.792 | urban_renewal_score: +1.304,3,69.2
501021251,Dalyellup,WA,Bunbury,5.9922092266598455,327,1,0.020638068093382395,5.868541604610245,313,total_dwellings_2024-25: +2.983 | urban_renewal_score: +2.152 | lot_approvals_2yr: +1.462,43,27.3
121031412,Wahroonga (East) - Warrawee,NSW,Sydney - North Sydney and Hornsby,5.976423773292885,328,1,0.018676702481969683,5.864803884572924,314,urban_renewal_score: +3.111 | total_dwellings_2024-25: +2.662 | erp_change_pct: -1.459,27,38.5
208021177,Caulfield - North,VIC,Melbourne - Inner South,6.218159065186659,297,1,0.05713974953430849,5.862855013637404,315,urban_renewal_score: +3.351 | total_dwellings_2024-25: +1.335 | peak_year_approvals: +1.008,6,55.2
203031051,Portarlington,VIC,Geelong,6.146880399147005,305,1,0.04750222044395848,5.8548899313840765,316,total_dwellings_2024-25: +2.255 | urban_renewal_score: +1.594 | lot_approvals_2yr: +1.240,7,43.5
313021364,Burpengary - East,QLD,Moreton Bay - North,6.013218328859415,321,1,0.026863315457806344,5.851683347974602,317,total_dwellings_2024-25: +2.334 | erp_change_pct: +2.236 | lot_approvals_2yr: +1.302,2,63.6
208021426,Bentleigh East - North,VIC,Melbourne - Inner South,6.054858481547125,315,1,0.03363195834903542,5.851221733286429,318,total_dwellings_2024-25: +2.924 | lot_approvals_2yr: +1.659 | urban_renewal_score: +1.618,6,55.2
310021280,Lockyer Valley - East,QLD,Ipswich,6.01780095343234,320,1,0.027724777608598573,5.850958760305615,319,total_dwellings_2024-25: +2.775 | lot_approvals_2yr: +1.480 | urban_renewal_score: +1.104,33,33.3
402051052,Hope Valley - Modbury,SA,Adelaide - North,6.07442613308485,313,1,0.04009291576143839,5.830884677831999,320,total_dwellings_2024-25: +2.748 | urban_renewal_score: +2.519 | lot_approvals_2yr: +1.518,24,33.3
213041574,Fraser Rise - Plumpton,VIC,Melbourne - West,10.105578415674051,45,1,0.423762002963441,5.823218265143899,321,urban_renewal_score: +2.218 | total_dwellings_2024-25: +1.884 | erp_change_pct: +1.578,8,37.7
301021012,Thornlands,QLD,Brisbane - East,5.968732510585475,329,1,0.024890264802056267,5.8201691778643605,322,total_dwellings_2024-25: +2.643 | lot_approvals_2yr: +1.559 | urban_renewal_score: +1.269,34,42.9
309071558,Willow Vale - Pimpama (West),QLD,Gold Coast,6.06303105324823,314,1,0.04024425155587753,5.819028906350211,323,erp_change_pct: +2.244 | urban_renewal_score: +2.238 | total_dwellings_2024-25: +1.378,9,40.7
503011034,Mosman Park - Peppermint Grove,WA,Perth - Inner,5.876720897356023,341,1,0.010443871604924692,5.815345178846059,324,urban_renewal_score: +3.130 | total_dwellings_2024-25: +2.830 | lot_approvals_2yr: +1.461,5,50.0
212021295,Doveton,VIC,Melbourne - South East,6.018301141771193,319,1,0.03747457977650597,5.7927678355148515,325,urban_renewal_score: +3.243 | total_dwellings_2024-25: +2.738 | lot_approvals_2yr: +1.586,19,44.6
404011095,Seaton - Grange,SA,Adelaide - West,6.0000536017998325,325,1,0.03459196327786845,5.792499967941131,326,total_dwellings_2024-25: +3.098 | lot_approvals_2yr: +1.755 | urban_renewal_score: +1.629,14,60.0
502011028,Mandurah - South,WA,Mandurah,5.922801120238517,333,1,0.022781860961858358,5.7878686886125035,327,total_dwellings_2024-25: +2.981 | urban_renewal_score: +1.754 | lot_approvals_2yr: +1.569,1,88.9
506071145,Como,WA,Perth - South East,5.860979592555805,346,1,0.01495095581422392,5.773352345639435,328,total_dwellings_2024-25: +3.023 | urban_renewal_score: +2.448 | lot_approvals_2yr: +1.535,18,36.6
101021611,Queanbeyan Surrounds,NSW,Capital Region,6.008921563303269,324,1,0.03997912308321798,5.768690148526565,329,total_dwellings_2024-25: +2.547 | lot_approvals_2yr: +1.443 | urban_renewal_score: +1.350,54,18.5
121031410,St Ives,NSW,Sydney - North Sydney and Hornsby,5.88096144012622,339,1,0.019201181424510935,5.768040032563803,330,urban_renewal_score: +2.966 | total_dwellings_2024-25: +2.908 | lot_approvals_2yr: +1.660,27,38.5
314031392,Lawnton,QLD,Moreton Bay - South,5.863107092667838,345,1,0.016350487614391854,5.767242432767319,331,total_dwellings_2024-25: +2.610 | erp_change_pct: +1.535 | urban_renewal_score: +1.491,16,46.7
308031223,Yeppoon,QLD,Central Queensland,5.942805891787256,331,1,0.03150505307458902,5.755577476754518,332,total_dwellings_2024-25: +2.839 | lot_approvals_2yr: +1.535 | urban_renewal_score: +1.355,66,11.8
305011105,Brisbane City,QLD,Brisbane Inner City,6.050368737639871,317,1,0.05040505542596881,5.745399566071584,333,urban_renewal_score: +2.979 | total_dwellings_2024-25: -2.089 | erp_change_pct: +1.859,11,39.4
314011383,Cashmere,QLD,Moreton Bay - South,5.9060648770765605,334,1,0.0281641951821632,5.739725313120058,334,total_dwellings_2024-25: +2.980 | lot_approvals_2yr: +1.547 | urban_renewal_score: +1.439,16,46.7
211031266,Ringwood,VIC,Melbourne - Outer East,5.884423637003139,338,1,0.02461151327081581,5.739599066569935,335,total_dwellings_2024-25: +3.043 | urban_renewal_score: +2.443 | lot_approvals_2yr: +1.782,48,27.5
317011458,Toowoomba - West,QLD,Toowoomba,5.888957961340796,336,1,0.025735384554653545,5.737403363579502,336,total_dwellings_2024-25: +2.758 | lot_approvals_2yr: +1.490 | urban_renewal_score: +1.215,44,26.7
407031165,Murray Bridge,SA,South Australia - South East,5.876816041438073,340,1,0.02394734920965471,5.7360818754528555,337,total_dwellings_2024-25: +3.101 | urban_renewal_score: +1.662 | lot_approvals_2yr: +1.630,63,17.9
