sa2_code,sa2_name,state,sa4_name,v9_score,v9_rank,high_pressure_v9,saturation_index,v10_score,v10_rank,top_3_drivers,sa4_rank,high_pressure_pct
119031664,Hurstville - Central,NSW,Sydney - Inner South West,10.284684981959174,24,1,0.021776014467986632,10.060725532993347,1,urban_renewal_score: +2.493 | total_dwellings_2024-25: +2.052 | erp_change_pct: +1.582,28,29.3
503021297,Perth (West) - Northbridge,WA,Perth - Inner,10.231898855686438,30,1,0.018233614444724117,10.045334356914438,2,urban_renewal_score: +2.408 | total_dwellings_2024-25: +2.062 | erp_change_pct: +1.522,5,50.0
206041118,Docklands,VIC,Melbourne - Inner,10.300569348515973,23,1,0.03554889973914202,9.9343954414895,3,urban_renewal_score: +2.528 | total_dwellings_2024-25: +2.014 | erp_change_pct: +1.431,4,49.1
206011496,Brunswick - South,VIC,Melbourne - Inner,10.549903996953098,6,1,0.05886152005684518,9.928920611238652,4,urban_renewal_score: +2.284 | total_dwellings_2024-25: +1.912 | erp_change_pct: +1.536,4,49.1
507021165,Fremantle,WA,Perth - South West,10.565865330292604,5,1,0.06205138317018758,9.910238772158017,5,urban_renewal_score: +2.340 | total_dwellings_2024-25: +1.856 | erp_change_pct: +1.309,31,33.3
506021123,Victoria Park - Lathlain - Burswood,WA,Perth - South East,10.17560593663921,33,1,0.026079274478128,9.910233516436328,6,urban_renewal_score: +2.648 | total_dwellings_2024-25: +2.192 | lot_approvals_2yr: +1.152,18,36.6
311041570,Jimboomba - Glenlogan,QLD,Logan - Beaudesert,10.302064448378406,22,1,0.04953491440243672,9.791752567759595,7,urban_renewal_score: +2.169 | total_dwellings_2024-25: +2.064 | erp_change_pct: +1.349,10,37.1
502011027,Mandurah - North,WA,Mandurah,10.608589407089704,4,1,0.08187490643313938,9.74001214199664,8,urban_renewal_score: +2.196 | total_dwellings_2024-25: +1.928 | erp_change_pct: +1.556,1,88.9
309101561,Surfers Paradise - North,QLD,Gold Coast,10.33126275878788,18,1,0.05872717800400853,9.72453685174636,9,urban_renewal_score: +2.380 | total_dwellings_2024-25: +2.128 | erp_change_pct: +1.388,9,40.7
210041540,Sunbury - South,VIC,Melbourne - North West,10.523307491601429,8,1,0.07601038196503895,9.723426869629249,10,urban_renewal_score: +2.149 | total_dwellings_2024-25: +1.971 | erp_change_pct: +1.543,26,26.3
206031115,Flemington,VIC,Melbourne - Inner,10.010485095699252,56,1,0.029864705377961178,9.711524907625723,11,urban_renewal_score: +2.595 | total_dwellings_2024-25: +2.206 | erp_change_pct: +1.435,4,49.1
311041569,Greenbank - North Maclean,QLD,Logan - Beaudesert,10.721771712550288,3,1,0.09659411152114139,9.686111700043986,12,urban_renewal_score: +2.044 | total_dwellings_2024-25: +2.020 | erp_change_pct: +1.464,10,37.1
311041568,Flagstone (West) - New Beith,QLD,Logan - Beaudesert,10.244153046638868,27,1,0.05493295880493774,9.681411409336377,13,urban_renewal_score: +2.073 | total_dwellings_2024-25: +2.039 | erp_change_pct: +1.476,10,37.1
505031257,Two Rocks,WA,Perth - North West,10.115195931715055,44,1,0.04337413632356921,9.676458044433234,14,urban_renewal_score: +2.044 | total_dwellings_2024-25: +2.035 | erp_change_pct: +1.513,22,30.4
126021500,Macquarie Park - Marsfield,NSW,Sydney - Ryde,10.723039238181796,2,1,0.10119271004265631,9.63794583777644,15,urban_renewal_score: +2.377 | total_dwellings_2024-25: +1.864 | erp_change_pct: +1.505,3,69.2
506011110,Armadale - Wungong - Brookdale,WA,Perth - South East,10.28140749770501,26,1,0.06496431945353184,9.613482856592164,16,urban_renewal_score: +2.174 | total_dwellings_2024-25: +2.033 | erp_change_pct: +1.483,18,36.6
319011493,Bargara - Burnett Heads,QLD,Wide Bay,10.077003765472556,49,1,0.04627192504656895,9.610721402542616,17,urban_renewal_score: +2.268 | total_dwellings_2024-25: +2.106 | lot_approvals_2yr: +1.147,25,34.3
305011108,Kangaroo Point,QLD,Brisbane Inner City,10.348888702443489,16,1,0.07220285129627826,9.601669430379228,18,urban_renewal_score: +2.467 | total_dwellings_2024-25: +1.926 | erp_change_pct: +1.304,11,39.4
125031714,Merrylands - Holroyd,NSW,Sydney - Parramatta,10.338111000821456,17,1,0.07188897714063375,9.59491477540607,19,urban_renewal_score: +2.609 | total_dwellings_2024-25: +2.015 | erp_change_pct: +1.226,12,41.2
107011132,Horsley - Kembla Grange,NSW,Illawarra,10.105031542552728,46,1,0.05178917452456652,9.581700300419214,20,urban_renewal_score: +2.155 | total_dwellings_2024-25: +2.077 | erp_change_pct: +1.351,40,25.0
207011520,Hawthorn - South,VIC,Melbourne - Inner East,10.14590461777396,38,1,0.057287504920104294,9.564671057064325,21,urban_renewal_score: +2.750 | total_dwellings_2024-25: +1.977 | erp_change_pct: +1.424,15,44.0
107031136,Albion Park - Macquarie Pass,NSW,Illawarra,10.16846842086444,35,1,0.06169395585134666,9.541135379031816,22,urban_renewal_score: +2.074 | total_dwellings_2024-25: +2.035 | erp_change_pct: +1.498,40,25.0
106021618,Thornton - Millers Forest,NSW,Hunter Valley exc Newcastle,10.15915129255942,36,1,0.06398177694299757,9.509150740628717,23,urban_renewal_score: +2.178 | total_dwellings_2024-25: +1.971 | erp_change_pct: +1.543,17,40.0
119041671,Wolli Creek,NSW,Sydney - Inner South West,9.846952644337586,72,1,0.037734423315629505,9.475383564887194,24,urban_renewal_score: +2.502 | total_dwellings_2024-25: +2.085 | erp_change_pct: +1.435,28,29.3
126021503,West Ryde - Meadowbank,NSW,Sydney - Ryde,9.863500128195142,70,1,0.0395938679799407,9.472966006299256,25,urban_renewal_score: +2.851 | total_dwellings_2024-25: +2.160 | lot_approvals_2yr: +1.240,3,69.2
507051312,Baldivis - North,WA,Perth - South West,10.531353025332,7,1,0.10145352517738664,9.462910136024535,26,urban_renewal_score: +2.158 | total_dwellings_2024-25: +1.931 | erp_change_pct: +1.564,31,33.3
507031169,Wellard (West) - Bertram,WA,Perth - South West,9.932909867247009,64,1,0.048698621021384045,9.449190853982381,27,urban_renewal_score: +2.182 | total_dwellings_2024-25: +1.957 | erp_change_pct: +1.580,31,33.3
303031064,Rochedale - Burbank,QLD,Brisbane - South,10.216841065815196,31,1,0.07646567208093114,9.43560344717358,28,urban_renewal_score: +2.169 | total_dwellings_2024-25: +1.936 | erp_change_pct: +1.577,23,29.4
125041717,Parramatta - North,NSW,Sydney - Parramatta,10.390230802694155,12,1,0.09239791325522871,9.430195158285015,29,urban_renewal_score: +2.360 | total_dwellings_2024-25: +1.862 | erp_change_pct: +1.574,12,41.2
213031348,Footscray,VIC,Melbourne - West,10.415043004217273,11,1,0.0948525544833092,9.427149570213745,30,urban_renewal_score: +2.488 | total_dwellings_2024-25: +1.913 | erp_change_pct: +1.371,8,37.7
507051313,Baldivis - South,WA,Perth - South West,10.130956915850016,42,1,0.07372748949029638,9.384026896310038,31,urban_renewal_score: +2.221 | total_dwellings_2024-25: +1.930 | erp_change_pct: +1.555,31,33.3
313041374,Morayfield,QLD,Moreton Bay - North,10.033602546612206,53,1,0.06574110719935566,9.373982405999644,32,total_dwellings_2024-25: +2.172 | urban_renewal_score: +2.084 | erp_change_pct: +1.401,2,63.6
313021572,Caboolture - East,QLD,Moreton Bay - North,9.824945354822152,74,1,0.0463216735093425,9.36983744384895,33,urban_renewal_score: +2.531 | total_dwellings_2024-25: +2.019 | lot_approvals_2yr: +1.157,2,63.6
507031261,Casuarina - Wandi,WA,Perth - South West,9.974673225851094,60,1,0.060794253395622444,9.36827041422017,34,urban_renewal_score: +2.134 | total_dwellings_2024-25: +1.989 | erp_change_pct: +1.555,31,33.3
311021310,Wolffdene - Bahrs Scrub,QLD,Logan - Beaudesert,9.889110435560587,69,1,0.053848108077317394,9.356600548037994,35,total_dwellings_2024-25: +2.091 | urban_renewal_score: +2.012 | erp_change_pct: +1.520,10,37.1
106011107,Branxton - Greta - Pokolbin,NSW,Hunter Valley exc Newcastle,10.153219837082847,37,1,0.08079507132020843,9.332889716215984,36,urban_renewal_score: +2.126 | total_dwellings_2024-25: +1.970 | erp_change_pct: +1.470,17,40.0
503021042,Subiaco - Shenton Park,WA,Perth - Inner,10.010708148632638,55,1,0.06814477020736232,9.328530742231097,37,urban_renewal_score: +2.810 | total_dwellings_2024-25: +2.039 | lot_approvals_2yr: +1.135,5,50.0
402021035,Virginia - Waterloo Corner,SA,Adelaide - North,10.1746220171501,34,1,0.0845343168893082,9.3145172953234,38,total_dwellings_2024-25: +2.065 | urban_renewal_score: +1.946 | erp_change_pct: +1.472,24,33.3
506021118,Belmont - Ascot - Redcliffe,WA,Perth - South East,9.563375211765834,89,1,0.0260653698172214,9.31410230017031,39,urban_renewal_score: +3.096 | total_dwellings_2024-25: +2.399 | lot_approvals_2yr: +1.322,18,36.6
213031349,Maribyrnong,VIC,Melbourne - West,9.764081472225987,79,1,0.046429065718126813,9.310744291874864,40,urban_renewal_score: +2.934 | total_dwellings_2024-25: +2.057 | lot_approvals_2yr: +1.144,8,37.7
310041302,Redbank Plains,QLD,Ipswich,10.140249943797013,40,1,0.0834575559622745,9.293969466641123,41,urban_renewal_score: +2.275 | total_dwellings_2024-25: +1.952 | erp_change_pct: +1.206,33,33.3
505031306,Wanneroo - Sinagra,WA,Perth - North West,9.646428307288632,85,1,0.03682098473738217,9.291237317815707,42,urban_renewal_score: +2.701 | total_dwellings_2024-25: +2.261 | lot_approvals_2yr: +1.269,22,30.4
311031311,Boronia Heights - Park Ridge,QLD,Logan - Beaudesert,10.13185052560116,41,1,0.08505210391419735,9.270115321854616,43,urban_renewal_score: +2.016 | total_dwellings_2024-25: +2.007 | erp_change_pct: +1.542,10,37.1
210051246,Greenvale - Bulla,VIC,Melbourne - North West,9.976344352939124,59,1,0.07159734719103825,9.262064562604388,44,urban_renewal_score: +2.220 | total_dwellings_2024-25: +1.987 | erp_change_pct: +1.467,26,26.3
314021578,Mango Hill,QLD,Moreton Bay - South,9.900947716575825,68,1,0.06467399798382528,9.26061384391604,45,urban_renewal_score: +2.265 | total_dwellings_2024-25: +2.108 | erp_change_pct: +1.192,16,46.7
401021007,Mount Barker,SA,Adelaide - Central and Hills,10.241985369487114,28,1,0.09689572579645915,9.249580763513945,46,urban_renewal_score: +2.176 | total_dwellings_2024-25: +1.971 | erp_change_pct: +1.510,13,39.1
505031258,Yanchep,WA,Perth - North West,9.812136089150906,75,1,0.057624654785063144,9.246715134309525,47,urban_renewal_score: +2.059 | total_dwellings_2024-25: +2.026 | erp_change_pct: +1.601,22,30.4
309071253,Hope Island,QLD,Gold Coast,10.435652144769843,10,1,0.11510490449884297,9.234457401262965,48,urban_renewal_score: +2.197 | total_dwellings_2024-25: +1.910 | erp_change_pct: +1.565,9,40.7
506011308,Piara Waters - Forrestdale,WA,Perth - South East,9.906609626425714,67,1,0.07158869954953166,9.197408326325027,49,urban_renewal_score: +2.212 | total_dwellings_2024-25: +1.957 | erp_change_pct: +1.591,18,36.6
107041548,Wollongong - East,NSW,Illawarra,10.361332048799431,14,1,0.11380653582544681,9.18214474178839,50,urban_renewal_score: +2.302 | total_dwellings_2024-25: +1.851 | erp_change_pct: +1.370,40,25.0
203031489,Barwon Heads - Armstrong Creek,VIC,Geelong,10.122164405583248,43,1,0.09619549218607777,9.14845781859977,51,urban_renewal_score: +2.122 | total_dwellings_2024-25: +1.945 | erp_change_pct: +1.548,7,43.5
309021234,Palm Beach,QLD,Gold Coast,9.85530717556187,71,1,0.07289080127842573,9.136945938690147,52,urban_renewal_score: +2.254 | total_dwellings_2024-25: +2.135 | erp_change_pct: +1.199,9,40.7
313021366,Caboolture - South,QLD,Moreton Bay - North,9.726439286849033,80,1,0.061336531435354516,9.12985323777715,53,urban_renewal_score: +2.256 | total_dwellings_2024-25: +1.969 | erp_change_pct: +1.352,2,63.6
123031447,Picton - Tahmoor - Buxton,NSW,Sydney - Outer South West,9.93943460525512,63,1,0.0819972615452408,9.124428186316198,54,urban_renewal_score: +2.072 | total_dwellings_2024-25: +2.034 | erp_change_pct: +1.535,29,33.3
504031299,Brabham - Henley Brook,WA,Perth - North East,10.212332283950175,32,1,0.10965675343524392,9.09248108069027,55,urban_renewal_score: +2.234 | total_dwellings_2024-25: +1.969 | erp_change_pct: +1.574,37,35.7
205011079,Warragul,VIC,Latrobe - Gippsland,9.45001846166358,96,1,0.0394176755148774,9.077520700332125,56,urban_renewal_score: +2.674 | total_dwellings_2024-25: +2.366 | lot_approvals_2yr: +1.289,53,16.7
203021487,Grovedale - Mount Duneed,VIC,Geelong,9.637036432381732,86,1,0.05926543710620999,9.065893255808158,57,urban_renewal_score: +2.147 | total_dwellings_2024-25: +2.062 | erp_change_pct: +1.468,7,43.5
503021296,Perth (North) - Highgate,WA,Perth - Inner,9.206236614391502,110,1,0.018050678332079146,9.040057798616111,58,urban_renewal_score: +2.543 | total_dwellings_2024-25: +2.199 | erp_change_pct: +1.213,5,50.0
117031647,Waterloo,NSW,Sydney - City and Inner South,9.65187396861164,83,1,0.06426377390100876,9.03160812217175,59,urban_renewal_score: +2.884 | total_dwellings_2024-25: +2.143 | lot_approvals_2yr: +1.175,36,22.2
403021061,Mitchell Park,SA,Adelaide - South,9.566793289019758,88,1,0.05691294009699234,9.022318955641468,60,urban_renewal_score: +3.040 | total_dwellings_2024-25: +2.388 | lot_approvals_2yr: +1.310,47,22.9
111031229,Newcastle - Cooks Hill,NSW,Newcastle and Lake Macquarie,10.05208737368328,50,1,0.10273212182480157,9.0194151090165,61,urban_renewal_score: +2.243 | total_dwellings_2024-25: +1.961 | erp_change_pct: +1.105,39,20.0
206011497,Coburg - East,VIC,Melbourne - Inner,9.714345948974982,81,1,0.07182739224586523,9.016589812085924,62,urban_renewal_score: +2.950 | total_dwellings_2024-25: +2.092 | lot_approvals_2yr: +1.203,4,49.1
212011546,Beaconsfield - Officer,VIC,Melbourne - South East,10.042486993005678,51,1,0.10294367442028206,9.008676481627784,63,urban_renewal_score: +2.169 | total_dwellings_2024-25: +1.963 | erp_change_pct: +1.584,19,44.6
206071143,Fitzroy North,VIC,Melbourne - Inner,9.429835065331028,97,1,0.049816509605343964,8.960073596222156,64,urban_renewal_score: +3.189 | total_dwellings_2024-25: +2.197 | lot_approvals_2yr: +1.222,4,49.1
123031446,Douglas Park - Appin,NSW,Sydney - Outer South West,9.607170928233474,87,1,0.0682783556704262,8.95120909460897,65,total_dwellings_2024-25: +2.031 | urban_renewal_score: +2.025 | erp_change_pct: +1.586,29,33.3
209021428,Preston - East,VIC,Melbourne - North East,9.764087017209588,78,1,0.08464985352723192,8.93755848137565,66,urban_renewal_score: +2.947 | total_dwellings_2024-25: +2.145 | lot_approvals_2yr: +1.252,32,31.0
209041225,Whittlesea,VIC,Melbourne - North East,10.723772891537354,1,1,0.16734604548880858,8.929191905418492,67,urban_renewal_score: +2.092 | total_dwellings_2024-25: +1.977 | erp_change_pct: +1.493,32,31.0
309091540,Southport - North,QLD,Gold Coast,9.076845628361529,117,1,0.01995972945726337,8.895674245294089,68,urban_renewal_score: +2.916 | total_dwellings_2024-25: +2.378 | lot_approvals_2yr: +1.266,9,40.7
316031427,Maroochydore - Kuluin,QLD,Sunshine Coast,9.775805148599094,76,1,0.09091780624807111,8.887010390179865,69,urban_renewal_score: +2.678 | total_dwellings_2024-25: +2.171 | lot_approvals_2yr: +1.237,21,35.3
311031313,Chambers Flat - Logan Reserve,QLD,Logan - Beaudesert,10.142923318071066,39,1,0.12394618337454143,8.885746684535517,70,urban_renewal_score: +2.049 | total_dwellings_2024-25: +1.955 | erp_change_pct: +1.468,10,37.1
116021630,Riverstone,NSW,Sydney - Blacktown,9.705550834701253,82,1,0.08592067801248199,8.871643326499111,71,urban_renewal_score: +2.184 | total_dwellings_2024-25: +1.992 | erp_change_pct: +1.504,35,25.0
206071517,Richmond (South) - Cremorne,VIC,Melbourne - Inner,9.05551847405442,120,1,0.028048805691131336,8.801521995943217,72,urban_renewal_score: +2.929 | total_dwellings_2024-25: +2.380 | lot_approvals_2yr: +1.279,4,49.1
213051589,Wyndham Vale - North,VIC,Melbourne - West,9.99680895447118,57,1,0.12028707346975276,8.794322061301623,73,urban_renewal_score: +2.111 | total_dwellings_2024-25: +1.982 | erp_change_pct: +1.600,8,37.7
117021328,Sydenham - Tempe - St Peters,NSW,Sydney - City and Inner South,9.035650116329272,125,1,0.026843832721448066,8.793098636076996,74,urban_renewal_score: +3.297 | total_dwellings_2024-25: +2.500 | lot_approvals_2yr: +1.377,36,22.2
402021032,Munno Para West - Angle Vale,SA,Adelaide - North,10.512253421084154,9,1,0.16354924597759046,8.792982300540494,75,urban_renewal_score: +2.139 | total_dwellings_2024-25: +1.902 | erp_change_pct: +1.533,24,33.3
209041224,Wallan,VIC,Melbourne - North East,10.281872399013183,25,1,0.1450802841997482,8.790175429258804,76,urban_renewal_score: +2.196 | total_dwellings_2024-25: +1.911 | erp_change_pct: +1.567,32,31.0
108041164,Port Macquarie - West,NSW,Mid North Coast,9.348957568850476,103,1,0.059885356584583535,8.789091911145725,77,urban_renewal_score: +2.295 | total_dwellings_2024-25: +2.228 | lot_approvals_2yr: +1.208,50,22.7
116011303,Blacktown (East) - Kings Park,NSW,Sydney - Blacktown,9.228726916306332,108,1,0.04849611193121468,8.781169542790526,78,urban_renewal_score: +3.285 | total_dwellings_2024-25: +2.333 | lot_approvals_2yr: +1.283,35,25.0
309011225,Burleigh Heads,QLD,Gold Coast,9.025158545841611,128,1,0.02723161837288369,8.779388872566482,79,urban_renewal_score: +3.146 | total_dwellings_2024-25: +2.477 | lot_approvals_2yr: +1.358,9,40.7
117031648,Zetland,NSW,Sydney - City and Inner South,9.543111752739682,93,1,0.08024938152935723,8.777282936716782,80,urban_renewal_score: +2.774 | total_dwellings_2024-25: +2.094 | lot_approvals_2yr: +1.137,36,22.2
111021218,Morisset - Cooranbong,NSW,Newcastle and Lake Macquarie,9.428356920125449,99,1,0.06940041810397776,8.77402500783521,81,urban_renewal_score: +2.071 | total_dwellings_2024-25: +2.026 | erp_change_pct: +1.535,39,20.0
125041491,Northmead,NSW,Sydney - Parramatta,9.041294340473408,123,1,0.02970386332984292,8.772732969059104,82,urban_renewal_score: +3.133 | total_dwellings_2024-25: +2.501 | lot_approvals_2yr: +1.496,12,41.2
213051468,Werribee - West,VIC,Melbourne - West,10.238806254287471,29,1,0.14428028519965394,8.761548367814875,83,urban_renewal_score: +2.210 | total_dwellings_2024-25: +1.928 | erp_change_pct: +1.599,8,37.7
502011026,Mandurah - East,WA,Mandurah,9.00185676236764,130,1,0.02674396418360342,8.76111142752895,84,urban_renewal_score: +2.077 | total_dwellings_2024-25: +2.076 | erp_change_pct: +1.364,1,88.9
106021615,Rutherford (North) - Aberglasslyn,NSW,Hunter Valley exc Newcastle,9.51045057050972,94,1,0.07884932388083214,8.760557973222955,85,urban_renewal_score: +2.555 | total_dwellings_2024-25: +2.200 | lot_approvals_2yr: +1.200,17,40.0
213021344,Newport,VIC,Melbourne - West,9.428603071417236,98,1,0.07094071116353315,8.759731264252224,86,urban_renewal_score: +3.137 | total_dwellings_2024-25: +2.283 | lot_approvals_2yr: +1.339,8,37.7
124031464,Penrith,NSW,Sydney - Outer West and Blue Mountains,9.462397182055298,95,1,0.07558605571684394,8.747171901437559,87,urban_renewal_score: +2.720 | total_dwellings_2024-25: +2.149 | lot_approvals_2yr: +1.225,58,20.0
303021059,Yeronga,QLD,Brisbane - South,9.145397228237762,112,1,0.04406511100750616,8.742404284167726,88,urban_renewal_score: +3.164 | total_dwellings_2024-25: +2.316 | lot_approvals_2yr: +1.271,23,29.4
203021043,Lara,VIC,Geelong,9.363040844024482,102,1,0.06962817095573767,8.71110943547119,89,total_dwellings_2024-25: +2.154 | urban_renewal_score: +1.796 | erp_change_pct: +1.487,7,43.5
208011170,Brighton East,VIC,Melbourne - Inner South,9.055193959780336,121,1,0.03828102411185257,8.708551861468484,90,urban_renewal_score: +3.280 | total_dwellings_2024-25: +2.405 | lot_approvals_2yr: +1.403,6,55.2
106021114,Maitland,NSW,Hunter Valley exc Newcastle,9.098561871869745,116,1,0.0434744355036959,8.703007030594756,91,urban_renewal_score: +2.752 | total_dwellings_2024-25: +2.446 | lot_approvals_2yr: +1.321,17,40.0
127011728,Leppington - Catherine Field,NSW,Sydney - South West,9.557506773341402,90,1,0.08964863798376496,8.700689308590736,92,urban_renewal_score: +2.185 | total_dwellings_2024-25: +2.035 | erp_change_pct: +1.516,20,35.3
206041509,Southbank - East,VIC,Melbourne - Inner,9.949722184108955,61,1,0.128344568811046,8.672729380599792,93,urban_renewal_score: +2.587 | total_dwellings_2024-25: +1.932 | erp_change_pct: +1.158,4,49.1
305021115,East Brisbane,QLD,Brisbane Inner City,8.978343449644466,132,1,0.03526477146074728,8.661724219796657,94,urban_renewal_score: +3.284 | total_dwellings_2024-25: +2.416 | lot_approvals_2yr: +1.414,11,39.4
404011097,Woodville - Cheltenham,SA,Adelaide - West,9.039941981015568,124,1,0.04346862326504381,8.646988148704947,95,urban_renewal_score: +3.178 | total_dwellings_2024-25: +2.345 | lot_approvals_2yr: +1.384,14,60.0
206061136,Prahran - Windsor,VIC,Melbourne - Inner,9.249779734553911,106,1,0.06751817310172309,8.62525150528349,96,urban_renewal_score: +2.628 | total_dwellings_2024-25: +2.169 | lot_approvals_2yr: +1.303,4,49.1
505031105,Mindarie - Quinns Rocks - Jindalee,WA,Perth - North West,9.070564100458975,119,1,0.04941536767918741,8.622338840377157,97,urban_renewal_score: +2.195 | total_dwellings_2024-25: +2.144 | erp_change_pct: +1.255,22,30.4
309081559,Robina - East,QLD,Gold Coast,8.771958627472914,140,1,0.017269822515982636,8.620468458858914,98,urban_renewal_score: +3.085 | total_dwellings_2024-25: +2.522 | lot_approvals_2yr: +1.377,9,40.7
121041414,Crows Nest - Waverton,NSW,Sydney - North Sydney and Hornsby,8.919246758919153,134,1,0.03685761510535518,8.590504594849223,99,urban_renewal_score: +3.153 | total_dwellings_2024-25: +2.478 | lot_approvals_2yr: +1.477,27,38.5
127011505,Austral - Greendale,NSW,Sydney - South West,10.096774462196464,47,1,0.1540767768512437,8.541095996467284,100,urban_renewal_score: +2.157 | total_dwellings_2024-25: +2.033 | erp_change_pct: +1.454,20,35.3
404011093,Hindmarsh - Brompton,SA,Adelaide - West,8.957039441450632,133,1,0.04940574021035907,8.514510277752382,101,urban_renewal_score: +3.280 | total_dwellings_2024-25: +2.183 | erp_change_pct: -1.374,14,60.0
126011721,Epping (NSW) - West,NSW,Sydney - Ryde,9.135100015451764,113,1,0.06829728154612598,8.511197517744435,102,urban_renewal_score: +3.179 | total_dwellings_2024-25: +2.215 | lot_approvals_2yr: +1.274,3,69.2
203021485,Charlemont,VIC,Geelong,9.845261068900598,73,1,0.13641611322278968,8.50220882021753,103,urban_renewal_score: +2.133 | total_dwellings_2024-25: +1.987 | erp_change_pct: +1.602,7,43.5
213051579,Manor Lakes - Quandong,VIC,Melbourne - West,9.074566863371668,118,1,0.06418188893991558,8.49214402076891,104,urban_renewal_score: +2.187 | total_dwellings_2024-25: +2.086 | erp_change_pct: +1.638,8,37.7
801041040,Gungahlin,ACT,Australian Capital Territory,9.764245773099477,77,1,0.13223910566704972,8.473030644551532,105,urban_renewal_score: +2.570 | total_dwellings_2024-25: +2.050 | erp_change_pct: +1.161,81,6.0
117031330,Erskineville - Alexandria,NSW,Sydney - City and Inner South,8.918925687974086,135,1,0.05146962848015125,8.459871896371983,106,urban_renewal_score: +2.990 | total_dwellings_2024-25: +2.238 | lot_approvals_2yr: +1.212,36,22.2
319051522,Burrum - Fraser,QLD,Wide Bay,8.723044776647706,143,1,0.03137581011195652,8.449352180137513,107,urban_renewal_score: +2.531 | total_dwellings_2024-25: +2.371 | lot_approvals_2yr: +1.214,25,34.3
316021580,Caloundra West - Baringa,QLD,Sunshine Coast,10.35490257947464,15,1,0.18425551334381252,8.446954689068372,108,urban_renewal_score: +2.200 | total_dwellings_2024-25: +1.838 | erp_change_pct: +1.525,21,35.3
313051378,Margate - Woody Point,QLD,Moreton Bay - North,8.82300811390903,137,1,0.04296123179926946,8.443960817160548,109,urban_renewal_score: +3.290 | total_dwellings_2024-25: +2.488 | lot_approvals_2yr: +1.351,2,63.6
316061439,Beerwah,QLD,Sunshine Coast,8.638380094641104,148,1,0.025487810634864702,8.418206698596906,110,urban_renewal_score: +2.859 | total_dwellings_2024-25: +2.502 | lot_approvals_2yr: +1.309,21,35.3
206071145,Clifton Hill - Alphington,VIC,Melbourne - Inner,9.121359289503433,114,1,0.07769592892889454,8.412666806411263,111,urban_renewal_score: +2.612 | total_dwellings_2024-25: +2.338 | lot_approvals_2yr: +1.234,4,49.1
401061021,Prospect,SA,Adelaide - Central and Hills,8.813324503472847,139,1,0.04667571769431092,8.401956257000396,112,urban_renewal_score: +3.319 | total_dwellings_2024-25: +2.319 | lot_approvals_2yr: +1.344,13,39.1
123021444,Rosemeadow - Glen Alpine,NSW,Sydney - Outer South West,8.97882895839028,131,1,0.06439015151453345,8.40068080133645,113,urban_renewal_score: +2.618 | total_dwellings_2024-25: +2.241 | lot_approvals_2yr: +1.315,29,33.3
503011035,Nedlands - Dalkeith - Crawley,WA,Perth - Inner,8.63344503178502,149,1,0.027256310406826544,8.398129174118415,114,urban_renewal_score: +2.604 | total_dwellings_2024-25: +2.260 | lot_approvals_2yr: +1.341,5,50.0
208011172,Hampton,VIC,Melbourne - Inner South,9.421904385749324,100,1,0.1088284702714309,8.39653294440454,115,urban_renewal_score: +3.140 | total_dwellings_2024-25: +2.259 | lot_approvals_2yr: +1.289,6,55.2
211051275,Chirnside Park,VIC,Melbourne - Outer East,8.753856072442495,141,1,0.04270828621465147,8.379993881818756,116,urban_renewal_score: +3.230 | total_dwellings_2024-25: +2.272 | lot_approvals_2yr: +1.301,48,27.5
212021553,Berwick - South East,VIC,Melbourne - South East,8.840236057225189,136,1,0.05271217461004421,8.374247990582726,117,total_dwellings_2024-25: +2.125 | urban_renewal_score: +1.676 | erp_change_pct: +1.530,19,44.6
801101136,Denman Prospect,ACT,Australian Capital Territory,9.104338200594755,115,1,0.08052121255789074,8.37124584914574,118,total_dwellings_2024-25: +2.060 | urban_renewal_score: +2.023 | erp_change_pct: +1.382,81,6.0
208011171,Highett (West) - Cheltenham,VIC,Melbourne - Inner South,8.813602744739397,138,1,0.05402474487208913,8.337450105050907,119,urban_renewal_score: +2.942 | total_dwellings_2024-25: +2.219 | lot_approvals_2yr: +1.238,6,55.2
504031057,Beechboro,WA,Perth - North East,8.733509074913721,142,1,0.04630522252855635,8.329101993744674,120,total_dwellings_2024-25: +2.101 | erp_change_pct: +1.613 | urban_renewal_score: +1.589,37,35.7
212011551,Pakenham - South East,VIC,Melbourne - South East,8.597780547871032,152,1,0.03155359298784996,8.326489679864656,121,urban_renewal_score: +3.002 | total_dwellings_2024-25: +2.279 | erp_change_pct: -1.586,19,44.6
319041516,Booral - River Heads,QLD,Wide Bay,8.628977344904587,150,1,0.03698332862030203,8.30984904010084,122,total_dwellings_2024-25: +2.188 | urban_renewal_score: +1.619 | erp_change_pct: +1.517,25,34.3
206041117,Carlton,VIC,Melbourne - Inner,8.432060100933498,158,1,0.01497592824148993,8.305782173933988,123,urban_renewal_score: +2.575 | total_dwellings_2024-25: +2.280 | erp_change_pct: +1.662,4,49.1
208011173,Sandringham - Black Rock,VIC,Melbourne - Inner South,8.703523452820173,144,1,0.047101805440479955,8.293571784498782,124,urban_renewal_score: +3.306 | total_dwellings_2024-25: +2.353 | lot_approvals_2yr: +1.396,6,55.2
313041373,Deception Bay,QLD,Moreton Bay - North,9.0488975091223,122,1,0.08430486982140842,8.286031382588478,125,urban_renewal_score: +3.119 | total_dwellings_2024-25: +2.344 | lot_approvals_2yr: +1.313,2,63.6
