erp_2023,erp_change_pct,net_internal_migration,net_overseas_migration,pop_density_2024,total_dwellings_2022-23,total_dwellings_2023-24,total_value_m_2022-23,total_value_m_2023-24,approval_growth_rate,growth_20yr,growth_10yr,growth_5yr,growth_acceleration,years_of_growth,dwellings_2526_fytd,seifa_disadvantage_score,seifa_adv_disadv_score,seifa_economic_score,seifa_education_score,high_pressure,sa2_name,state,pressure_score
6214.0,-0.1,-34.0,31.0,0.9,84.0,92.0,0.040552792000000004,0.039893988,0.09411764705882353,0.00032232070910556004,0.04266756257349236,0.014547237659365806,-0.006786543627380372,13,9.0,1000.0,968.0,1006.0,970.0,0,Towong,VIC,0.0
15582.0,0.4,-49.0,75.0,101.7,200.0,254.0,0.09717909599999999,0.11275856400000002,0.26865671641791045,0.21044083526682134,0.03834671266503019,0.022606991179353154,0.0034336348468380594,20,33.0,961.0,931.0,973.0,924.0,0,West Wodonga,VIC,3.5
5454.0,0.6,11.0,12.0,7.7,84.0,56.0,0.043161904,0.031228204000000002,-0.32941176470588235,0.3721860930465233,0.21586879432624115,0.11799470144691257,0.010060304283791996,20,6.0,1068.0,1032.0,1069.0,1026.0,0,Yackandandah,VIC,0.2
13875.0,3.0,238.0,78.0,57.4,532.0,1332.0,0.22310122000000002,0.51343322,1.5009380863039399,2.5887521968365554,0.7583958666502645,0.256836366833729,-0.12236156649140323,22,163.0,1054.0,1025.0,1071.0,1016.0,1,Baranduda - Leneva,VIC,99.8
14812.0,0.5,-125.0,102.0,490.9,72.0,344.0,0.034469286,0.34758590800000005,3.7260273972602738,-0.011425534741596917,-0.01898483849703362,-0.034200791745084044,-0.024708372496567235,10,38.0,920.0,900.0,915.0,918.0,0,Wodonga,VIC,5.7
21176.0,3.0,429.0,53.0,66.7,880.0,620.0,0.348396108,0.23966569599999998,-0.29511918274687854,1.206010320752808,0.4341534008683068,0.18180832610581094,-0.035268374328342456,22,97.0,990.0,953.0,1016.0,934.0,1,Drouin,VIC,99.8
6689.0,0.8,12.0,21.0,2.4,84.0,56.0,0.051962916,0.035054343999999994,-0.32941176470588235,0.1751786648073906,0.10997695093842608,0.06022959584840384,0.005241120379190799,22,12.0,1019.0,985.0,1036.0,974.0,0,Mount Baw Baw Region,VIC,0.1
8487.0,1.2,58.0,21.0,17.1,120.0,128.0,0.036424044,0.048691323999999994,0.06611570247933884,0.40520202846392933,0.14319936119244078,0.05905560350141783,-0.012544077094802562,20,11.0,1005.0,967.0,1018.0,958.0,0,Trafalgar (Vic.),VIC,0.2
24414.0,2.0,304.0,97.0,70.7,678.0,682.0,0.288400936,0.271730264,0.005891016200294551,0.753731343283582,0.3835045820605387,0.17036271377560608,-0.021389577254663283,22,156.0,1010.0,985.0,1019.0,979.0,1,Warragul,VIC,99.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16623142250530784,-0.75,1,0.0,0.0,0.0,0.0,0.0,0,Alps - East,VIC,0.1
15818.0,-0.2,-7.0,53.0,101.9,292.0,606.0,0.11689834599999999,0.22911820600000002,1.0716723549488054,0.3070937836271832,0.11534114987992654,0.015629019809621815,-0.042041555130341454,21,63.0,951.0,920.0,956.0,922.0,1,Bairnsdale,VIC,97.2
8498.0,1.0,40.0,21.0,1.2,160.0,208.0,0.074263328,0.10322135999999998,0.2981366459627329,0.24167872648335745,0.11486486486486487,0.06438407145515444,0.006951639022722007,20,28.0,1000.0,960.0,1022.0,951.0,0,Bruthen - Omeo,VIC,0.5
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0076,0.0,-0.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Lake King,VIC,0.1
11251.0,0.4,65.0,30.0,52.8,284.0,300.0,0.13092604,0.160359496,0.056140350877192984,0.35450623202301057,0.14138557867097556,0.06141998497370398,-0.0092728043617838,22,27.0,955.0,923.0,962.0,922.0,0,Lakes Entrance,VIC,6.1
6685.0,0.5,52.0,13.0,0.6,204.0,146.0,0.08488826399999999,0.07194945200000001,-0.28292682926829266,-0.04667990919409762,0.01725965177895534,0.02252320803530665,0.01389338214582898,7,21.0,932.0,912.0,936.0,929.0,0,Orbost,VIC,0.1
7051.0,1.4,135.0,24.0,17.1,268.0,244.0,0.108066416,0.11233232799999998,-0.08921933085501858,0.5417115757706402,0.18508699254349628,0.060970182465509566,-0.031573313806238575,22,46.0,989.0,950.0,986.0,953.0,0,Paynesville,VIC,3.0
9507.0,1.1,64.0,45.0,6.4,348.0,228.0,0.143776976,0.130449076,-0.3438395415472779,0.1616100568113139,0.10880350755740163,0.05315068493150685,-0.0012510688471939688,19,33.0,1005.0,971.0,1002.0,984.0,0,Foster,VIC,3.6
140.0,0.7,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5604395604395604,0.23478260869565218,0.10077519379844961,-0.016616110549376478,15,0.0,997.0,998.0,951.0,1058.0,0,French Island,VIC,0.2
9892.0,0.8,35.0,23.0,16.6,172.0,166.0,0.087285644,0.081903308,-0.03468208092485549,0.249185667752443,0.09704037847948069,0.03929539295392954,-0.009224796285810806,21,21.0,1006.0,966.0,1026.0,953.0,0,Korumburra,VIC,0.6
11642.0,0.3,15.0,45.0,14.6,216.0,172.0,0.09518491200000001,0.091200024,-0.20276497695852536,0.1926062091503268,0.0609612065049514,0.02286064640448454,-0.007619956847991157,22,25.0,998.0,963.0,1004.0,962.0,0,Leongatha,VIC,0.6
14274.0,1.9,257.0,67.0,144.6,892.0,2452.0,0.399393404,0.7425607120000001,1.7469204927211646,0.9755501222493888,0.4392874814448293,0.16603864346989497,-0.05360509725251969,22,38.0,1005.0,971.0,997.0,980.0,0,Phillip Island,VIC,34.4
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.06666666666666667,-0.004761904761904759,3,0.0,0.0,0.0,0.0,1119.0,0,Wilsons Promontory,VIC,0.1
26042.620000000003,1.9,457.0,95.0,39.5,1234.0,1366.0,0.655715462,0.7350579040000002,0.10688259109311742,0.6318563009972802,0.33254673329631684,0.16228105577528454,-0.003992310872873883,22,159.0,986.0,950.0,990.0,952.0,1,Wonthaggi - Inverloch,VIC,99.9
12094.0,1.1,5.0,55.0,15.3,278.0,160.0,0.08896319,0.060757056000000004,-0.4229390681003584,0.06946023969906395,0.05597305001295672,0.045407901487942534,0.017421376481464173,15,20.0,974.0,942.0,994.0,933.0,0,Churchill,VIC,0.4
17349.0,0.9,179.0,60.0,166.3,530.0,552.0,0.18157334999999997,0.17152138199999997,0.04143126177024482,0.02643300902590552,0.03971740679173593,0.024271844660194174,0.004413141264326209,12,57.0,877.0,861.0,895.0,864.0,0,Moe - Newborough,VIC,23.2
14453.0,0.5,38.0,56.0,169.9,302.0,96.0,0.099042892,0.034485419999999996,-0.6798679867986799,0.012616757284260422,0.029407596371882085,0.024760158013544017,0.010056359827602975,13,31.0,824.0,820.0,859.0,829.0,0,Morwell,VIC,2.9
4819.0,2.4,80.0,8.0,14.4,100.0,112.0,0.050347487999999996,0.052572828,0.1188118811881188,0.07816593886462882,0.08575197889182058,0.06583207424994604,0.02295608480403575,14,18.0,1003.0,950.0,1029.0,904.0,0,Yallourn North - Glengarry,VIC,0.2
12201.0,0.5,23.0,53.0,113.2,194.0,264.0,0.07386475,0.09884493600000002,0.358974358974359,0.2647210477467258,0.06402915148360229,0.03380257944870606,0.001788003706904913,22,93.0,951.0,926.0,951.0,914.0,1,Traralgon - East,VIC,97.6
17080.0,0.8,-29.0,108.0,416.6,224.0,202.0,0.10930007199999998,0.10349943599999999,-0.09777777777777778,0.3975659229208925,0.12112731059619891,0.04330708661417323,-0.017256568683926228,22,17.0,1011.0,978.0,994.0,959.0,0,Traralgon - West,VIC,6.2
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1111111111111111,-0.1111111111111111,0.0,0.05555555555555555,4,0.0,0.0,0.0,0.0,1058.0,0,Alps - West,VIC,0.2
4965.0,1.1,19.0,23.0,3.1,264.0,196.0,0.09715088399999999,0.07680348399999999,-0.25660377358490566,0.31062385800052206,0.1997610513739546,0.07654373927958834,-0.023336786407388968,18,18.0,978.0,948.0,1009.0,937.0,0,Longford - Loch Sport,VIC,0.1
15176.0,1.8,147.0,69.0,6.1,380.0,312.0,0.13340852000000003,0.1245845,-0.1784776902887139,0.18811043605321848,0.11908728721477725,0.07143352520979264,0.011889881602404014,21,59.0,980.0,940.0,1000.0,922.0,0,Maffra,VIC,12.3
4887.0,0.8,-2.0,14.0,5.1,76.0,100.0,0.035281744000000004,0.047095384000000004,0.3116883116883117,0.10873480414227825,0.03837233818258486,0.000812842918106076,-0.018373326173186356,16,9.0,991.0,954.0,1022.0,937.0,0,Rosedale,VIC,0.1
15362.0,0.2,-82.0,105.0,337.4,376.0,136.0,0.14502773200000002,0.056470962,-0.636604774535809,0.1250274182934854,0.04460285132382892,0.02062881400902096,-0.0016726116528935006,22,18.0,970.0,950.0,960.0,959.0,0,Sale,VIC,1.1
5580.0,0.6,45.0,14.0,2.9,88.0,96.0,0.032011336,0.032809016,0.0898876404494382,-0.012484614032002813,0.0497196261682243,0.025753424657534246,0.000893611573422097,14,8.0,945.0,917.0,969.0,919.0,0,Yarram,VIC,0.1
13775.0,4.8,129.0,444.0,6659.0,1136.0,400.0,0.46094937199999997,0.210153436,-0.6473175021987687,0.9877477973568282,0.38304597701149423,0.1456796000952154,-0.045843388410531705,21,18.0,1076.0,1117.0,943.0,1162.0,0,Brunswick East,VIC,14.8
15202.0,2.9,-105.0,481.0,4920.3,378.0,304.0,0.183470226,0.14156858399999997,-0.19525065963060687,0.26006765463917525,0.10230395265271612,0.05318074722315719,0.002028770896799127,21,16.0,1047.0,1073.0,949.0,1112.0,0,Brunswick West,VIC,18.6
10628.0,2.3,47.0,164.0,3636.7,248.0,180.0,0.128151984,0.11676773599999998,-0.27309236947791166,0.2293598733318254,0.07379235404524351,-0.0003678499172337686,-0.037264026939855525,19,16.0,1069.0,1076.0,1038.0,1080.0,1,Pascoe Vale South,VIC,85.6
14065.0,3.8,14.0,452.0,6058.3,2380.0,28.0,0.969201628,0.014477504,-0.9734617763189192,0.294086355173331,0.12945910392323765,0.040861441916850885,-0.023868110044767937,20,11.0,1054.0,1097.0,948.0,1132.0,1,Brunswick - North,VIC,93.3
14286.0,6.3,336.0,519.0,5557.2,678.0,1436.0,0.224287576,1.175033832,1.1163475699558174,0.6188192668371697,0.1478766812755025,0.05956615749459441,-0.014372183143156837,20,217.0,1068.0,1116.0,944.0,1158.0,1,Brunswick - South,VIC,97.4
13545.0,3.1,-60.0,403.0,3727.1,252.0,464.0,0.11936166799999998,0.209534072,0.8379446640316206,0.42331600937531844,0.08667237220882285,0.04246902522764592,-0.0008671608767655062,20,11.0,1027.0,1060.0,967.0,1099.0,1,Coburg - East,VIC,86.4
14528.0,2.1,-40.0,288.0,4654.0,272.0,220.0,0.11926847200000001,0.10341682799999999,-0.19047619047619047,0.13208698969858831,0.039226674138414123,0.01414997607491968,-0.005463360994287382,18,26.0,1042.0,1068.0,1007.0,1082.0,0,Coburg - West,VIC,2.9
9494.0,2.0,-56.0,200.0,3357.7,176.0,244.0,0.129583744,0.190183104,0.384180790960452,0.22863302054273396,0.08317495807713807,0.02334178284748627,-0.018245696191082763,20,17.0,1070.0,1107.0,1005.0,1138.0,0,Alphington - Fairfield,VIC,25.8
19616.0,1.9,-81.0,355.0,3998.6,376.0,400.0,0.18957249599999998,0.258530104,0.0636604774535809,0.1715424752301108,0.05251237754134626,0.012823112012164217,-0.013433076758508912,19,51.0,1048.0,1083.0,974.0,1117.0,0,Thornbury,VIC,78.1
15561.0,2.3,9.0,300.0,4531.2,284.0,684.0,0.17836848000000002,0.473809964,1.4035087719298245,0.23947061113273646,0.031687402799377914,-0.015155264134603488,-0.030998965534292447,20,27.0,1064.0,1112.0,1005.0,1146.0,0,Northcote - East,VIC,49.7
10737.0,2.0,-38.0,216.0,4162.1,272.0,80.0,0.12148183200000001,0.06897332399999999,-0.7032967032967034,0.3186469242807271,0.0823041201462306,0.0076349921810321035,-0.0335170678920832,20,5.0,1080.0,1124.0,999.0,1156.0,0,Northcote - West,VIC,36.9
15729.0,2.7,-44.0,344.0,4211.0,128.0,164.0,0.1061979,0.115164684,0.27906976744186046,0.29064472317648,0.08634254589469437,0.024088748019017434,-0.01908252492832975,20,16.0,1015.0,1062.0,981.0,1093.0,0,Ascot Vale,VIC,27.6
9786.0,5.2,-69.0,507.0,6509.4,60.0,80.0,0.029030772,0.03544,0.32786885245901637,0.2761656746031746,-0.0020364623739332816,-0.016250836440110886,-0.015232605253144245,16,2.0,929.0,997.0,862.0,1068.0,1,Flemington,VIC,87.6
17206.0,3.6,168.0,418.0,4092.4,192.0,2804.0,0.103034352,1.5686477134800014,10.0,0.41359346498532795,0.20261790702381755,0.10749347582950168,0.006184522317592908,21,17.0,1067.0,1097.0,998.0,1116.0,0,Moonee Ponds,VIC,14.7
16630.0,3.2,133.0,351.0,3509.4,436.0,304.0,0.409892004,0.30061423600000003,-0.30205949656750575,0.25600292825768667,0.09064903693344352,0.010721649484536083,-0.034602868982185675,20,30.0,1073.0,1086.0,1035.0,1083.0,0,Essendon (West) - Aberfeldie,VIC,30.1
12668.0,2.2,-94.0,342.0,3642.3,184.0,628.0,0.129860092,0.49707273199999996,2.4,0.25577109602327835,0.11853131749460043,0.019529096779273957,-0.03973656196802626,19,43.0,1071.0,1091.0,996.0,1111.0,0,Essendon - East,VIC,14.3
21439.0,11.7,-408.0,1137.1800000000003,9098.44300000001,204.0,0.0,0.271381848,0.0,-0.9734617763189192,1.5136411332633788,0.34246805648957634,0.1390870185449358,-0.032147009699852375,20,0.0,962.0,1050.0,773.0,1143.0,1,Carlton,VIC,95.1
17764.0,4.5,-542.0,1137.1800000000003,7597.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0246428960854868,0.1342700061087355,-0.37805144193400786,21,503.130000000001,1044.0,1109.0,875.0,1160.0,1,Docklands,VIC,95.0
5105.0,2.3,-70.0,184.0,1800.8,480.0,24.0,0.846016,0.093704,-0.9480249480249481,0.3995176848874598,-0.02827906976744186,-0.035813180727339855,-0.021673645843618923,17,1.0,1107.0,1156.0,980.0,1187.0,0,East Melbourne,VIC,3.6
78.0,0.0,0.0,0.0,45.6,0.0,2336.0,0.0,1.04,10.0,1.0789473684210527,-0.12222222222222222,-0.05952380952380952,0.0015873015873015886,14,0.0,1118.0,1133.0,972.0,1187.0,0,Flemington Racecourse,VIC,2.4
11409.0,2.5,-107.0,320.0,5449.0,1608.0,2912.0,0.6469036,1.32736,0.8104412678682411,0.5220502146481072,0.060647266793581726,0.007578367206338271,-0.02274526619045259,19,446.0,1044.0,1097.0,950.0,1146.0,0,Kensington (Vic.),VIC,21.6
8019.0,3.4,-247.0,558.0,2048.1,0.0,0.0,0.0,0.0,0.0,0.5552222013875867,0.11358754027926961,0.000241196333815726,-0.05655257380581908,18,0.0,1055.0,1102.0,914.0,1163.0,0,Parkville,VIC,0.8
6796.0,2.2,-50.0,245.0,4622.3,4.0,0.0,0.016,0.0,-0.8,0.3063181647235803,0.08580806502031885,-0.015447845804988663,-0.058351878315148084,17,86.0,1103.0,1147.0,961.0,1185.0,0,South Yarra - West,VIC,1.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16623142250530784,-0.75,1,0.0,0.0,0.0,0.0,0.0,0,West Melbourne - Industrial,VIC,0.1
12449.0,10.0,-240.0,1137.1800000000003,9098.44300000001,0.0,0.0,0.0,0.0,0.0,2.4262131065532766,0.31006120887528693,0.0931290399808475,-0.06190156445679597,20,0.0,995.0,1079.0,783.0,1147.0,0,Melbourne CBD - East,VIC,8.4
21631.0,9.0,-444.0,1137.1800000000003,9098.44300000001,0.0,0.0,0.0,0.0,0.0,13.22195416164053,1.0870950610727563,0.28389415223783077,-0.2596533782985474,21,0.0,961.0,1051.0,716.0,1139.0,0,Melbourne CBD - North,VIC,25.6
20083.0,7.2,-602.59,1137.1800000000003,9098.44300000001,0.0,0.0,0.0,0.0,0.0,9.813159216474133,0.8129684210526316,0.14815209855474376,-0.258332111971572,21,0.0,994.0,1073.0,766.0,1141.0,0,Melbourne CBD - West,VIC,44.4
18044.0,6.5,-249.0,1137.1800000000003,7926.8,3220.0,344.0,1.048028728,0.263203464,-0.892890406705992,1.0832339872114447,0.2979068197164078,0.07134098762679746,-0.07761242223140645,21,3.0,981.0,1056.0,848.0,1139.0,0,North Melbourne,VIC,17.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Royal Botanic Gardens Victoria,VIC,0.1
7432.0,5.8,-127.0,541.0,9098.44300000001,3817.4400000000023,0.0,1.5111555952400206,0.0,-0.9734617763189192,4.234198270126414,0.21893399442206385,0.021953754221875812,-0.08751324298915611,20,0.0,1055.0,1112.0,891.0,1154.0,0,Southbank (West) - South Wharf,VIC,12.2
18787.0,3.4,-585.0,1137.1800000000003,9098.44300000001,3817.4400000000023,0.0,1.5111555952400206,0.0,-0.9734617763189192,5.867797808412867,0.7819866091901312,0.16299533101879565,-0.22799797357626994,21,0.0,1052.0,1104.0,859.0,1155.0,1,Southbank - East,VIC,97.3
8734.0,6.5,8.0,521.0,9098.44300000001,0.0,56.0,0.0,0.043736,10.0,2.8533554266777132,0.923490488006617,0.31161872532430906,-0.15012651867899945,22,198.0,1046.0,1099.0,882.0,1150.0,0,West Melbourne - Residential,VIC,4.4
16875.0,1.8,-289.0,558.0,3676.0,8.0,3739.0800000000017,0.0082069,1.5686477134800014,10.0,0.38936049801924166,0.10209709485025333,0.006029738906451235,-0.04501880851867543,20,2.0,1084.0,1132.0,996.0,1160.0,1,Albert Park,VIC,92.8
15466.0,3.2,-95.0,466.0,6251.9,152.0,168.0,0.172619572,0.14367875200000002,0.10457516339869281,0.19628269504609158,-0.0063496015936254984,-0.014873788804542369,-0.01169898800772962,17,8.0,1083.0,1117.0,978.0,1154.0,0,Elwood,VIC,6.2
16788.0,0.6,-401.0,440.0,6052.9,188.0,100.0,0.2484,0.105697844,-0.4656084656084656,0.548514306676449,-0.0018325845353511468,-0.0246086303506441,-0.023692338082968528,18,3.0,1052.0,1108.0,990.0,1138.0,1,Port Melbourne,VIC,91.7
16768.0,3.4,-138.0,579.0,7181.3,80.0,108.0,0.04908,0.124623828,0.345679012345679,0.14818494965553788,0.011260210035005835,-0.021618875592684578,-0.027248980610187497,18,2.0,1066.0,1101.0,941.0,1144.0,0,St Kilda East,VIC,3.1
2494.0,4.7,61.0,35.0,341.6,3817.4400000000023,3739.0800000000017,1.5111555952400206,1.5686477134800014,0.208363201911589,20.0,10.0,1.030518623406357,-2.424852180209458,19,389.0,1084.0,1141.0,958.0,1137.0,1,Port Melbourne Industrial,VIC,95.9
12520.0,3.2,-68.0,463.0,6834.9,272.0,16.0,0.249439048,0.016157472,-0.9377289377289377,0.5198258618661019,0.08527978491009915,0.01190755973364669,-0.030732332721402883,19,248.0,1029.0,1094.0,931.0,1146.0,1,South Melbourne,VIC,92.4
13194.0,4.0,-184.0,661.0,8926.8,0.0,1336.0,0.0,0.9662776000000001,10.0,0.6036920200958056,0.12186350633428689,0.00358265701542736,-0.057349096151716086,20,0.0,1047.0,1083.0,904.0,1122.0,0,St Kilda - Central,VIC,3.6
15496.0,3.6,-232.0,779.0,6794.0,12.0,4.0,0.00624,0.0015467999999999999,-0.6153846153846154,0.42742867300684384,0.10552763819095477,0.018518518518518517,-0.03424530057695887,20,41.0,1052.0,1091.0,916.0,1137.0,0,St Kilda - West,VIC,7.3
9774.0,2.3,-62.0,234.0,4578.4,236.0,556.0,0.23649311599999998,0.863313916,1.350210970464135,0.15811421290397312,0.06497656582871751,-0.00467894474863116,-0.03716722766298992,19,3.0,1089.0,1130.0,987.0,1167.0,0,Armadale,VIC,18.3
20282.0,3.2,-213.0,800.0,7203.4,544.0,3216.0,0.47803091200000003,1.3114869160000002,4.902752293577982,0.26161914521670987,0.021824040621033103,-0.007775091262504148,-0.0186871115730207,17,70.0,1076.0,1123.0,941.0,1154.0,1,Prahran - Windsor,VIC,95.7
13344.0,1.2,-140.0,294.0,3123.5,772.0,384.0,1.246593632,1.5636821720000003,-0.5019404915912031,0.013965012388317441,-0.02694718639671446,-0.029604081339369117,-0.016130488141011888,15,74.0,1104.0,1150.0,1035.0,1177.0,0,Toorak,VIC,8.6
12960.0,5.2,-200.0,822.0,9098.44300000001,48.0,156.0,0.0976,0.34303743200000003,2.204081632653061,1.7588021044111695,0.49774799516642865,0.11270709214070024,-0.13616690544251409,19,134.0,1090.0,1142.0,905.0,1187.0,1,South Yarra - North,VIC,26.6
10517.0,0.4,-507.0,506.0,7835.3,44.0,40.0,0.030935924,0.070022288,-0.08888888888888889,0.3228514156852919,0.027040171189572998,-0.10562425885143148,-0.11914434444621798,19,4.0,1030.0,1094.0,911.0,1136.0,1,South Yarra - South,VIC,1.5
10017.0,2.8,-176.0,381.0,5914.4,36.0,632.0,0.02020606,0.286681848,10.0,1.4801252710190316,0.38896384241770104,0.07295466388744137,-0.12152725732140915,21,1.0,1077.0,1127.0,951.0,1163.0,1,Abbotsford,VIC,86.3
8537.0,2.5,-91.0,281.0,3796.1,12.0,20.0,0.008656203999999999,0.032426624,0.6153846153846154,0.037230258477590705,-0.016415561052394872,-0.02745969983324069,-0.01925191930704325,15,0.0,1087.0,1135.0,969.0,1169.0,0,Carlton North - Princes Hill,VIC,0.3
10491.0,6.2,96.0,486.0,8797.1,228.0,4.0,0.165626,0.000383128,-0.9734617763189192,1.1344312523937188,0.38925588931821015,0.1338758901322482,-0.060752054526856863,21,2.0,962.0,1045.0,864.0,1109.0,0,Collingwood,VIC,12.0
11489.0,4.3,-71.0,505.0,8697.3,884.0,680.0,0.8031815880000001,0.578980772,-0.2305084745762712,0.4411976911976912,0.10146126275158533,0.05371900826446281,0.0029883768886701453,18,40.0,979.0,1066.0,884.0,1125.0,1,Fitzroy,VIC,96.6
13391.0,2.5,-29.0,362.0,5477.6,1020.0,20.0,0.37755067200000003,0.019239772000000002,-0.9734617763189192,0.23286317491689876,0.0840508728967533,0.01426459719142646,-0.027760839256950186,20,41.0,1066.0,1125.0,962.0,1171.0,1,Fitzroy North,VIC,92.7
10977.0,2.9,60.0,219.0,2167.8,2116.0,1668.0,0.9410891120000001,0.7432711000000001,-0.21162021728861596,0.4715923898879333,0.22245074691491665,0.12997798679207526,0.018752613334616933,21,74.0,1094.0,1143.0,1026.0,1175.0,1,Clifton Hill - Alphington,VIC,96.8
18696.0,2.9,-124.0,528.0,4483.5,356.0,292.0,0.19874892000000005,0.30785123999999997,-0.1792717086834734,0.3526763733558416,0.0913063216434003,0.007755593984174396,-0.03789756683752575,19,10.0,1106.0,1158.0,984.0,1173.0,1,Richmond (South) - Cremorne,VIC,91.3
14891.0,2.9,-223.0,562.0,7965.0,772.0,92.0,0.30159400399999997,0.058492916,-0.8796895213454075,0.5083193856453677,0.15049564433763893,0.01604987398859265,-0.05919794818022681,19,487.0,977.0,1048.0,887.0,1101.0,0,Richmond - North,VIC,5.0
8163.0,2.9,92.0,141.0,2962.3,424.0,308.0,0.26337274,0.24520689199999998,-0.27294117647058824,0.19663961270112487,0.05432191694893991,0.012652126762260513,-0.014508831712209442,20,26.0,1082.0,1126.0,1070.0,1138.0,0,Ashburton (Vic.),VIC,3.9
16736.0,1.4,-300.0,568.0,3037.7,432.0,592.0,0.4677491,0.685480108,0.3695150115473441,0.10765112939025982,0.029675931545090423,-0.01107419712070875,-0.02591216289325396,19,49.0,1064.0,1109.0,1040.0,1142.0,1,Balwyn,VIC,98.8
21891.0,2.0,-199.0,640.0,2522.8,536.0,532.0,0.556633672,0.668804236,-0.0074487895716946,0.11859311588756952,0.05083309799491669,0.017778993435448576,-0.007637555562009769,19,79.0,1075.0,1115.0,1078.0,1127.0,1,Balwyn North,VIC,99.2
21826.0,1.3,-153.0,523.0,3033.5,900.0,672.0,0.626070996,0.5472071880000001,-0.25305216426193117,0.10197270100627677,0.017525298988040477,-0.03147985989492119,-0.04024250938894143,19,55.0,1097.0,1137.0,1068.0,1156.0,1,Camberwell,VIC,99.1
17233.0,1.8,-31.0,268.0,3074.0,800.0,216.0,0.6337421400000002,0.282894056,-0.7290886392009988,0.16030433344359907,0.02952744349867919,0.0014846962083142987,-0.013279025541025296,19,36.0,1116.0,1155.0,1099.0,1163.0,1,Glen Iris - East,VIC,90.8
16891.0,2.5,-152.0,541.0,4528.8,380.0,160.0,0.563572768,0.21412531599999998,-0.5774278215223098,0.3412065360489429,0.1494657197849605,0.033538222832249207,-0.04119463706023105,20,54.0,1091.0,1132.0,1014.0,1164.0,0,Hawthorn East,VIC,37.1
6638.0,2.1,-24.0,137.0,1688.5,140.0,200.0,0.16260328000000002,0.19911472400000002,0.425531914893617,0.10873119686069327,0.015119760479041917,-0.0005895357406042742,-0.008149415980125233,17,12.0,1087.0,1122.0,1065.0,1138.0,0,Kew East,VIC,8.9
16189.0,0.3,-210.0,301.0,2846.2,200.0,196.0,0.26630183199999996,0.268383392,-0.01990049751243781,0.01748887356610042,-0.03753335309813222,-0.05064919873669435,-0.03188252218762824,17,25.0,1103.0,1143.0,1085.0,1159.0,1,Surrey Hills (West) - Canterbury,VIC,89.4
10568.0,2.4,-151.0,362.0,4405.9,88.0,24.0,0.1087821,0.032464400000000004,-0.7191011235955056,0.1523961661341853,-0.02627553315936291,-0.023110950618398483,-0.009973184038717029,17,10.0,1088.0,1133.0,1000.0,1171.0,0,Hawthorn - North,VIC,0.4
12936.0,4.2,-45.0,544.0,4191.5,544.0,28.0,0.40134324800000004,0.089891148,-0.9467889908256881,0.3060156931124673,0.07700910688608403,-0.010422783323546682,-0.0489273367665887,20,24.0,1087.0,1125.0,979.0,1167.0,1,Hawthorn - South,VIC,94.5
12119.0,1.9,-22.0,277.0,2856.9,112.0,260.0,0.277953872,0.35790438399999996,1.3097345132743363,0.06564872325741891,-0.00354924578527063,-0.019447531354183204,-0.017672908461547888,17,27.0,1100.0,1143.0,1066.0,1166.0,0,Kew - South,VIC,6.6
13443.0,1.7,-66.0,327.0,2201.9,600.0,964.0,0.642783752,0.801175516,0.6056572379367721,0.0956577471559045,0.00840583984663029,-0.022584333905088624,-0.02678725382840377,15,35.0,1081.0,1126.0,1051.0,1153.0,1,Kew - West,VIC,98.1
11649.0,1.0,-117.0,202.0,1763.1,628.0,448.0,0.365126932,0.3336276040000001,-0.2861685214626391,0.06375474769397721,0.025634318597959716,0.011696912359164015,-0.0011202469398158433,16,26.0,1047.0,1061.0,1037.0,1061.0,0,Bulleen,VIC,8.4
26042.620000000003,3.7,-110.0,1000.0,3180.4,936.0,1196.0,0.604120988,0.8135091240000001,0.27748132337246534,0.5193836436894261,0.36082122305666636,0.15438712613246183,-0.02602348539587135,21,77.0,1027.0,1057.0,1006.0,1084.0,1,Doncaster,VIC,99.5
17462.0,0.0,-248.0,359.0,1083.7,532.0,288.0,0.282759404,0.200655484,-0.45778611632270166,0.01658616074026654,-0.00011448196908986835,-0.011711456859971712,-0.011654215875426779,14,22.0,1074.0,1094.0,1094.0,1087.0,0,Templestowe,VIC,6.4
14447.0,1.1,6.0,220.0,2460.5,348.0,740.0,0.21599236,0.433503564,1.1232091690544412,0.07172717271727173,0.04326408224459199,0.011840465309513918,-0.009791575812782076,17,32.0,1055.0,1071.0,1058.0,1079.0,0,Templestowe Lower,VIC,19.0
