erp_2023,erp_change_pct,net_internal_migration,net_overseas_migration,pop_density_2024,total_dwellings_2022-23,total_dwellings_2023-24,total_value_m_2022-23,total_value_m_2023-24,approval_growth_rate,growth_20yr,growth_10yr,growth_5yr,growth_acceleration,years_of_growth,dwellings_2526_fytd,seifa_disadvantage_score,seifa_adv_disadv_score,seifa_economic_score,seifa_education_score,high_pressure,sa2_name,state,pressure_score
4665.0,-0.2,-43.0,48.0,1150.8,16.0,56.0,0.009604719999999999,0.035458156000000005,2.3529411764705883,0.09555189456342669,0.03032315183709606,0.023977122745270567,0.008815546826722538,16,11.0,1054.0,1040.0,1029.0,1036.0,0,Geebung,QLD,0.3
15114.0,2.5,13.0,239.0,2967.0,288.0,120.0,0.152598448,0.08854285200000002,-0.5813148788927336,0.37631064510396306,0.123042343387471,0.06314777953188276,0.001626607838147262,22,31.0,1070.0,1083.0,1018.0,1092.0,0,Kedron - Gordon Park,QLD,10.1
7217.0,2.2,18.0,92.0,2146.0,132.0,56.0,0.09084494,0.047410563999999995,-0.5714285714285714,0.3283528352835284,0.1126357056694813,0.06172661870503597,0.005408765870295318,22,76.0,1013.0,1022.0,959.0,1050.0,0,Stafford,QLD,11.1
7262.0,0.8,-50.0,74.0,2516.5,44.0,28.0,0.031854716,0.013614032,-0.35555555555555557,0.0341856194377737,0.039324247586598526,0.00840220385674931,-0.011259919936549952,15,5.0,1041.0,1041.0,1015.0,1054.0,0,Stafford Heights,QLD,0.1
10825.0,2.7,86.0,107.0,3105.4,168.0,204.0,0.134055028,0.144977408,0.21301775147928995,0.2741861531407611,0.09625246548323471,0.06925740669488265,0.02113117395326529,21,28.0,1092.0,1103.0,1079.0,1093.0,0,Wavell Heights,QLD,1.8
10036.0,2.5,44.0,140.0,956.7,48.0,52.0,0.026497108000000002,0.029247543999999997,0.08163265306122448,0.24588178294573643,0.08012181035388008,0.058993102028209614,0.018932196851269574,19,16.0,1022.0,1005.0,1003.0,999.0,0,Boondall,QLD,1.6
131.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,1.2758620689655173,0.1092436974789916,0.07317073170731707,0.01854888296782127,12,0.0,0.0,0.0,0.0,0.0,0,Brisbane Airport,QLD,0.3
2413.0,4.1,53.0,39.0,347.1,4.0,0.0,0.0006,0.0,-0.8,6.949367088607595,2.9746835443037973,0.5307739183424741,-0.9565678538094246,14,171.0,1077.0,1087.0,976.0,1084.0,1,Eagle Farm - Pinkenba,QLD,93.5
7411.0,1.0,-98.0,120.0,1221.5,112.0,104.0,0.064110948,0.059187288,-0.07079646017699115,0.3290127840909091,0.09461830944720678,0.044661549197487785,-0.0026476055261156067,19,17.0,1053.0,1060.0,1017.0,1064.0,0,Northgate - Virginia,QLD,3.5
11364.0,2.6,75.0,154.0,837.6,96.0,76.0,0.04558482,0.034017076,-0.20618556701030927,0.6428169014084507,0.19643040311826854,0.09737510584250635,-0.0008400957166279227,22,21.0,1053.0,1053.0,1037.0,1037.0,0,Nudgee - Banyo,QLD,6.6
14206.0,2.7,-61.0,400.0,3972.4,136.0,120.0,0.080027748,0.060619148,-0.11678832116788321,0.771921301918873,0.22460970287057244,0.08338902502413306,-0.02891582641115316,21,10.0,1038.0,1046.0,943.0,1073.0,1,Nundah,QLD,17.1
18282.0,1.9,-65.0,277.0,2296.5,332.0,360.0,0.12019717599999999,0.119819068,0.08408408408408409,0.29572173913043476,0.05625496200521719,0.04699269252388982,0.018865211521281226,19,26.0,1024.0,1002.0,1030.0,984.0,0,Bracken Ridge,QLD,26.7
9970.0,1.4,54.0,59.0,1558.2,132.0,108.0,0.07782839600000001,0.06853375199999999,-0.18045112781954886,0.15906486362594546,0.046456285566476976,0.028263521756811714,0.005035378973573226,20,7.0,1039.0,1027.0,1035.0,1026.0,0,Brighton (Qld),QLD,0.9
3892.0,2.2,51.0,23.0,1411.4,92.0,68.0,0.037285664,0.031408292,-0.25806451612903225,0.24390243902439024,0.07165948275862069,0.03728813559322034,0.0014583942139099956,18,7.0,1017.0,998.0,996.0,983.0,0,Deagon,QLD,0.7
6927.0,0.5,45.0,87.0,1602.1,36.0,40.0,0.028151739999999998,0.028766036000000002,0.10810810810810811,0.1515953050090924,-0.007268063274903805,-0.006701839441038072,-0.003067807803586169,17,5.0,1038.0,1050.0,1010.0,1072.0,0,Sandgate - Shorncliffe,QLD,0.2
14851.0,2.4,68.0,274.0,2420.2,12.0,92.0,0.0049412200000000005,0.04855119199999999,6.153846153846154,1.3338962235185754,0.3903063557384545,0.0830661822326708,-0.11208699563655646,22,65.0,991.0,980.0,975.0,995.0,1,Taigum - Fitzgibbon,QLD,87.4
9757.0,3.0,-21.0,218.0,2714.6,192.0,28.0,0.063925044,0.012793196,-0.8497409326424871,0.3297154202514891,0.1116520969348235,0.047658775680467204,-0.008167272786944547,18,5.0,937.0,936.0,897.0,968.0,0,Zillmere,QLD,3.3
12729.0,1.5,-58.0,166.0,2821.2,304.0,240.0,0.23503362,0.24960131199999996,-0.2098360655737705,0.3587047939444912,0.1292267365661861,0.06501854140914709,0.000405173126054037,22,28.0,1108.0,1134.0,1092.0,1123.0,0,Camp Hill,QLD,7.9
7482.0,2.0,-45.0,135.0,1931.2,140.0,100.0,0.09717117599999998,0.082142692,-0.28368794326241137,0.9479459045674917,0.4105691056910569,0.15456745311554748,-0.05071709972998098,21,17.0,1078.0,1093.0,1044.0,1078.0,1,Cannon Hill,QLD,90.4
12444.0,2.1,28.0,199.0,2898.7,168.0,344.0,0.104617608,0.178456508,1.0414201183431953,0.5129212814100274,0.14584648687652205,0.07170575333220854,-0.0012174901060524879,21,49.0,1058.0,1058.0,1013.0,1071.0,0,Carina,QLD,23.1
7270.0,1.8,-63.0,136.0,2178.2,100.0,108.0,0.053024368,0.050069484,0.07920792079207921,0.2911944202266783,0.12179972731404333,0.06424259844782984,0.003342734790808176,21,6.0,1026.0,1037.0,974.0,1071.0,0,Carina Heights,QLD,12.8
17080.0,1.7,2.0,262.0,1703.7,1616.0,44.0,0.524880668,0.051150904,-0.9721706864564007,0.18726079825041006,0.06367866764633848,0.03006225911651349,-0.0017770747066557478,21,6.0,1086.0,1102.0,1102.0,1089.0,0,Carindale,QLD,7.3
12743.0,1.9,-183.0,349.0,4515.6,56.0,28.0,0.043042699999999996,0.013214092,-0.49122807017543857,0.4395299855891808,0.09162743779421655,0.06346736549013185,0.017653646593023577,21,3.0,1036.0,1061.0,940.0,1111.0,0,Annerley,QLD,6.7
18621.0,2.1,-46.0,372.0,3564.8,108.0,316.0,0.10183367600000001,0.31058783999999995,1.908256880733945,0.3987784237250718,0.16850064547857627,0.0515600796636424,-0.032690243075645734,21,23.0,1078.0,1099.0,1017.0,1120.0,0,Coorparoo,QLD,43.3
5307.0,2.5,-64.0,170.0,2616.6,20.0,24.0,0.034918304000000004,0.028898771999999996,0.19047619047619047,0.5545714285714286,0.1009712666936463,0.04614497212074601,-0.004340661226077139,20,4.0,1039.0,1071.0,952.0,1116.0,0,Fairfield - Dutton Park,QLD,2.2
11193.0,2.6,-88.0,301.0,3888.2,40.0,2224.0,0.035847411999999995,1.2297044679999998,10.0,0.5329597010942086,0.20799158780231336,0.09451219512195122,-0.00948359877920546,21,94.0,1056.0,1073.0,957.0,1111.0,0,Greenslopes,QLD,2.1
9193.0,0.6,-67.0,99.0,2835.2,104.0,76.0,0.07998944399999999,0.0694206,-0.26666666666666666,0.26425153793574846,0.09043744841410212,0.024368630926007974,-0.020850093281043085,21,32.0,1048.0,1072.0,1021.0,1094.0,0,Holland Park,QLD,4.0
6647.0,1.4,-37.0,97.0,2626.3,60.0,124.0,0.04657517600000001,0.07600636799999999,1.0491803278688525,0.2647776318258585,0.04528535980148883,0.019050498941638946,-0.003592180959105469,19,8.0,1072.0,1088.0,1035.0,1100.0,0,Holland Park West,QLD,1.2
9679.0,4.0,60.0,327.0,4186.1,1224.0,16.0,0.605235688,0.007491592,-0.9734617763189192,1.6560274333948826,0.8077199281867146,0.29571483721528763,-0.10814512687806965,21,255.0,1041.0,1078.0,903.0,1128.0,0,Woolloongabba,QLD,16.9
10675.0,1.6,27.0,147.0,1781.3,104.0,140.0,0.07951422399999998,0.1013188,0.34285714285714286,0.49435417240429635,0.15067331141978582,0.05502624927085359,-0.020310406439039322,22,14.0,1072.0,1098.0,1014.0,1134.0,1,Yeronga,QLD,87.6
16179.0,2.2,-352.0,652.0,2153.0,296.0,64.0,0.12400767199999999,0.046489444000000005,-0.7811447811447811,0.4924215084806929,0.058010873041253595,0.049952396064741354,0.020946959544114557,18,18.0,1028.0,1042.0,1021.0,1057.0,0,Eight Mile Plains,QLD,11.7
6454.0,2.6,-275.0,420.0,2464.9,32.0,40.0,0.017864324,0.018887272,0.24242424242424243,0.21915285451197053,0.0781758957654723,0.0653363373028645,0.026248389420128353,20,5.0,970.0,997.0,959.0,1025.0,0,Macgregor (Qld),QLD,1.2
9137.0,1.8,-59.0,201.0,1751.8,28.0,12.0,0.013318768,0.006434244,-0.5517241379310345,0.148129860511048,0.034133867022459415,0.012849831209844278,-0.004217102301385429,17,6.0,1026.0,1027.0,1020.0,1038.0,0,Mansfield (Qld),QLD,0.3
16670.0,1.9,-69.0,277.0,2307.1,1196.0,292.0,0.42747672800000003,0.19169583199999998,-0.7552213868003341,0.33626926706511484,0.11804184761152783,0.05829596412556054,-0.000724959680203377,22,37.0,1035.0,1045.0,993.0,1072.0,1,Mount Gravatt,QLD,91.9
12456.0,5.1,313.0,191.0,276.5,1368.0,1144.0,0.68513324,0.65202538,-0.16362308254200147,2.440998685939553,1.4404473438956198,0.41791206411089454,-0.30231160783691535,21,65.0,1084.0,1118.0,1121.0,1106.0,1,Rochedale - Burbank,QLD,99.2
11754.0,2.8,-123.0,476.0,2868.1,148.0,1296.0,0.088265312,0.592247968,7.704697986577181,0.6075039914848324,0.26367534776697,0.11416451493913685,-0.01767315894434815,22,103.0,1006.0,1018.0,943.0,1050.0,1,Upper Mount Gravatt,QLD,96.1
11761.0,1.3,-150.0,324.0,2489.2,60.0,76.0,0.033630132,0.04120692,0.26229508196721313,0.2098477157360406,0.07486245151979797,0.02247962247962248,-0.014951603280276504,19,8.0,1042.0,1043.0,1031.0,1055.0,0,Wishart,QLD,2.3
6084.0,3.0,-135.0,270.0,1430.7,200.0,112.0,0.057067452,0.06429125200000001,-0.43781094527363185,0.46290247316845545,0.1810133735166698,0.05894274615774362,-0.03156394060059128,20,11.0,975.0,987.0,935.0,1024.0,0,Coopers Plains,QLD,7.5
11362.0,2.7,-12.0,212.0,2849.2,64.0,108.0,0.035940328,0.038647084000000005,0.676923076923077,0.34867052023121387,0.08814476261542767,0.04609038737446198,0.0020180060667481445,20,6.0,1035.0,1043.0,974.0,1079.0,0,Moorooka,QLD,4.0
5323.0,4.2,-131.0,335.0,2910.5,64.0,32.0,0.043971267999999994,0.039523196,-0.49230769230769234,0.20832425365003268,0.031436011904761904,0.06368693650489161,0.04796893055251066,16,8.0,989.0,1019.0,973.0,1044.0,0,Robertson,QLD,0.4
7979.0,2.5,-39.0,204.0,856.9,84.0,92.0,0.049873671999999994,0.05276632,0.09411764705882353,0.24497869750456483,0.09414281893554426,0.08070268128384625,0.03363127181607412,18,17.0,1049.0,1047.0,1014.0,1055.0,0,Salisbury - Nathan,QLD,3.8
11361.0,2.0,-40.0,193.0,2548.1,160.0,192.0,0.154786804,0.191368336,0.19875776397515527,0.25476190476190474,0.06454870994399045,0.045163616695213196,0.01288926172321797,19,28.0,1100.0,1121.0,1091.0,1128.0,0,Tarragindi,QLD,12.9
9653.0,3.3,17.0,212.0,2703.0,500.0,112.0,0.17981860800000002,0.067264008,-0.7744510978043913,0.4237191380048523,0.14574480303204318,0.09964726631393298,0.026774864797911385,22,13.0,998.0,984.0,1002.0,986.0,0,Algester,QLD,10.3
24364.0,2.7,-317.0,788.0,1268.1,488.0,304.0,0.193931792,0.19092732399999998,-0.37627811860940696,0.9101732427688316,0.1777244494635799,0.08224153586716824,-0.006620688864621707,22,33.0,1028.0,1035.0,1044.0,1044.0,1,Calamvale - Stretton,QLD,93.4
14122.0,9.5,938.0,134.0,579.0,1456.0,1164.0,0.6136751239999999,0.51902414,-0.2004118050789293,14.0966796875,2.437625083388926,1.030518623406357,-0.08859344289330551,22,58.0,1056.0,1057.0,1097.0,1044.0,1,Pallara - Willawong,QLD,98.7
16834.0,1.0,-165.0,309.0,1341.2,16.0,108.0,0.009010008,0.058808308000000004,5.411764705882353,1.7384020618556701,0.0884179524937576,0.033120632026739594,-0.011088344220139205,20,28.0,1047.0,1038.0,1084.0,1017.0,0,Parkinson - Drewvale,QLD,4.4
9985.0,0.4,-214.0,190.0,446.6,112.0,190.0,0.047298572,0.067329992,0.6902654867256637,0.13892991025786663,0.053815429892789576,-0.00019944156362185878,-0.027107156510016647,15,24.0,883.0,892.0,886.0,923.0,0,Rocklea - Acacia Ridge,QLD,0.9
9288.0,1.2,-199.0,274.0,2025.3,36.0,60.0,0.02758084,0.041672127999999996,0.6486486486486487,0.9833368487660831,0.10441625557904628,0.03992479539924795,-0.012283332390275188,20,15.0,1028.0,1038.0,1048.0,1057.0,0,Kuraby,QLD,1.1
15002.0,3.2,-313.0,673.0,2313.7,68.0,160.0,0.036243080000000004,0.081656408,1.3333333333333333,0.24419258902017524,0.042497306034482756,0.04088494385044718,0.0196362908332058,17,36.0,995.0,997.0,988.0,1022.0,0,Runcorn,QLD,9.2
9852.0,4.5,-240.0,666.0,2346.0,192.0,108.0,0.11284225599999999,0.073761244,-0.43523316062176165,0.30357142857142855,0.12738225629791894,0.09105363578545686,0.02736250763649739,19,22.0,948.0,982.0,953.0,1013.0,0,Sunnybank,QLD,9.3
19071.0,2.3,-301.0,735.0,3029.7,428.0,180.0,0.186307916,0.145438684,-0.578088578088578,0.22458584337349397,0.041633306645316254,0.020445513490901485,-0.0003711398317566422,17,20.0,982.0,999.0,1006.0,1019.0,1,Sunnybank Hills,QLD,86.5
7749.0,1.5,-13.0,110.0,1638.3,24.0,28.0,0.022515852,0.027296472000000002,0.16,0.034047587748126724,-0.004933586337760911,0.015360784819930296,0.017827577988810753,12,130.0,1083.0,1088.0,1085.0,1096.0,0,Jindalee - Mount Ommaney,QLD,1.5
7261.0,1.2,-46.0,97.0,2749.5,24.0,16.0,0.012357204000000002,0.011879388000000001,-0.32,-0.029823172340987067,-0.019733333333333332,0.0172962501729625,0.027162916839629167,8,1.0,1070.0,1059.0,1055.0,1071.0,0,Middle Park - Jamboree Heights,QLD,0.1
4229.0,0.9,-59.0,41.0,1957.4,8.0,8.0,0.003689652,0.003298788,0.0,0.11558577405857741,0.01595618004286735,0.0009385265133740028,-0.007039563508059672,13,2.0,1059.0,1043.0,1040.0,1051.0,0,Riverhills,QLD,0.1
9886.0,0.4,44.0,81.0,1831.4,16.0,20.0,0.006212791999999999,0.0195393,0.23529411764705882,0.44706911636045493,-0.010666932509221414,-0.0021116138763197585,0.0032218523782909484,15,7.0,1091.0,1103.0,1096.0,1110.0,0,Seventeen Mile Rocks - Sinnamon Park,QLD,0.2
4490.0,0.8,-38.0,53.0,2376.2,4.0,0.0,0.0032,0.0,-0.8,0.08124253285543608,-0.023732470334412083,-0.014805138253864576,-0.002938903086658534,10,0.0,1102.0,1118.0,1125.0,1115.0,0,Westlake,QLD,0.0
10898.0,1.6,11.0,119.0,635.6,84.0,84.0,0.036382199999999996,0.0472021,0.0,1.0094356741063328,0.08494170667189184,0.027177441795751784,-0.015293411540194136,20,18.0,1090.0,1091.0,1107.0,1095.0,0,Bellbowrie - Moggill,QLD,1.6
7156.0,1.0,61.0,71.0,124.5,48.0,44.0,0.04176608800000001,0.034222976,-0.08163265306122448,0.08089114832535885,0.018312438371601635,0.012181461775413049,0.0030252425896122315,15,5.0,1116.0,1150.0,1140.0,1160.0,0,Brookfield - Kenmore Hills,QLD,0.4
11061.0,1.0,-88.0,204.0,2069.1,68.0,48.0,0.058919811999999995,0.041219164,-0.2898550724637681,0.10341762149348084,0.04872324446113406,0.02863720073664825,0.004275578506081221,17,8.0,1110.0,1141.0,1116.0,1159.0,0,Chapel Hill,QLD,0.5
4529.0,1.7,6.0,59.0,1076.4,60.0,32.0,0.050407064,0.047666556,-0.45901639344262296,0.5067015364498202,0.12359824475865432,0.05372656607224508,-0.008072556307082077,20,3.0,1118.0,1169.0,1144.0,1170.0,0,Fig Tree Pocket,QLD,0.5
9855.0,2.2,35.0,152.0,1906.8,880.0,184.0,0.413926432,0.09072989999999999,-0.7900113507377979,0.22945414580534865,0.11285509008511109,0.056231640788921525,-0.00019590425363402025,21,22.0,1095.0,1116.0,1088.0,1142.0,0,Kenmore,QLD,9.2
5855.0,0.5,-7.0,52.0,133.2,60.0,52.0,0.029482164,0.031021464,-0.13114754098360656,0.4988540870893812,0.04269264836138175,0.026687598116169546,0.005341273935478671,21,6.0,1118.0,1152.0,1144.0,1149.0,0,Pinjarra Hills - Pullenvale,QLD,0.4
8054.0,0.1,-76.0,104.0,2488.2,84.0,72.0,0.058394275999999995,0.06509782,-0.1411764705882353,0.218811432027824,0.07941609749564751,-0.008366141732283465,-0.04807419048010722,14,9.0,1113.0,1152.0,1116.0,1158.0,0,Chelmer - Graceville,QLD,2.2
5488.0,2.2,55.0,85.0,1944.5,512.0,444.0,0.17038452,0.298432444,-0.13255360623781676,0.31020789535155335,0.12948046717680226,0.060302457466918716,-0.004437776121482412,20,31.0,1068.0,1088.0,1052.0,1112.0,0,Corinda,QLD,33.6
14615.0,3.5,-233.0,703.0,2056.2,1544.0,180.0,0.62579052,0.19086531599999998,-0.8828478964401294,0.5091308252669394,0.2077144226161955,0.12047121582573905,0.016614004517641306,21,51.0,1064.0,1097.0,985.0,1146.0,1,Indooroopilly,QLD,95.5
6837.0,2.2,-3.0,126.0,3063.1,48.0,216.0,0.038922804000000005,0.114202216,3.4285714285714284,0.5323535863127878,0.2234676007005254,0.11118180372196595,-0.000551996628296747,22,10.0,1074.0,1098.0,1030.0,1127.0,0,Sherwood,QLD,8.1
14179.0,5.7,-295.0,1074.0,4374.7,88.0,108.0,0.035590239999999995,0.0967094,0.2247191011235955,0.49879951980792314,0.18406701967912747,0.09878987898789879,0.006756369148335051,20,1.0,1042.0,1091.0,926.0,1171.0,0,St Lucia,QLD,24.1
9726.0,2.8,-98.0,340.0,4728.8,36.0,180.0,0.030035596,0.1473892,3.891891891891892,0.4828711256117455,0.15129533678756477,0.06998394863563404,-0.005663719758148347,21,2.0,1069.0,1093.0,963.0,1147.0,0,Taringa,QLD,6.8
9667.0,2.2,16.0,139.0,1029.2,184.0,68.0,0.10347962,0.046361748,-0.6270270270270271,0.6420737786640079,0.18774038461538461,0.06890210924824229,-0.024968083059450016,20,45.0,1048.0,1059.0,976.0,1098.0,0,Enoggera,QLD,8.4
33.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.25925925925925924,0.0967741935483871,-0.03285543608124253,5,0.0,1060.0,1095.0,1088.0,1177.0,0,Enoggera Reservoir,QLD,0.1
7572.0,0.3,-10.0,52.0,1461.9,40.0,64.0,0.023022088,0.037707716,0.5853658536585366,0.05327413984461709,0.025530190463325678,0.020292971374815214,0.007527876143152375,16,31.0,993.0,996.0,973.0,1036.0,0,Keperra,QLD,0.6
9382.0,1.9,28.0,112.0,2263.6,152.0,652.0,0.082846288,0.297468644,3.2679738562091503,0.571945403716494,0.133791958249318,0.06222913657073008,-0.004666842553928921,21,17.0,1060.0,1069.0,1022.0,1093.0,0,Mitchelton,QLD,23.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,Mount Coot-tha,QLD,0.1
17833.0,1.8,32.0,250.0,1480.4,184.0,96.0,0.09882519199999999,0.055230812,-0.4756756756756757,0.15754560530679934,0.06402439024390244,0.04810857637886226,0.01609638125691104,21,7.0,1093.0,1109.0,1096.0,1125.0,0,The Gap,QLD,4.7
12290.0,2.9,173.0,106.0,957.6,296.0,484.0,0.13982769199999998,0.238880568,0.632996632996633,0.7849781166172526,0.2688679245283019,0.12462195338907668,-0.00981200887507426,22,42.0,1088.0,1086.0,1095.0,1070.0,0,Upper Kedron - Ferny Grove,QLD,13.6
15840.0,6.6,-286.0,1137.1800000000003,7136.1,0.0,3739.0800000000017,0.0,1.12,10.0,4.998223801065719,0.64683507266166,0.29337418613558025,-0.03004335019524973,21,1.0,1020.0,1087.0,859.0,1129.0,0,Brisbane City,QLD,13.9
11024.0,4.7,-76.0,595.0,9058.5,3808.0,0.0,1.152,0.0,-0.9734617763189192,3.3194912083800974,0.7499242194604425,0.27947695035460995,-0.0954851593756113,22,20.0,1033.0,1062.0,856.0,1092.0,0,Fortitude Valley,QLD,15.5
6932.0,4.0,-21.0,294.0,5956.2,132.0,148.0,0.05895661199999999,0.13062992,0.12030075187969924,0.360770247309798,0.10824108241082411,0.07405751750856802,0.019936976303155968,18,14.0,1036.0,1075.0,956.0,1125.0,0,Highgate Hill,QLD,5.4
11435.0,4.1,-144.0,602.0,8894.6,1120.0,0.0,1.180040152,0.0,-0.9734617763189192,1.1271655652795143,0.4391010149830836,0.24321503131524008,0.02366452382369827,22,7.0,1058.0,1088.0,927.0,1114.0,1,Kangaroo Point,QLD,74.9
13313.0,3.3,4.0,428.0,6415.2,444.0,128.0,0.3262588639999999,0.213061808,-0.7101123595505618,0.3231361231361231,0.03623898139079334,0.02366775826138732,0.005548267565990649,18,7.0,1068.0,1107.0,960.0,1140.0,0,New Farm,QLD,10.9
16339.0,4.8,-4.0,742.0,8494.5,12.0,880.0,0.0084,0.48444046399999996,10.0,4.832822608103507,1.4867179561619974,0.40222640582794467,-0.34113257225305404,22,503.130000000001,1028.0,1088.0,871.0,1151.0,0,South Brisbane,QLD,7.2
8279.0,8.0,-239.0,880.0,7191.1,160.0,1000.0,0.084,0.68,5.217391304347826,1.596109175377468,0.43630522088353413,0.27346531833072213,0.055312707888955065,21,3.0,1008.0,1053.0,869.0,1095.0,0,Spring Hill,QLD,4.1
16782.0,4.0,80.0,528.0,8881.7,3817.4400000000023,1084.0,1.5111555952400206,0.492286748,-0.7436806047720292,1.9785019621225046,0.8412614703090391,0.28209459459459457,-0.13853614055992497,22,346.0,1051.0,1098.0,938.0,1150.0,1,West End,QLD,90.4
4773.0,1.5,-27.0,73.0,3503.0,32.0,88.0,0.047099924,0.11655412,1.696969696969697,0.42823460064839375,0.13250759523253097,0.04484691677447176,-0.021406880841793728,20,7.0,1090.0,1127.0,1071.0,1128.0,0,Balmoral,QLD,1.0
7773.0,1.5,-58.0,174.0,3828.8,360.0,100.0,0.23784386000000002,0.086942484,-0.7202216066481995,0.9166869079426767,0.1533177433498977,0.060475742507727456,-0.016183129167221394,21,27.0,1099.0,1144.0,1075.0,1141.0,0,Bulimba,QLD,5.5
6573.0,1.3,-166.0,236.0,3560.1,668.0,20.0,0.37376513599999994,0.031015452,-0.968609865470852,0.37901055682053403,0.09500328731097962,0.057628194951579614,0.010126551296089803,21,9.0,1047.0,1084.0,951.0,1122.0,1,East Brisbane,QLD,93.3
5567.0,2.3,-18.0,112.0,4107.8,52.0,60.0,0.0649475,0.1294422,0.1509433962264151,0.40261019453336616,0.09517400499903865,0.06546950991395435,0.017882507414435027,21,9.0,1102.0,1142.0,1076.0,1145.0,0,Hawthorne,QLD,1.0
15357.0,3.1,72.0,314.0,2383.3,296.0,252.0,0.22969178,0.162827128,-0.14814814814814814,0.6965509854327335,0.24246940696579855,0.1149514289736731,-0.0062832745092261805,22,43.0,1070.0,1093.0,1014.0,1107.0,1,Morningside - Seven Hills,QLD,36.0
7150.0,2.9,26.0,120.0,3266.4,48.0,48.0,0.046626732,0.08049117199999999,0.0,0.40125690344696247,0.13095604057792806,0.06668599594085242,0.0012079756518883905,21,13.0,1102.0,1136.0,1076.0,1137.0,0,Norman Park,QLD,0.3
4709.0,2.4,-10.0,115.0,3201.6,40.0,344.0,0.019141392,0.1888012,7.414634146341464,1.2145153881488286,0.6898002103049422,0.2267175572519084,-0.1181825479005627,22,2.0,1078.0,1095.0,967.0,1113.0,0,Albion,QLD,6.0
7075.0,2.0,-12.0,108.0,2938.1,872.0,76.0,0.36552403599999994,0.07327455199999999,-0.9117983963344788,0.46906796906796905,0.17286758732737612,0.0979467680608365,0.011512974397148448,22,19.0,1089.0,1110.0,1035.0,1125.0,1,Alderley,QLD,28.3
6143.0,2.8,28.0,123.0,2559.9,2952.0,28.0,1.4086255600000002,0.062816056,-0.9734617763189192,0.3487726787620064,0.1691026827012026,0.11132606401688358,0.02677472266628228,19,75.0,1078.0,1110.0,1031.0,1120.0,0,Ascot,QLD,8.5
11322.0,2.6,-53.0,279.0,3971.7,84.0,112.0,0.06721508799999999,0.07846747200000001,0.32941176470588235,0.26460668044826463,0.0608798831690398,0.052807971014492756,0.022368029429972857,20,27.0,1068.0,1086.0,999.0,1110.0,0,Clayfield,QLD,4.4
4868.0,1.2,-44.0,68.0,2754.9,20.0,40.0,0.015080031999999998,0.032151339999999994,0.9523809523809523,0.29249737670514164,0.1238594890510949,0.07576419213973799,0.013834447614190545,21,7.0,1118.0,1150.0,1103.0,1149.0,0,Grange,QLD,0.6
7123.0,2.6,-10.0,204.0,4459.0,68.0,24.0,0.06445508,0.06609416399999998,-0.6376811594202898,0.8093587521663779,0.20395387149917626,0.06623869273416982,-0.03573824301541831,22,3.0,1074.0,1100.0,1003.0,1108.0,0,Hamilton (Qld),QLD,2.6
5131.0,0.9,-58.0,64.0,1923.5,88.0,68.0,0.079270488,0.057871924,-0.2247191011235955,0.4642352275940062,0.07181291390728477,0.037459935897435896,0.0015534789437935126,21,10.0,1105.0,1144.0,1111.0,1128.0,0,Hendra,QLD,2.1
11589.0,5.0,-190.0,734.0,3612.8,172.0,184.0,0.06595891599999999,0.117644848,0.06936416184971098,1.0690006798096532,0.2690503492129678,0.09468572970056649,-0.0398394449059174,19,25.0,1011.0,1061.0,892.0,1134.0,0,Kelvin Grove - Herston,QLD,4.8
5360.0,1.1,-55.0,111.0,3267.6,28.0,8.0,0.029787588000000004,0.0136,-0.6896551724137931,0.3502740408570005,0.060665362035225046,0.009498975600670517,-0.020833705416942006,20,5.0,1072.0,1098.0,1007.0,1128.0,0,Newmarket,QLD,0.5
20249.0,3.3,177.0,422.0,6847.0,1112.0,3739.0800000000017,0.386789,1.5686477134800014,3.065588499550764,4.5991436981536,1.2106708927628103,0.2819507413307193,-0.32338470505068584,22,224.0,1099.0,1131.0,945.0,1155.0,0,Newstead - Bowen Hills,QLD,20.9
4088.0,1.4,-39.0,73.0,2986.7,48.0,20.0,0.054869351999999996,0.030592267999999995,-0.5714285714285714,0.20733838089691323,-0.009082217973231358,0.004117219665778639,0.008658328652394319,15,8.0,1100.0,1141.0,1076.0,1150.0,0,Wilston,QLD,0.1
8737.0,1.2,-137.0,212.0,3033.8,52.0,36.0,0.021645108,0.02093366,-0.3018867924528302,0.48805518169582773,0.21397200109799616,0.08687638240353895,-0.020109618145459127,21,61.0,1078.0,1101.0,986.0,1125.0,0,Windsor,QLD,5.0
11846.0,2.4,-17.0,298.0,3932.5,720.0,56.0,0.305640988,0.038111212,-0.9209431345353676,0.5285372306916971,0.2439249461704091,0.10260837953285468,-0.019354093552349877,21,162.0,1070.0,1090.0,996.0,1110.0,1,Wooloowin - Lutwyche,QLD,88.9
14600.0,1.7,-60.0,258.0,2275.8,128.0,88.0,0.08877581200000001,0.0895981,-0.31007751937984496,0.2560717610222561,0.07839290903807034,0.036377600893729926,-0.0028188536253052413,20,15.0,1103.0,1137.0,1092.0,1142.0,0,Ashgrove,QLD,11.3
